PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,104234145,2520,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,Unspecified,,,,280,CC50,=,280000,nM
2,242589718,1201518,C[C@]12CC[C@H](C1(C)C)C[C@H]2O,Unspecified,,,,3000,CC50,>,3e+06,nM
3,404695914,145979283,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN3CCCC3,Unspecified,,,,684,CC50,=,684000,nM
4,404696043,145979369,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN3CCCCC3,Unspecified,,,,302,CC50,=,302000,nM
5,404697450,145980295,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN3CCNCC3,Unspecified,,,,207,CC50,=,207000,nM
6,404697565,145980373,CC1CCN(CC1)CC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Unspecified,,,,240,CC50,=,240000,nM
7,404698161,145980753,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CN3CCN(CC3)C,Unspecified,,,,637,CC50,=,637000,nM
8,404699559,145981663,CCN1CCN(CC1)CCC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Unspecified,,,,474,CC50,=,474000,nM
9,404700303,145982148,CCCCN(CCCC)CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,Unspecified,,,,73,CC50,=,73000,nM
10,404700405,145982211,CCCCN(CCCC)CCC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,Unspecified,,,,86,CC50,=,86000,nM
11,404701158,145982693,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CN3CCNCC3,Unspecified,,,,361,CC50,=,361000,nM
12,404701165,145982699,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN3CCOCC3,Unspecified,,,,406,CC50,=,406000,nM
13,404702162,1551170,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CN3CCOCC3,Unspecified,,,,1279,CC50,=,1.279e+06,nM
14,404704960,145985404,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN3CCN(CC3)C,Unspecified,,,,421,CC50,=,421000,nM
15,404711160,92325485,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CN3CCCCC3,Unspecified,,,,321,CC50,=,321000,nM
16,404712812,145990523,CC1CCN(CC1)CCC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Unspecified,,,,215,CC50,=,215000,nM
17,404715839,145992466,CCN1CCN(CC1)CC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Unspecified,,,,859,CC50,=,859000,nM
18,404716473,145992882,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CN3CCCC3,Unspecified,,,,480,CC50,=,480000,nM
