PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103195570,4416,COC1=CC2=C(C=C1)C(=C(CC2)C3=CC=CC=C3)C4=CC=C(C=C4)OCCN5CCCC5,Unspecified,,,,6.25,IC50,>,6250,nM
2,103517321,15429026,C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(SC4=C3C=CC(=C4)O)C5=CC=CC=C5,Unspecified,,,,6.25,IC50,>,6250,nM
3,103517324,16719866,C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)N,Unspecified,,,,6.25,IC50,>,6250,nM
4,103534015,11548000,CCC(=C(C1=CC=C(C=C1)OCCN2CCCC2)C3=CC=C(C=C3)OCCN4CCCC4)C5=CC=CC=C5,Active,,,,1.56,IC50,=,1560,nM
5,103628891,3005573,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3,Active,,,,3.9,IC50,=,3900,nM
6,440175581,137503296,CC1=CC=CC=C1C(=O)C2=C(C3=C(S2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CC(C5)CF,Unspecified,,,,6.25,IC50,>,6250,nM
7,461518510,162645816,CC/C(=C(/C1=CC=C(C=C1)NC(=O)CN2CCOCC2)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,2.8,IC50,=,2800,nM
8,461519922,162646855,CC/C(=C(/C1=CC=C(C=C1)NCCN2CCCC2)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Unspecified,,,,25,IC50,>,25000,nM
9,461520352,15429025,COC1=CC2=C(C=C1)C(=C(S2)C3=CC=CC=C3)OC4=CC=C(C=C4)OCCN5CCCCC5,Unspecified,,,,6.25,IC50,>,6250,nM
10,461521868,162648190,CC/C(=C(/C1=CC=C(C=C1)N)\C2=CC=C(C=C2)OCCN3CCCC3)/C4=CC=CC=C4,Active,,,,1.78,IC50,=,1780,nM
11,461527842,162652347,CC/C(=C(/C1=CC=C(C=C1)NC(=O)CC2CCN(CC2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,0.87,IC50,=,870,nM
12,461531627,162655017,CC/C(=C(/C1=CC=C(C=C1)NC(=O)C2CCN(CC2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,0.64,IC50,=,640,nM
13,461533887,162656588,CC/C(=C(/C1=CC=C(C=C1)NC(=O)N2CCN(CC2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,1.06,IC50,=,1060,nM
14,461537151,162658904,CC/C(=C(/C1=CC=C(C=C1)NC(=O)CN2CCOCC2)\C3=CC=C(C=C3)OCCN4CCOCC4)/C5=CC=CC=C5,Active,,,,3.24,IC50,=,3240,nM
15,461539710,162660733,CC/C(=C(/C1=CC=C(C=C1)NC(=O)CN2CCN(CC2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,0.36,IC50,=,360,nM
16,461544360,162663958,CC/C(=C(/C1=CC=C(C=C1)NC(=O)C2CCN(C2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,0.96,IC50,=,960,nM
17,461558025,162673587,CC/C(=C(/C1=CC=C(C=C1)NCCN2CCOCC2)\C3=CC=C(C=C3)OCCN4CCOCC4)/C5=CC=CC=C5,Active,,,,2.9,IC50,=,2900,nM
18,461561241,162675841,CC/C(=C(/C1=CC=C(C=C1)NC(=O)C2CCN(CC2)C3CCN(CC3)C)\C4=CC=C(C=C4)OCCN5CCCC5)/C6=CC=CC=C6,Active,,,,1.07,IC50,=,1070,nM
