PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103213015,68617,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,Active,,,,0.7,IC50,=,700,nM,
2,404696043,145979369,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN3CCCCC3,Active,,,,1.7,IC50,=,1700,nM,
3,404697565,145980373,CC1CCN(CC1)CC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Active,,,,8.5,IC50,=,8500,nM,
4,404698161,145980753,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CN3CCN(CC3)C,Active,,,,6.8,IC50,=,6800,nM,
5,404699559,145981663,CCN1CCN(CC1)CCC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Active,,,,1.6,IC50,=,1600,nM,
6,404701165,145982699,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN3CCOCC3,Active,,,,8.5,IC50,=,8500,nM,
