PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
6,520004073,177641768,CC1CCN(CC1)CC(=O)O[C@@H]2[C@@]3(CC[C@@H](C3)C2(C)C)C,Unspecified,,,,20.5,IC50,=,20500,nM,
7,520005347,177642380,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CCN3CCCCC3,Unspecified,,,,14.3,IC50,=,14300,nM,
8,520005420,177642407,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CCCN3CCN(CC3)C,Active,,,,2.8,IC50,=,2800,nM,
9,520005921,177642642,CC1CCN(CC1)CCC(=O)O[C@@H]2[C@@]3(CC[C@@H](C3)C2(C)C)C,Active,,,,3.9,IC50,=,3900,nM,
10,520006072,177642713,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CCCN3CCOCC3,Unspecified,,,,21,IC50,=,21000,nM,
11,520006384,177642860,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CN3CCCCC3)(C)C,Unspecified,,,,17.1,IC50,=,17100,nM,
12,520006535,25154980,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CN3CCCCC3,Unspecified,,,,42,IC50,=,42000,nM,
13,520007098,177643186,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCN3CCCCC3)(C)C,Unspecified,,,,17,IC50,=,17000,nM,
14,520007521,177643386,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CCN3CCN(CC3)C,Active,,,,4.9,IC50,=,4900,nM,
15,520008504,25154978,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CN3CCOCC3,Unspecified,,,,106,IC50,=,106000,nM,Outside typical range
16,520008512,177643825,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CCCN3CCCCC3,Active,,,,4,IC50,=,4000,nM,
17,520008894,177643992,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCN3CCN(CC3)C)(C)C,Unspecified,,,,10.1,IC50,=,10100,nM,
18,520008915,177644000,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CCCN3CCN(CC3)C4=CC=CC=C4,Active,,,,7.8,IC50,=,7800,nM,
19,520009629,177644348,CCN1CCN(CC1)CCCC(=O)O[C@@H]2[C@@]3(CC[C@@H](C3)C2(C)C)C,Active,,,,2.4,IC50,=,2400,nM,
20,520009699,177644379,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCCN3CCN(CC3)C4=CC=CC=C4)(C)C,Active,,,,0.54,IC50,=,540,nM,
21,520009774,177644411,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCCN3CCOCC3)(C)C,Active,,,,6.5,IC50,=,6500,nM,
22,520010237,177644621,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCCN3CCN(CC3)C)(C)C,Active,,,,3.1,IC50,=,3100,nM,
23,520010282,177644637,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CCN3CCN(CC3)C4=CC=CC=C4,Unspecified,,,,54,IC50,=,54000,nM,
24,520010419,177644697,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCN3CCN(CC3)C4=CC=CC=C4)(C)C,Active,,,,10,IC50,=,10000,nM,
25,520010647,177644826,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCN3CCOCC3)(C)C,Unspecified,,,,57.9,IC50,=,57900,nM,
26,520011103,177645018,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CN3CCN(CC3)C,Active,,,,4.8,IC50,=,4800,nM,
27,520011121,177645028,CCN1CCN(CC1)CC(=O)O[C@@H]2[C@@]3(CC[C@@H](C3)C2(C)C)C,Active,,,,9.1,IC50,=,9100,nM,
28,520011546,177645223,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CN3CCOCC3)(C)C,Unspecified,,,,13,IC50,=,13000,nM,
29,520011865,177645371,CC1CCN(CC1)CCCC(=O)O[C@@H]2[C@@]3(CC[C@@H](C3)C2(C)C)C,Active,,,,2.8,IC50,=,2800,nM,
30,520012364,177645601,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CN3CCN(CC3)C4=CC=CC=C4)(C)C,Active,,,,5.8,IC50,=,5800,nM,
31,520013023,177645874,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCCN3CCCCC3)(C)C,Active,,,,1.9,IC50,=,1900,nM,
