PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,312400010,51048533,CN1CCN(CC1)C(=O)C2=CC3=C(N2CC4=CC=C(C=C4)Cl)C=CS3,Active,,,,9.75,EC50,=,9750,nM,
2,520002868,177641220,CC(C)N1CCN(CC1)C(=O)C2=CC3=C(N2CC4=CC=C(C=C4)Cl)C=CS3,Active,,,,5.84,EC50,=,5840,nM,
3,520002876,177641223,CN(C)C1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2CC4=CN=CC=C4,Active,,,,5.3,EC50,=,5300,nM,
4,520003400,177641473,CN(C)CCNC(=O)C1=CC2=C(N1C(=O)OCC3=CC=CC=C3)C=CO2,Active,,,,8.11,EC50,=,8110,nM,
5,520003489,177641516,CN(C)C1CCN(CC1)C(=O)C2=CC3=C(N2C(=O)OCC4=CC=CC=C4)C=CO3,Active,,,,1.68,EC50,=,1680,nM,
6,520003558,177641541,CN(C)CCNC(=O)C1=CC2=C(N1CC3=CC=CC=C3)C=CO2,Active,,,,4.51,EC50,=,4510,nM,
