PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103213015,68617,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,Unspecified,,,,408,CC50,=,408000,nM
2,404696043,145979369,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN3CCCCC3,Unspecified,,,,289.7,CC50,=,289700,nM
3,404697565,145980373,CC1CCN(CC1)CC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Unspecified,,,,71.6,CC50,=,71600,nM
4,404698161,145980753,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CN3CCN(CC3)C,Unspecified,,,,312.5,CC50,=,312500,nM
5,404699559,145981663,CCN1CCN(CC1)CCC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Unspecified,,,,263.6,CC50,=,263600,nM
6,404701165,145982699,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN3CCOCC3,Unspecified,,,,304.7,CC50,=,304700,nM
7,404702162,1551170,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CN3CCOCC3,Unspecified,,,,326.9,CC50,=,326900,nM
8,404704960,145985404,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN3CCN(CC3)C,Unspecified,,,,282,CC50,=,282000,nM
9,404710722,145989185,CCOC(=O)N1CCN(CC1)CCC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Unspecified,,,,109.7,CC50,=,109700,nM
10,404711160,92325485,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CN3CCCCC3,Unspecified,,,,141.4,CC50,=,141400,nM
11,404712068,145990056,CCOC(=O)N1CCN(CC1)CC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Unspecified,,,,227,CC50,=,227000,nM
12,404712411,145990267,CC1CCN(CC1)CCC(=O)N[C@@H]2C[C@H]3CC[C@@]2(C3(C)C)C,Unspecified,,,,93.6,CC50,=,93600,nM
13,404712812,145990523,CC1CCN(CC1)CCC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Unspecified,,,,279.7,CC50,=,279700,nM
14,404715839,145992466,CCN1CCN(CC1)CC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Unspecified,,,,129.7,CC50,=,129700,nM
15,440139260,142772675,CC1CCN(CC1)CC(=O)N[C@@H]2C[C@H]3CC[C@@]2(C3(C)C)C,Unspecified,,,,78,CC50,=,78000,nM
16,461516625,162644461,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCCN3CCOCC3,Unspecified,,,,210.1,CC50,=,210100,nM
17,461516680,162644501,CCN1CCN(CC1)CC(=O)N[C@@H]2C[C@H]3CC[C@@]2(C3(C)C)C,Unspecified,,,,660.2,CC50,=,660200,nM
18,461518253,162645625,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCCN(C)C,Unspecified,,,,100.6,CC50,=,100600,nM
19,461520263,162647093,CC1CCN(CC1)CC(=O)O[C@@H]2C[C@H]3CC[C@@]2(C3(C)C)C,Unspecified,,,,34.1,CC50,=,34100,nM
20,461522092,162648366,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CN3CCN(CC3)CCO,Unspecified,,,,295.9,CC50,=,295900,nM
21,461522755,162648817,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN3CCCCCC3,Unspecified,,,,182.5,CC50,=,182500,nM
22,461523317,162649203,CC1CCN(CC1)CCCC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Unspecified,,,,171.1,CC50,=,171100,nM
23,461524317,162649895,CCOC(=O)N1CCN(CC1)CCCC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Unspecified,,,,60.4,CC50,=,60400,nM
24,461524970,93233667,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2NC(=O)CN3CCN(CC3)C,Unspecified,,,,853.3,CC50,=,853300,nM
25,461525352,162650631,CCN(CC)CCC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,Unspecified,,,,326.9,CC50,=,326900,nM
26,461526146,162651160,CCN1CCN(CC1)CCCC(=O)N[C@@H]2C[C@H]3CC[C@@]2(C3(C)C)C,Unspecified,,,,268.2,CC50,=,268200,nM
27,461527177,162651863,CC1CCN(CC1)CCCC(=O)N[C@@H]2C[C@H]3CC[C@@]2(C3(C)C)C,Unspecified,,,,141.6,CC50,=,141600,nM
28,461528993,916253,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CN3CCCCCC3,Unspecified,,,,71.6,CC50,=,71600,nM
29,461529400,162653459,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCCN3CCCCCC3,Unspecified,,,,62.2,CC50,=,62200,nM
30,461529571,162653585,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CN3CCN(CC3)CC4=CC=CC=C4,Unspecified,,,,59.4,CC50,=,59400,nM
31,461529698,13755927,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC(=O)CN3CCCCC3,Unspecified,,,,80.5,CC50,=,80500,nM
32,461530719,929233,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CN(C)C,Unspecified,,,,388.6,CC50,=,388600,nM
33,461532526,162655638,CCN1CCN(CC1)CCC(=O)N[C@@H]2C[C@H]3CC[C@@]2(C3(C)C)C,Unspecified,,,,564.9,CC50,=,564900,nM
34,461533113,162656042,CC1CCN(CC1)CCCCC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Unspecified,,,,73,CC50,=,73000,nM
35,461534680,162657160,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2NC(=O)CN3CCOCC3,Unspecified,,,,838.1,CC50,=,838100,nM
36,461534701,162657174,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2NC(=O)CCCN3CCOCC3,Unspecified,,,,171.8,CC50,=,171800,nM
37,461535563,162657777,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCCN3CCN(CC3)CCN,Unspecified,,,,71.1,CC50,=,71100,nM
38,461536651,162658565,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCCN3CCN(CC3)C,Unspecified,,,,99.2,CC50,=,99200,nM
39,461536676,162658580,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN3CCCCC3.Cl,Unspecified,,,,87,CC50,=,87000,nM
40,461537491,162659140,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCCN3CCCCC3,Unspecified,,,,74.8,CC50,=,74800,nM
41,461537555,162659188,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCCCN3CCCCC3,Unspecified,,,,100.9,CC50,=,100900,nM
42,461539010,162660244,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCCN3CCN(CC3)CCO,Unspecified,,,,224.1,CC50,=,224100,nM
43,461540665,162661366,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN3CCN(CC3)CC4=CC=CC=C4,Unspecified,,,,39,CC50,=,39000,nM
44,461542016,162662311,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2NC(=O)CCCN3CCN(CC3)C,Unspecified,,,,474.7,CC50,=,474700,nM
45,461542646,162662735,CCN(CC)CCCC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,Unspecified,,,,165.8,CC50,=,165800,nM
46,461542926,917469,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN(C)C,Unspecified,,,,505.2,CC50,=,505200,nM
47,461544682,162664197,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2NC(=O)CCN3CCN(CC3)C,Unspecified,,,,485.6,CC50,=,485600,nM
48,461545266,162664619,C[C@]12CC[C@H](C1(C)C)C[C@@H]2OC(=O)CN3CCCCC3,Unspecified,,,,89.5,CC50,=,89500,nM
49,461547864,162666404,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CN3CCN(CC3)CCN,Unspecified,,,,247.3,CC50,=,247300,nM
50,461553383,162670260,CCN1CCN(CC1)CCCC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C,Unspecified,,,,130.8,CC50,=,130800,nM
51,461555771,162671952,CC1CCN(CC1)CCC(=O)O[C@@H]2C[C@@H]3CC[C@]2(C3(C)C)C.Cl,Unspecified,,,,69.8,CC50,=,69800,nM
52,461557692,162673349,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)CCN3CCN(CC3)CCO,Unspecified,,,,271.8,CC50,=,271800,nM
53,461558160,929702,CCN(CC)CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,Unspecified,,,,344,CC50,=,344000,nM
54,461559940,6347575,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2NC(=O)CCN3CCOCC3,Unspecified,,,,312.5,CC50,=,312500,nM
