PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,312400010,51048533,CN1CCN(CC1)C(=O)C2=CC3=C(N2CC4=CC=C(C=C4)Cl)C=CS3,Unspecified,,,,24.7,EC50,=,24700,nM
2,520002868,177641220,CC(C)N1CCN(CC1)C(=O)C2=CC3=C(N2CC4=CC=C(C=C4)Cl)C=CS3,Unspecified,,,,32.8,EC50,=,32800,nM
3,520002876,177641223,CN(C)C1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2CC4=CN=CC=C4,Unspecified,,,,38.6,EC50,=,38600,nM
4,520003400,177641473,CN(C)CCNC(=O)C1=CC2=C(N1C(=O)OCC3=CC=CC=C3)C=CO2,Unspecified,,,,31.1,EC50,=,31100,nM
5,520003489,177641516,CN(C)C1CCN(CC1)C(=O)C2=CC3=C(N2C(=O)OCC4=CC=CC=C4)C=CO3,Unspecified,,,,29.8,EC50,=,29800,nM
6,520003558,177641541,CN(C)CCNC(=O)C1=CC2=C(N1CC3=CC=CC=C3)C=CO2,Unspecified,,,,25.6,EC50,=,25600,nM
7,520003594,177641560,CN(C)CCNC(=O)C1=CC2=CC=CC=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4,Active,,,,3.1,EC50,=,3100,nM
8,520003636,177641584,C1CN(C1)CCNC(=O)C2=CC3=C(N2CC4=CC(=CC=C4)C(F)(F)F)C=CO3,Active,,,,6.22,EC50,=,6220,nM
9,520004757,177642093,CN(C)C1CCN(CC1)C(=O)CN(CC2=CC=CC=C2)C3=CC=CC=C3,Unspecified,,,,100,EC50,>,100000,nM
10,520004807,177642113,CN(C)C1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2CC4CCCCC4,Active,,,,3.34,EC50,=,3340,nM
11,520005434,177642414,CC1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CC4=C(N3CC5=CC=C(C=C5)Cl)C=CO4)C(F)(F)F,Unspecified,,,,13.6,EC50,=,13600,nM
12,520005440,51043276,CN(C)CCNC(=O)C1=CC2=C(N1CC3=CC=C(C=C3)Cl)C=CS2,Active,,,,3.14,EC50,=,3140,nM
13,520005780,45495254,C1=CC(=CC=C1CN2C3=C(C=C2C(=O)NCCCN4C=CN=C4)OC=C3)Cl,Unspecified,,,,13.2,EC50,=,13200,nM
14,520005856,177642608,CN(C)C1CCN(CC1)C(=O)C2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)F,Unspecified,,,,10.9,EC50,=,10900,nM
15,520005914,10805736,CN(C)CCNC(=O)C1=CC2=CC=CC=C2N1CC3=CC=CC=C3,Active,,,,6.8,EC50,=,6800,nM
16,520005935,177642649,CCOC1=C(C=C(C=N1)NC(=O)C2=CC3=C(N2CC4=CC=C(C=C4)Cl)C=CO3)F,Unspecified,,,,100,EC50,>,100000,nM
17,520006431,177642882,CN(C)CCCNC(=O)C1=CC2=C(N1CC3=CC=C(C=C3)Cl)C=CO2,Active,,,,5.52,EC50,=,5520,nM
18,520006892,177643093,CN(C)C1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=C(C=C4)F,Active,,,,4.99,EC50,=,4990,nM
19,520007017,177643153,CN(C)CCNC(=O)C1=CC2=C(N1CC3=CC=C(C=C3)F)C=CO2,Unspecified,,,,10.8,EC50,=,10800,nM
20,520007562,177643404,CCN(CC)CCNC(=O)C1=CC2=C(N1CC3=CC=C(C=C3)Cl)C=CO2,Active,,,,3.67,EC50,=,3670,nM
21,520007690,177643461,CC(C)N1CCN(CC1)C(=O)C2=CC3=C(N2CC4=CC(=CC=C4)C(F)(F)F)C=CO3,Unspecified,,,,22.2,EC50,=,22200,nM
22,520007771,177643498,CN(C)C1CCN(CC1)C(=O)C2=CC3=C(N2CC4=CC=C(C=C4)Cl)C=CS3,Active,,,,3.7,EC50,=,3700,nM
23,520007811,177643513,CN(C)CCNC(=O)C1=CC2=CC=CC=C2N1CC3=CC=C(C=C3)Cl,Active,,,,3.92,EC50,=,3920,nM
24,520008185,177643673,C1CCC(CC1)N2CCN(CC2)C(=O)C3=CC4=C(N3CC5=CC=C(C=C5)Cl)C=CS4,Unspecified,,,,13.9,EC50,=,13900,nM
25,520008379,10710921,CN(C)CCNC(=O)C1=CN(C2=CC=CC=C21)CC3=CC=CC=C3,Unspecified,,,,11.1,EC50,=,11100,nM
26,520008384,177643761,C1CN(CCC1(F)F)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3CC5=CC=C(C=C5)Cl)C=CO4,Unspecified,,,,100,EC50,>,100000,nM
27,520009003,177644047,CN1CCCN(CC1)C(=O)C2=CC3=C(N2CC4=CC=C(C=C4)Cl)C=CS3,Unspecified,,,,10.8,EC50,=,10800,nM
28,520009562,45496049,CN(C)CCNC(=O)C1=CC2=C(N1CC3=CC=C(C=C3)Cl)C=CO2,Active,,,,6.47,EC50,=,6470,nM
29,520009596,177644334,CN(C)C1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=NC=C4,Active,,,,3.78,EC50,=,3780,nM
30,520010491,177644731,CN(C)CCNC(=O)C1=CC2=C(N1CC3=CC(=C(C=C3)Cl)C(F)(F)F)C=CO2,Active,,,,3.16,EC50,=,3160,nM
31,520011146,177645039,CN(C)C1CCN(CC1)C(=O)C2=CC3=C(N2CC4=CC=C(C=C4)F)C=CO3,Unspecified,,,,11.4,EC50,=,11400,nM
32,520011194,177645061,CN1C2=CC=CC=C2C=C1C(=O)N3CCC(CC3)N(C)C,Unspecified,,,,100,EC50,>,100000,nM
33,520011210,177645068,C1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4,Unspecified,,,,100,EC50,>,100000,nM
34,520011267,177645090,CN1CCCN(CC1)C(=O)C2=CC3=C(N2CC4=CC(=CC=C4)C(F)(F)F)C=CO3,Active,,,,8.64,EC50,=,8640,nM
35,520011699,177645295,CN(C)C1CCN(CC1)C(=O)C2=CC3=C(N2CC4=CC=C(C=C4)Cl)C=CO3,Unspecified,,,,11.5,EC50,=,11500,nM
36,520012400,177645622,CN1CCCN(CC1)C(=O)C2=CC3=C(N2CC4=CC=C(C=C4)Cl)C=CO3,Unspecified,,,,10.5,EC50,=,10500,nM
37,520012893,10521053,CN(C)CCNC(=O)C1=CN(C2=CC=CC=C21)CC3=CC=C(C=C3)F,Active,,,,6.47,EC50,=,6470,nM
38,520013196,177645953,CN(C)CCNC(=O)C1=CC2=CC=CC=C2N1CC3=CC=C(C=C3)F,Active,,,,4.21,EC50,=,4210,nM
39,520013466,177646073,CN1CCN(CC1)CCCNC(=O)C2=CC3=C(N2CC4=CC=C(C=C4)Cl)C=CO3,Active,,,,7.7,EC50,=,7700,nM
40,520013564,177646117,CN(C)C1CCN(CC1)C(=O)C2=CC=CN2CC3=CC=CC=C3,Unspecified,,,,17.8,EC50,=,17800,nM
41,520015995,177647060,CN(C)C1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=C(C=C4)C5=CC=CC=C5,Active,,,,1.99,EC50,=,1990,nM
42,520016979,177647492,CN(C)C1CCN(CC1)C(=O)C2=CC3=C(N2CC4=CC(=CC=C4)C(F)(F)F)C=CO3,Active,,,,9.72,EC50,=,9720,nM
43,520018439,42790937,CN(C)CCNC(=O)C1=CC2=C(N1CC3=CC(=CC=C3)C(F)(F)F)C=CO2,Active,,,,4.29,EC50,=,4290,nM
44,520018495,177648217,CN(C)C1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=C(C=C4)OC,Active,,,,7.84,EC50,=,7840,nM
45,520019112,177648491,CN(C)C1CCN(CC1)C(=O)C2=CN(C3=CC=CC=C32)CC4=CC=CC=C4,Unspecified,,,,14.6,EC50,=,14600,nM
46,520019608,177648726,CN(C)C1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4,Active,,,,9.53,EC50,=,9530,nM
47,520020171,177648986,C1=CC(=CC(=C1)C(F)(F)F)CN2C3=C(C=C2C(=O)NCCCN4C=CN=C4)OC=C3,Active,,,,9.78,EC50,=,9780,nM
48,520020220,177649008,C1COCCN1C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3CC5=CC=C(C=C5)Cl)C=CO4,Unspecified,,,,100,EC50,>,100000,nM
49,520020681,52023243,CN1C2=C(C=C1C(=O)NCCN(C)C)OC=C2,Unspecified,,,,100,EC50,>,100000,nM
50,520021626,177649638,CN(C)CC1CN(C1)C(=O)C2=CC3=C(N2CC4=CC=C(C=C4)Cl)C=CO3,Active,,,,4.57,EC50,=,4570,nM
51,520022097,177649871,CN(C)C1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl,Active,,,,6.83,EC50,=,6830,nM
