SMILES,isStarter,molFormula,molWeight,numHeavyAtoms
CC(=O)Oc1cc(N)cc(C=C2C=C(O)C(=O)O2)c1,False,C13H11NO5,261.0637,19
CC(=O)OC1=CC(=Cc2cc(N)cc(O)c2)OC1=O,False,C13H11NO5,261.0637,19
Nc1cc(O)cc(C(C(=O)O)=C2C=C(O)C(=O)O2)c1,False,C12H9NO6,263.043,19
Nc1cc(C=C2C=C(O)C(=O)O2)cc(O)c1C(=O)O,False,C12H9NO6,263.043,19
Nc1cc(O)c(C(=O)O)c(C=C2C=C(O)C(=O)O2)c1,False,C12H9NO6,263.043,19
Nc1cc(O)cc(C=C2C=C(O)C(=O)O2)c1C(=O)O,False,C12H9NO6,263.043,19
Nc1cc(O)cc(C(O)=C2C=C(O)C(=O)O2)c1,False,C11H9NO5,235.0481,17
Nc1cc(C=C2C=C(O)C(=O)O2)cc(O)c1O,False,C11H9NO5,235.0481,17
Nc1cc(O)c(O)c(C=C2C=C(O)C(=O)O2)c1,False,C11H9NO5,235.0481,17
Nc1cc(O)cc(C=C2C=C(O)C(=O)O2)c1O,False,C11H9NO5,235.0481,17
NC(=O)C=C(C=C(O)C=O)C=C1C=C(O)C(=O)O1,False,C11H9NO6,251.043,18
NC(=CC(=O)C=C1C=C(O)C(=O)O1)C=C(O)C=O,False,C11H9NO6,251.043,18
NC(=CC(=O)O)C=C(C=O)C=C1C=C(O)C(=O)O1,False,C11H9NO6,251.043,18
NC(C=O)=CC(=CC(=O)O)C=C1C=C(O)C(=O)O1,False,C11H9NO6,251.043,18
NC1(O)C=C(O)C=C(C=C2C=C(O)C(=O)O2)C1O,False,C11H11NO6,253.0586,18
NC1(O)C=C(C=C2C=C(O)C(=O)O2)C=C(O)C1O,False,C11H11NO6,253.0586,18
NC1=CC(C=C2C=C(O)C(=O)O2)=CC(O)(O)C1O,False,C11H11NO6,253.0586,18
NC1=CC(O)(O)C(O)C(C=C2C=C(O)C(=O)O2)=C1,False,C11H11NO6,253.0586,18
NC1=CC(O)(C=C2C=C(O)C(=O)O2)C(O)C(O)=C1,False,C11H11NO6,253.0586,18
NC1=CC(O)=CC(O)(C=C2C=C(O)C(=O)O2)C1O,False,C11H11NO6,253.0586,18
NC1=CC2(O)OC2C(C=C2C=C(O)C(=O)O2)=C1,False,C11H9NO5,235.0481,17
NC1=CC2(C=C3C=C(O)C(=O)O3)OC2C(O)=C1,False,C11H9NO5,235.0481,17
NC1=CC(O)=CC2(C=C3C=C(O)C(=O)O3)OC12,False,C11H9NO5,235.0481,17
NC12C=C(O)C=C(C=C3C=C(O)C(=O)O3)C1O2,False,C11H9NO5,235.0481,17
NC12C=C(C=C3C=C(O)C(=O)O3)C=C(O)C1O2,False,C11H9NO5,235.0481,17
NC1=CC(C=C2C=C(O)C(=O)O2)=CC2(O)OC12,False,C11H9NO5,235.0481,17
Nc1cc(O)cc(C(O)C2C=C(O)C(=O)O2)c1,False,C11H11NO5,237.0637,17
C=C1C=C(O)C(=O)O1,False,C5H4O3,112.016,8
Nc1cc(O)cc(O)c1,False,C6H7NO2,125.0477,9
Nc1cc(O)cc(CC(=O)C=C(O)C(=O)O)c1,False,C11H11NO5,237.0637,17
Nc1cccc(C=C2C=C(O)C(=O)O2)c1,False,C11H9NO3,203.0582,15
Nc1cc(C=C2C=C(O)C(=O)O2)cc(C(=O)O)c1,False,C12H9NO5,247.0481,18
O=P(O)(O)Oc1cc2cc(c1)N=c1oc(cc1O)=C2,False,C11H8NO6P,281.0089,19
O=P(O)(O)Oc1cc2oc1=Nc1cc(O)cc(c1)C=2,False,C11H8NO6P,281.0089,19
O=S(=O)(O)Oc1cc2cc(c1)N=c1oc(cc1O)=C2,False,C11H7NO6S,280.9994,19
O=S(=O)(O)Oc1cc2oc1=Nc1cc(O)cc(c1)C=2,False,C11H7NO6S,280.9994,19
COc1cc2cc(c1)N=c1oc(cc1O)=C2,False,C12H9NO3,215.0582,16
COc1cc2oc1=Nc1cc(O)cc(c1)C=2,False,C12H9NO3,215.0582,16
CC(C)=CCc1c(O)cc2cc1N=c1oc(cc1O)=C2,False,C16H15NO3,269.1052,20
CC(C)=CCc1c2cc(O)cc1N=c1oc(cc1O)=C2,False,C16H15NO3,269.1052,20
CC(C)=CCc1c(O)cc2cc1C=c1cc(O)c(o1)=N2,False,C16H15NO3,269.1052,20
CC(C)=CCOc1cc2cc(c1)N=c1oc(cc1O)=C2,False,C16H15NO3,269.1052,20
CC(=O)Oc1cc2cc(c1)N=c1oc(cc1O)=C2,False,C13H9NO4,243.0532,18
CC(=O)Oc1cc2oc1=Nc1cc(O)cc(c1)C=2,False,C13H9NO4,243.0532,18
O=C(O)c1c(O)cc2cc1N=c1oc(cc1O)=C2,False,C12H7NO5,245.0324,18
O=C(O)c1c2cc(O)cc1N=c1oc(cc1O)=C2,False,C12H7NO5,245.0324,18
O=C(O)c1c(O)cc2cc1C=c1cc(O)c(o1)=N2,False,C12H7NO5,245.0324,18
Oc1cc2cc(c1O)N=c1oc(cc1O)=C2,False,C11H7NO4,217.0375,16
Oc1cc2c(O)c(c1)N=c1oc(cc1O)=C2,False,C11H7NO4,217.0375,16
Oc1cc2cc(c1O)C=c1cc(O)c(o1)=N2,False,C11H7NO4,217.0375,16
O=CC(O)=CC1=CC(=O)N=c2oc(cc2O)=C1,False,C11H7NO5,233.0324,17
O=CC(O)=CC1=CC(=O)C=c2cc(O)c(o2)=N1,False,C11H7NO5,233.0324,17
O=CC1=CC(=CC(=O)O)N=c2oc(cc2O)=C1,False,C11H7NO5,233.0324,17
O=CC1=CC(=CC(=O)O)C=c2cc(O)c(o2)=N1,False,C11H7NO5,233.0324,17
OC1=CC2(O)N=c3oc(cc3O)=CC(=C1)C2O,False,C11H9NO5,235.0481,17
OC1=CC2=CC(O)(N=c3oc(cc3O)=C2)C1O,False,C11H9NO5,235.0481,17
Oc1cc2oc1=NC1=CC(=CC(O)(O)C1O)C=2,False,C11H9NO5,235.0481,17
OC1=CC2(O)C=c3cc(O)c(o3)=NC(=C1)C2O,False,C11H9NO5,235.0481,17
Oc1cc2oc1=NC1=CC(O)(O)C(O)C(=C1)C=2,False,C11H9NO5,235.0481,17
OC1=CC2=CC(O)(C=c3cc(O)c(o3)=N2)C1O,False,C11H9NO5,235.0481,17
Oc1cc2oc1=NC1=CC3(O)OC3C(=C1)C=2,False,C11H7NO4,217.0375,16
OC1=CC2=CC3(C=c4cc(O)c(o4)=N2)OC13,False,C11H7NO4,217.0375,16
OC1=CC23C=c4cc(O)c(o4)=NC(=C1)C2O3,False,C11H7NO4,217.0375,16
Oc1cc2oc1=NC1=CC(=CC3(O)OC13)C=2,False,C11H7NO4,217.0375,16
OC1=CC23N=c4oc(cc4O)=CC(=C1)C2O3,False,C11H7NO4,217.0375,16
OC1=CC2=CC3(N=c4oc(cc4O)=C2)OC13,False,C11H7NO4,217.0375,16
Oc1cc2oc1=Nc1cccc(c1)C=2,False,C11H7NO2,185.0477,14
O=C(O)c1cc2cc(c1)N=c1oc(cc1O)=C2,False,C12H7NO4,229.0375,17
COC1=CC(=Cc2cc(N)cc(OC)c2)OC1=O,False,C13H13NO4,247.0845,18
CNc1cc(C=C2C=C(O)C(=O)O2)cc(OC)c1,False,C13H13NO4,247.0845,18
COc1cc(C=C2C=C(O)C(=O)O2)cc(N)c1CC=C(C)C,False,C17H19NO4,301.1314,22
COc1cc(N)cc(C=C2C=C(O)C(=O)O2)c1CC=C(C)C,False,C17H19NO4,301.1314,22
COc1cc(N)c(CC=C(C)C)c(C=C2C=C(O)C(=O)O2)c1,False,C17H19NO4,301.1314,22
COc1cc(C=C2C=C(O)C(=O)O2)cc(NC(C)=O)c1,False,C14H13NO5,275.0794,20
COc1cc(N)cc(C=C2C=C(OC(C)=O)C(=O)O2)c1,False,C14H13NO5,275.0794,20
COc1cc(N)cc(C(C(=O)O)=C2C=C(O)C(=O)O2)c1,False,C13H11NO6,277.0586,20
COc1cc(C=C2C=C(O)C(=O)O2)cc(N)c1C(=O)O,False,C13H11NO6,277.0586,20
COc1cc(N)cc(C=C2C=C(O)C(=O)O2)c1C(=O)O,False,C13H11NO6,277.0586,20
COc1cc(N)c(C(=O)O)c(C=C2C=C(O)C(=O)O2)c1,False,C13H11NO6,277.0586,20
COc1cc(N)cc(C(O)=C2C=C(O)C(=O)O2)c1,False,C12H11NO5,249.0637,18
COc1cc(C=C2C=C(O)C(=O)O2)cc(N)c1O,False,C12H11NO5,249.0637,18
COc1cc(N)cc(C=C2C=C(O)C(=O)O2)c1O,False,C12H11NO5,249.0637,18
COc1cc(N)c(O)c(C=C2C=C(O)C(=O)O2)c1,False,C12H11NO5,249.0637,18
COC(C=O)=CC(=CC(N)=O)C=C1C=C(O)C(=O)O1,False,C12H11NO6,265.0586,19
COC(C=O)=CC(N)=CC(=O)C=C1C=C(O)C(=O)O1,False,C12H11NO6,265.0586,19
COC(=O)C=C(N)C=C(C=O)C=C1C=C(O)C(=O)O1,False,C12H11NO6,265.0586,19
COC(=O)C=C(C=C(N)C=O)C=C1C=C(O)C(=O)O1,False,C12H11NO6,265.0586,19
COC1(O)C=C(N)C=C(C=C2C=C(O)C(=O)O2)C1O,False,C12H13NO6,267.0743,19
COC1(O)C=C(C=C2C=C(O)C(=O)O2)C=C(N)C1O,False,C12H13NO6,267.0743,19
COC1=CC(C=C2C=C(O)C(=O)O2)=CC(N)(O)C1O,False,C12H13NO6,267.0743,19
COC1=CC(N)=CC(O)(C=C2C=C(O)C(=O)O2)C1O,False,C12H13NO6,267.0743,19
COC1=CC(N)(O)C(O)C(C=C2C=C(O)C(=O)O2)=C1,False,C12H13NO6,267.0743,19
COC1=CC(O)(C=C2C=C(O)C(=O)O2)C(O)C(N)=C1,False,C12H13NO6,267.0743,19
C=O,False,CH2O,30.0106,2
COC1=CC2(N)OC2C(C=C2C=C(O)C(=O)O2)=C1,False,C12H11NO5,249.0637,18
COC1=CC2(C=C3C=C(O)C(=O)O3)OC2C(N)=C1,False,C12H11NO5,249.0637,18
COC1=CC(N)=CC2(C=C3C=C(O)C(=O)O3)OC12,False,C12H11NO5,249.0637,18
COC1=CC(C=C2C=C(O)C(=O)O2)=CC2(N)OC12,False,C12H11NO5,249.0637,18
COC12C=C(N)C=C(C=C3C=C(O)C(=O)O3)C1O2,False,C12H11NO5,249.0637,18
COC12C=C(C=C3C=C(O)C(=O)O3)C=C(N)C1O2,False,C12H11NO5,249.0637,18
CO,False,CH4O,32.0262,2
COc1cc(N)cc(C(O)C2C=C(O)C(=O)O2)c1,False,C12H13NO5,251.0794,18
COc1cc(N)cc(O)c1,False,C7H9NO2,139.0633,10
COc1cc(N)cc(CC(=O)C=C(O)C(=O)O)c1,False,C12H13NO5,251.0794,18
Nc1cc(C=C2C=C(O)C(=O)O2)cc(OC=O)c1,False,C12H9NO5,247.0481,18
CNc1cc(O)cc(C=C2C=C(OC)C(=O)O2)c1,False,C13H13NO4,247.0845,18
COC1=CC(=Cc2cc(N)cc(O)c2CC=C(C)C)OC1=O,False,C17H19NO4,301.1314,22
COC1=CC(=Cc2cc(O)cc(N)c2CC=C(C)C)OC1=O,False,C17H19NO4,301.1314,22
COC1=CC(=Cc2cc(N)c(CC=C(C)C)c(O)c2)OC1=O,False,C17H19NO4,301.1314,22
COC1=CC(=Cc2cc(N)cc(OCC=C(C)C)c2)OC1=O,False,C17H19NO4,301.1314,22
COC1=CC(=Cc2cc(O)cc(NC(C)=O)c2)OC1=O,False,C14H13NO5,275.0794,20
COC1=CC(=Cc2cc(N)cc(OC(C)=O)c2)OC1=O,False,C14H13NO5,275.0794,20
COC1=CC(=C(C(=O)O)c2cc(N)cc(O)c2)OC1=O,False,C13H11NO6,277.0586,20
COC1=CC(=Cc2cc(N)cc(O)c2C(=O)O)OC1=O,False,C13H11NO6,277.0586,20
COC1=CC(=Cc2cc(O)cc(N)c2C(=O)O)OC1=O,False,C13H11NO6,277.0586,20
COC1=CC(=Cc2cc(N)c(C(=O)O)c(O)c2)OC1=O,False,C13H11NO6,277.0586,20
COC1=CC(=C(O)c2cc(N)cc(O)c2)OC1=O,False,C12H11NO5,249.0637,18
COC1=CC(=Cc2cc(N)cc(O)c2O)OC1=O,False,C12H11NO5,249.0637,18
COC1=CC(=Cc2cc(O)cc(N)c2O)OC1=O,False,C12H11NO5,249.0637,18
COC1=CC(=Cc2cc(N)c(O)c(O)c2)OC1=O,False,C12H11NO5,249.0637,18
COC1=CC(=CC(=O)C=C(N)C=C(O)C=O)OC1=O,False,C12H11NO6,265.0586,19
COC1=CC(=CC(C=C(O)C=O)=CC(N)=O)OC1=O,False,C12H11NO6,265.0586,19
COC1=CC(=CC(C=C(N)C=O)=CC(=O)O)OC1=O,False,C12H11NO6,265.0586,19
COC1=CC(=CC(C=O)=CC(N)=CC(=O)O)OC1=O,False,C12H11NO6,265.0586,19
COC1=CC(=CC2(O)C=C(O)C=C(N)C2O)OC1=O,False,C12H13NO6,267.0743,19
COC1=CC(=CC2(O)C=C(N)C=C(O)C2O)OC1=O,False,C12H13NO6,267.0743,19
COC1=CC(=CC2=CC(N)=CC(O)(O)C2O)OC1=O,False,C12H13NO6,267.0743,19
COC1=CC(=CC2=CC(O)=CC(N)(O)C2O)OC1=O,False,C12H13NO6,267.0743,19
COC1=CC(=CC2=CC(O)(O)C(O)C(N)=C2)OC1=O,False,C12H13NO6,267.0743,19
COC1=CC(=CC2=CC(N)(O)C(O)C(O)=C2)OC1=O,False,C12H13NO6,267.0743,19
COC1=CC(=CC2=CC3(O)OC3C(N)=C2)OC1=O,False,C12H11NO5,249.0637,18
COC1=CC(=CC2=CC3(N)OC3C(O)=C2)OC1=O,False,C12H11NO5,249.0637,18
COC1=CC(=CC2=CC(O)=CC3(N)OC23)OC1=O,False,C12H11NO5,249.0637,18
COC1=CC(=CC2=CC(N)=CC3(O)OC23)OC1=O,False,C12H11NO5,249.0637,18
COC1=CC(=CC23C=C(O)C=C(N)C2O3)OC1=O,False,C12H11NO5,249.0637,18
COC1=CC(=CC23C=C(N)C=C(O)C2O3)OC1=O,False,C12H11NO5,249.0637,18
COC1=CC(C(O)c2cc(N)cc(O)c2)OC1=O,False,C12H13NO5,251.0794,18
C=C1C=C(OC)C(=O)O1,False,C6H6O3,126.0317,9
COC(=CC(=O)Cc1cc(N)cc(O)c1)C(=O)O,False,C12H13NO5,251.0794,18
COC1=CC(=Cc2cccc(N)c2)OC1=O,False,C12H11NO3,217.0739,16
Nc1cc(O)cc(C=C2C=C(OC=O)C(=O)O2)c1,False,C12H9NO5,247.0481,18
COC1=CC(=Cc2cc(N)cc(C(=O)O)c2)OC1=O,False,C13H11NO5,261.0637,19
CN(C)c1cc(O)cc(C=C2C=C(O)C(=O)O2)c1,False,C13H13NO4,247.0845,18
CNc1cc(C=C2C=C(O)C(=O)O2)cc(O)c1CC=C(C)C,False,C17H19NO4,301.1314,22
CNc1cc(O)cc(C=C2C=C(O)C(=O)O2)c1CC=C(C)C,False,C17H19NO4,301.1314,22
CNc1cc(O)c(CC=C(C)C)c(C=C2C=C(O)C(=O)O2)c1,False,C17H19NO4,301.1314,22
CNc1cc(C=C2C=C(O)C(=O)O2)cc(OCC=C(C)C)c1,False,C17H19NO4,301.1314,22
CC(=O)N(C)c1cc(O)cc(C=C2C=C(O)C(=O)O2)c1,False,C14H13NO5,275.0794,20
CNc1cc(C=C2C=C(O)C(=O)O2)cc(OC(C)=O)c1,False,C14H13NO5,275.0794,20
CNc1cc(O)cc(C=C2C=C(OC(C)=O)C(=O)O2)c1,False,C14H13NO5,275.0794,20
CNc1cc(O)cc(C(C(=O)O)=C2C=C(O)C(=O)O2)c1,False,C13H11NO6,277.0586,20
CNc1cc(C=C2C=C(O)C(=O)O2)cc(O)c1C(=O)O,False,C13H11NO6,277.0586,20
CNc1cc(O)cc(C=C2C=C(O)C(=O)O2)c1C(=O)O,False,C13H11NO6,277.0586,20
CNc1cc(O)c(C(=O)O)c(C=C2C=C(O)C(=O)O2)c1,False,C13H11NO6,277.0586,20
CNc1cc(O)cc(C(O)=C2C=C(O)C(=O)O2)c1,False,C12H11NO5,249.0637,18
CNc1cc(C=C2C=C(O)C(=O)O2)cc(O)c1O,False,C12H11NO5,249.0637,18
CNc1cc(O)cc(C=C2C=C(O)C(=O)O2)c1O,False,C12H11NO5,249.0637,18
CNc1cc(O)c(O)c(C=C2C=C(O)C(=O)O2)c1,False,C12H11NO5,249.0637,18
CNC(=O)C=C(C=C(O)C=O)C=C1C=C(O)C(=O)O1,False,C12H11NO6,265.0586,19
CNC(C=C(O)C=O)=CC(=O)C=C1C=C(O)C(=O)O1,False,C12H11NO6,265.0586,19
CNC(C=C(C=O)C=C1C=C(O)C(=O)O1)=CC(=O)O,False,C12H11NO6,265.0586,19
CNC(C=O)=CC(=CC(=O)O)C=C1C=C(O)C(=O)O1,False,C12H11NO6,265.0586,19
CNC1(O)C=C(O)C=C(C=C2C=C(O)C(=O)O2)C1O,False,C12H13NO6,267.0743,19
CNC1(O)C=C(C=C2C=C(O)C(=O)O2)C=C(O)C1O,False,C12H13NO6,267.0743,19
CNC1=CC(C=C2C=C(O)C(=O)O2)=CC(O)(O)C1O,False,C12H13NO6,267.0743,19
CNC1=CC(O)=CC(O)(C=C2C=C(O)C(=O)O2)C1O,False,C12H13NO6,267.0743,19
CNC1=CC(O)(O)C(O)C(C=C2C=C(O)C(=O)O2)=C1,False,C12H13NO6,267.0743,19
CNC1=CC(O)(C=C2C=C(O)C(=O)O2)C(O)C(O)=C1,False,C12H13NO6,267.0743,19
CNC1=CC2(O)OC2C(C=C2C=C(O)C(=O)O2)=C1,False,C12H11NO5,249.0637,18
CNC1=CC2(C=C3C=C(O)C(=O)O3)OC2C(O)=C1,False,C12H11NO5,249.0637,18
CNC1=CC(O)=CC2(C=C3C=C(O)C(=O)O3)OC12,False,C12H11NO5,249.0637,18
CNC1=CC(C=C2C=C(O)C(=O)O2)=CC2(O)OC12,False,C12H11NO5,249.0637,18
CNC12C=C(O)C=C(C=C3C=C(O)C(=O)O3)C1O2,False,C12H11NO5,249.0637,18
CNC12C=C(C=C3C=C(O)C(=O)O3)C=C(O)C1O2,False,C12H11NO5,249.0637,18
CNc1cc(O)cc(C(O)C2C=C(O)C(=O)O2)c1,False,C12H13NO5,251.0794,18
CNc1cc(O)cc(O)c1,False,C7H9NO2,139.0633,10
CNc1cc(O)cc(CC(=O)C=C(O)C(=O)O)c1,False,C12H13NO5,251.0794,18
CNc1cccc(C=C2C=C(O)C(=O)O2)c1,False,C12H11NO3,217.0739,16
CNc1cc(C=C2C=C(O)C(=O)O2)cc(C(=O)O)c1,False,C13H11NO5,261.0637,19
CC=CC(C)c1c(N)cc(C=C2C=C(O)C(=O)O2)cc1O,False,C16H17NO4,287.1158,21
CC(C)=Cc1c(C=C2C=C(O)C(=O)O2)cc(O)c(C)c1N,False,C16H17NO4,287.1158,21
CC=CCc1c(O)cc(C=C2C=C(O)C(=O)O2)c(C)c1N,False,C16H17NO4,287.1158,21
CC(C)=Cc1c(C=C2C=C(O)C(=O)O2)cc(N)c(C)c1O,False,C16H17NO4,287.1158,21
CC=CCc1c(N)cc(C=C2C=C(O)C(=O)O2)c(C)c1O,False,C16H17NO4,287.1158,21
CC(C)=CC(=C1C=C(O)C(=O)O1)c1cc(N)c(C)c(O)c1,False,C16H17NO4,287.1158,21
CC=CCc1c(N)cc(C(C)=C2C=C(O)C(=O)O2)cc1O,False,C16H17NO4,287.1158,21
CC(C)=CC1=C(O)C(=O)OC1=Cc1cc(N)c(C)c(O)c1,False,C16H17NO4,287.1158,21
CC=CCc1c(N)cc(C=C2OC(=O)C(O)=C2C)cc1O,False,C16H17NO4,287.1158,21
CC=C(C)Cc1c(N)cc(C=C2C=C(O)C(=O)O2)cc1O,False,C16H17NO4,287.1158,21
CCC=CCc1c(N)cc(C=C2C=C(O)C(=O)O2)cc1O,False,C16H17NO4,287.1158,21
CC(C)C=Cc1c(N)cc(C=C2C=C(O)C(=O)O2)cc1O,False,C16H17NO4,287.1158,21
C=C(C)CCc1c(N)cc(C=C2C=C(O)C(=O)O2)cc1O,False,C16H17NO4,287.1158,21
CC(C)CCc1c(N)cc(C=C2C=C(O)C(=O)O2)cc1O,False,C16H19NO4,289.1314,21
CC(C)=CC(C)c1c(N)cc(C=C2C=C(O)C(=O)O2)cc1O,False,C17H19NO4,301.1314,22
CC(C)=C(C)Cc1c(N)cc(C=C2C=C(O)C(=O)O2)cc1O,False,C17H19NO4,301.1314,22
CCC(C)=CCc1c(N)cc(C=C2C=C(O)C(=O)O2)cc1O,False,C17H19NO4,301.1314,22
CC(C)=C(Cc1c(N)cc(C=C2C=C(O)C(=O)O2)cc1O)C(=O)O,False,C17H17NO6,331.1056,24
CC(C)=CC(C(=O)O)c1c(N)cc(C=C2C=C(O)C(=O)O2)cc1O,False,C17H17NO6,331.1056,24
CC(C)=CCc1c(N)cc(C(C(=O)O)=C2C=C(O)C(=O)O2)cc1O,False,C17H17NO6,331.1056,24
CC(C)=CCc1c(O)cc(C=C2C=C(O)C(=O)O2)c(C(=O)O)c1N,False,C17H17NO6,331.1056,24
CC(C)=CCc1c(N)cc(C=C2C=C(O)C(=O)O2)c(C(=O)O)c1O,False,C17H17NO6,331.1056,24
CC(=CCc1c(N)cc(C=C2C=C(O)C(=O)O2)cc1O)CC(=O)O,False,C17H17NO6,331.1056,24
