PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103628891,3005573,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3,Active,,,,0.07,EC50,=,70,nM
2,482047675,168269649,C1CN(CCC1CCNCC(=O)NN2C3=CC=CC=C3C4=CC=CC=C42)CC5=CC=CC=C5,Active,,,,0.37,EC50,=,370,nM
3,504794193,172439279,C1CN(CCC1CCNCC(=O)NN(CC2=CC=CC=C2)C3=CC=CC=C3)CC4=CC=CC=C4,Active,,,,1.05,EC50,=,1050,nM
4,504795164,172439945,C1CN(CCC1CCNCCC(=O)NN2C3=CC=CC=C3C4=CC=CC=C42)CC5=CC=CC=C5,Active,,,,0.16,EC50,=,160,nM
5,504798057,172441990,C1CCN(CC1)CCC(=O)NN2C3=CC=CC=C3C4=CC=CC=C42,Active,,,,2.8,EC50,=,2800,nM
6,504801369,172444274,C1CN(CCN1CCNCCC(=O)NN(CC2=CC=CC=C2)C3=CC=CC=C3)CC4=CC=CC=C4,Active,,,,3.63,EC50,=,3630,nM
7,504804946,172446737,CN1CCN(CC1)CCC(=O)NN(C2=CC=CC=C2)C3=CC=CC=C3,Active,,,,0.27,EC50,=,270,nM
8,504809530,172449934,C1CCN(C1)CCC(=O)NN2C3=CC=CC=C3C4=CC=CC=C42,Active,,,,1.29,EC50,=,1290,nM
9,504815714,172454212,C1CN(CCC1CCNCCC(=O)NN(C2=CC=CC=C2)C3=CC=CC=C3)CC4=CC=CC=C4,Active,,,,0.05,EC50,=,50,nM
10,504821047,172457917,C1CN(CCC1CCNCC(=O)NN(C2=CC=CC=C2)C3=CC=CC=C3)CC4=CC=CC=C4,Active,,,,3.13,EC50,=,3130,nM
11,504823211,172459396,CN1CCN(CC1)CCC(=O)NN2C3=CC=CC=C3C4=CC=CC=C42,Active,,,,2.4,EC50,=,2400,nM
12,504828529,172463060,C1CN(CCC1CCNCC(=O)NC2C3=CC=CC=C3C4=CC=CC=C24)CC5=CC=CC=C5,Active,,,,1.7,EC50,=,1700,nM
13,504833062,172466261,C1CN(CCN1CCNCCC(=O)NN(C2=CC=CC=C2)C3=CC=CC=C3)CC4=CC=CC=C4,Active,,,,0.58,EC50,=,580,nM
14,504833258,172466407,C1CN(CCN1CCNCC(=O)NN(C2=CC=CC=C2)C3=CC=CC=C3)CC4=CC=CC=C4,Active,,,,2.17,EC50,=,2170,nM
