PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,164137058,71254944,COC(=O)C1=CC=C(C=C1)COC2=CC=CC=C2CN3CCN(CC3)C(=O)CNC(=O)CC45CC6CC(C4)CC(C6)C5,Active,,,,0.064,IC50,=,64,nM
2,404674002,145964639,CS(=O)(=O)C1=CC=C(C=C1)COC2=C(C=C(C=C2)Cl)CN3CCN(CC3)C(=O)CNC(=O)CC4CCC(CC4)(F)F,Active,,,,0.038,IC50,=,38,nM
3,404676090,145966015,[2H]C([2H])(C1=C(C=CC(=C1)Cl)N)N2CCN(CC2)C(=O)CNC(=O)CC3CCC(CC3)(F)F,Active,,,,1.195,IC50,=,1195,nM
4,404677281,145966802,[2H]C([2H])(C1=C(C=CC(=C1)Cl)N)N2CCN(CC2)C(=O)CNC(=O)C3CC34CCC(CC4)(F)F,Active,,,,0.163,IC50,=,163,nM
5,404680776,145969173,[2H]C([2H])(C1=C(C=CC(=C1)Cl)NCC2=CC=C(C=C2)S(=O)(=O)C)N3CCN(CC3)C(=O)CNC(=O)C4CC45CCC(CC5)(F)F,Active,,,,0.021,IC50,=,21,nM
6,404690728,145975877,CS(=O)(=O)C1=CC=C(C=C1)COC2=C(C=C(C=C2)Cl)CN3CCN(CC3)C(=O)CNC(=O)C4CC45CCC(CC5)(F)F,Active,,,,0.035,IC50,=,35,nM
7,404690728,145975877,CS(=O)(=O)C1=CC=C(C=C1)COC2=C(C=C(C=C2)Cl)CN3CCN(CC3)C(=O)CNC(=O)C4CC45CCC(CC5)(F)F,Active,,,,0.019,IC50,=,19,nM
8,404691640,145976469,CS(=O)(=O)C1=CC=C(C=C1)CNC2=C(C=C(C=C2)Cl)CN3CCN(CC3)C(=O)CNC(=O)CC4CCC(CC4)(F)F,Active,,,,0.028,IC50,=,28,nM
9,404694277,145978230,CS(=O)(=O)C1=CC=C(C=C1)CNC2=C(C=C(C=C2)Cl)CN3CCN(CC3)C(=O)CNC(=O)C4CC45CCC(CC5)(F)F,Active,,,,0.04,IC50,=,40,nM
