PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,164137058,71254944,COC(=O)C1=CC=C(C=C1)COC2=CC=CC=C2CN3CCN(CC3)C(=O)CNC(=O)CC45CC6CC(C4)CC(C6)C5,Active,,,,0.013,IC50,=,13,nM
2,164139847,71527848,C1CN(CCN1CC2=C(C=CC(=C2)Br)O)C(=O)CNC(=O)CC34CC5CC(C3)CC(C5)C4,Active,,,,0.5,IC50,=,500,nM
3,404672845,145963887,C1CN(CCN1CC2=C(C=CC(=C2)Br)C#N)C(=O)CNC(=O)CC34CC5CC(C3)CC(C5)C4,Active,,,,0.31,IC50,=,310,nM
4,404673533,145964344,C1CN(CCN1CC2=CC=CC=C2OCC3=CC=C(C=C3)Br)C(=O)CNC(=O)CC45CC6CC(C4)CC(C6)(C5)Br,Active,,,,0.6,IC50,=,600,nM
5,404673805,145964514,C1CN(CCN1CC2=CC=CC=C2OCC3=CC=C(C=C3)Br)C(=O)CNC(=O)CC45CC6CC(C4)CC(C6)C5,Active,,,,0.22,IC50,=,220,nM
6,404673806,145964515,C1CN(CCN1CC2=C(C=CC(=C2)Cl)O)C(=O)CNC(=O)CC34CC5CC(C3)CC(C5)C4,Active,,,,0.2,IC50,=,200,nM
7,404673943,145964605,C1CN(CCN1CC2=C(C=CC(=C2)Cl)F)C(=O)CNC(=O)CC34CC5CC(C3)CC(C5)C4,Active,,,,0.36,IC50,=,360,nM
8,404674442,145964921,COC(=O)C1=CC=C(C=C1)COC2=C(C=C(C=C2)Cl)CN3CCN(CC3)C(=O)CNC(=O)CC4CCC(CC4)(F)F,Active,,,,0.015,IC50,=,15,nM
9,404674476,145964945,COC(=O)C1=CC=C(C=C1)COC2=C(C=C(C=C2)F)CN3CCN(CC3)C(=O)CNC(=O)CC4CCC(CC4)(F)F,Active,,,,0.018,IC50,=,18,nM
10,404675102,145965349,C1CC(CCC12CC2C(=O)NCC(=O)N3CCN(CC3)CC4=C(C=CC(=C4)Cl)N)(F)F,Active,,,,0.1,IC50,=,100,nM
11,404675135,145965374,COC(=O)C1=CC=CC(=C1)C2=C(C=C(C=C2)Cl)CN3CCN(CC3)C(=O)CNC(=O)CC45CC6CC(C4)CC(C6)C5,Active,,,,0.25,IC50,=,250,nM
12,404675250,145965457,C1CN(CCN1CC2=CC=CC=C2OCC3=CC=C(C=C3)C(=O)N)C(=O)CNC(=O)CC45CC6CC(C4)CC(C6)C5,Active,,,,0.7,IC50,=,700,nM
13,404675281,145965478,COC(=O)C1=CC=C(C=C1)COC2=CC=CC=C2CN3CCN(CC3)C(=O)CNC(=O)CC45CC6CC(C4)CC(C6)(C5)C(=O)O,Unspecified,,,,2,IC50,>,2000,nM
14,404675430,145965580,CC1(CC1CC(=O)NCC(=O)N2CCN(CC2)CC3=CC=CC=C3OCC4=CC=C(C=C4)C(=O)OC)C,Active,,,,0.3,IC50,=,300,nM
15,404675656,145965722,CN(C)S(=O)(=O)C1=CC=C(C=C1)COC2=CC=CC=C2CN3CCN(CC3)C(=O)CNC(=O)CC45CC6CC(C4)CC(C6)C5,Active,,,,0.4,IC50,=,400,nM
16,404675889,145965881,C1CN(CCN1CC2=C(C=CC(=C2)Br)F)C(=O)CNC(=O)CC34CC5CC(C3)CC(C5)C4,Active,,,,1.2,IC50,=,1200,nM
17,404675922,145965907,C1CN(CCN1CC2=CC=CC=C2OCC3=CC=C(C=C3)C4=NC=CO4)C(=O)CNC(=O)CC56CC7CC(C5)CC(C7)C6,Active,,,,0.27,IC50,=,270,nM
18,404675934,137550812,C1CC(CCC1CC(=O)NCC(=O)N2CCN(CC2)CC3=C(C(=CC(=C3)Cl)Cl)O)(F)F,Active,,,,3.6,IC50,=,3600,nM
19,404676090,145966015,[2H]C([2H])(C1=C(C=CC(=C1)Cl)N)N2CCN(CC2)C(=O)CNC(=O)CC3CCC(CC3)(F)F,Active,,,,0.347,IC50,=,347,nM
20,404676726,145966423,CC(=O)NC1=C(C=C(C=C1)Cl)CN2CCN(CC2)C(=O)CNC(=O)CC34CC5CC(C3)CC(C5)C4,Active,,,,0.95,IC50,=,950,nM
21,404677217,145966761,COC(=O)C1=CC=C(C=C1)COC2=C(C=C(C=C2)C#N)CN3CCN(CC3)C(=O)CNC(=O)CC45CC6CC(C4)CC(C6)C5,Active,,,,0.05,IC50,=,50,nM
22,404677281,145966802,[2H]C([2H])(C1=C(C=CC(=C1)Cl)N)N2CCN(CC2)C(=O)CNC(=O)C3CC34CCC(CC4)(F)F,Active,,,,0.094,IC50,=,94,nM
23,404677281,145966802,[2H]C([2H])(C1=C(C=CC(=C1)Cl)N)N2CCN(CC2)C(=O)CNC(=O)C3CC34CCC(CC4)(F)F,Active,,,,0.051,IC50,=,51,nM
24,404677281,145966802,[2H]C([2H])(C1=C(C=CC(=C1)Cl)N)N2CCN(CC2)C(=O)CNC(=O)C3CC34CCC(CC4)(F)F,Active,,,,0.18,IC50,=,180,nM
25,404677283,145966804,C1CN(CCN1CC2=CC(=C(C=C2Cl)F)F)C(=O)CNC(=O)CC34CC5CC(C3)CC(C5)C4,Active,,,,1.45,IC50,=,1450,nM
26,404677326,137550817,C1CC(CCC1CC(=O)NCC(=O)N2CCN(CC2)CC3=C(C(=CC(=C3)Cl)F)O)(F)F,Active,,,,2.8,IC50,=,2800,nM
27,404677601,145967017,COC(=O)C1=CC=C(C=C1)COC2=CC=CC=C2CN3CCN(CC3)C(=O)CNC(=O)CC4CC45CCCCC5,Active,,,,0.073,IC50,=,73,nM
28,404677664,145967063,C1CC2(C1)CC2C(=O)NCC(=O)N3CCN(CC3)CC4=C(C=CC(=C4)Cl)N,Active,,,,2.5,IC50,=,2500,nM
29,404677716,137550799,C1CC(CCC1CC(=O)NCC(=O)N2CCN(CC2)CC3=C(C=CC(=C3)Cl)N)(F)F,Active,,,,0.34,IC50,=,340,nM
30,404678240,145967454,COC(=O)C1=CC=C(C=C1)COC2=C(C=C(C=C2)Br)CN3CCN(CC3)C(=O)CNC(=O)CC45CC6CC(C4)CC(C6)C5,Active,,,,0.009,IC50,=,9,nM
31,404678361,145967531,COC(=O)C1=CC=C(C=C1)COC2=CC=CC=C2CN3CCN(CC3)C(=O)CNC(=O)CC4(CC4)F,Active,,,,2.9,IC50,=,2900,nM
32,404679379,145968217,C1CN(CCN1CC2=C(C=CC(=C2)Cl)C(F)(F)F)C(=O)CNC(=O)CC34CC5CC(C3)CC(C5)C4,Unspecified,,,,2,IC50,>,2000,nM
33,404682402,145970278,C1CN(CCN1CC2=C(C=CC(=C2)Cl)C(=O)N)C(=O)CNC(=O)CC34CC5CC(C3)CC(C5)C4,Active,,,,1.9,IC50,=,1900,nM
34,404683425,145970976,C1CC1C(=O)NC2=C(C=C(C=C2)Cl)CN3CCN(CC3)C(=O)CNC(=O)CC4CCC(CC4)(F)F,Active,,,,3.5,IC50,=,3500,nM
35,404683893,145971310,C1CN(CCN1CC2=C(C=CC(=C2)Br)Cl)C(=O)CNC(=O)CC34CC5CC(C3)CC(C5)C4,Active,,,,2.2,IC50,=,2200,nM
36,404684354,145971628,C1CN(CCN1CC2=CC=CC=C2OCC3=CC=C(C=C3)Br)C(=O)CNC(=O)CC45CC6CC(C4)CC(C6)(C5)Cl,Active,,,,0.5,IC50,=,500,nM
37,404684752,145971904,COC(=O)C1=CC=C(C=C1)COC2=C(C=C(C=C2)F)CN3CCN(CC3)C(=O)CNC(=O)CC45CC6CC(C4)CC(C6)C5,Active,,,,0.0014,IC50,=,1.4,nM
38,404685282,145972264,C1CCC2(C1)CC2C(=O)NCC(=O)N3CCN(CC3)CC4=C(C=CC(=C4)Cl)N,Active,,,,0.24,IC50,=,240,nM
39,404685404,145972344,C1CN(CCN1CC2=C(C=CC(=C2F)Cl)F)C(=O)CNC(=O)CC34CC5CC(C3)CC(C5)C4,Active,,,,1.35,IC50,=,1350,nM
40,404686007,137550823,C1CC(CCC1CC(=O)NCC(=O)N2CCN(CC2)CC3=C(C=CC(=C3)Cl)O)(F)F,Active,,,,0.47,IC50,=,470,nM
41,404686453,145973032,C1CN(CCN1CC2=C(C(=CC(=C2)Cl)Cl)Cl)C(=O)CNC(=O)CC34CC5CC(C3)CC(C5)C4,Active,,,,0.43,IC50,=,430,nM
42,404687048,145973424,C1CC1S(=O)(=O)NC2=C(C=C(C=C2)Cl)CN3CCN(CC3)C(=O)CNC(=O)CC4CCC(CC4)(F)F,Active,,,,2.2,IC50,=,2200,nM
43,404687256,145973565,CC1=CC(=C(C=C1)OCC2=CC=C(C=C2)C(=O)OC)CN3CCN(CC3)C(=O)CNC(=O)CC45CC6CC(C4)CC(C6)C5,Active,,,,0.012,IC50,=,12,nM
44,404687576,145973778,C1CC(CCC12CC2C(=O)NCC(=O)N3CCN(CC3)C(=O)C4=C(C=CC(=C4)Cl)N)(F)F,Unspecified,,,,5,IC50,>,5000,nM
