PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,160667005,44468216,C1=C2C(=NC=NN2C(=C1)[C@]3([C@@H]([C@@H]([C@H](O3)CO)O)O)C#N)N,Unspecified,,,,20,EC50,>,20000,nM
2,194160802,58059506,CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@@H]1[C@H]([C@@]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)(C)O)O)OC4=CC=CC=C4,Unspecified,,,,27,EC50,=,27000,nM
3,194181406,44470275,C[C@]1([C@@H]([C@H](O[C@@]1(C#N)C2=CC=C3N2N=CN=C3N)CO)O)O,Unspecified,,,,50,EC50,=,50000,nM
4,194188272,58059494,C[C@@H](C(=O)OC(C)C)NP(=O)(OC[C@@H]1[C@H]([C@@]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)(C)O)OC(=O)C(C)C)OC4=CC=CC=C4,Unspecified,,,,20,EC50,>,20000,nM
5,381837655,,,Active,,,,0.17,EC50,=,170,nM
6,381838043,121304016,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,0.1,EC50,=,100,nM
7,381839486,121304049,C[C@@H](C(=O)OC1CCC1)NP(=O)(OC[C@@H]2[C@H]([C@H]([C@](O2)(C#N)C3=CC=C4N3N=CN=C4N)O)O)OC5=CC=CC=C5,Active,,,,0.42,EC50,=,420,nM
8,381840763,137634202,C[C@@H](C(=O)OC(C)C)NP(=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)N2C=CC(=NC2=O)N)O)O)OC3=CC=CC=C3,Unspecified,,,,20,EC50,>,20000,nM
9,381842629,121304026,CCC(CC)COC(=O)[C@H](C)N[P@@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,0.08,EC50,=,80,nM
10,381844184,56832850,C[C@@H](C(=O)OC(C)C)NP(=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,1.845,EC50,=,1845,nM
11,381846909,58069402,CCOC(=O)[C@H](C)NP(=O)(N[C@@H](C)C(=O)OCC)OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O,Unspecified,,,,20.42,EC50,=,20420,nM
12,381847998,121304045,C[C@@H](C(=O)OC1CCCC1)NP(=O)(OC[C@@H]2[C@H]([C@H]([C@](O2)(C#N)C3=CC=C4N3N=CN=C4N)O)O)OC5=CC=CC=C5,Active,,,,0.633,EC50,=,633,nM
13,381851364,137641304,CC[C@@H](C(=O)OCC)NP(=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,8.47,EC50,=,8470,nM
14,381852340,135329188,CCC(CC)COC(=O)[C@@H](C)NP(=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,0.55,EC50,=,550,nM
15,381855337,70907629,C1=CN(C(=O)N=C1N)[C@]2([C@@H]([C@@H]([C@H](O2)CO)O)O)C#N,Unspecified,,,,50,EC50,>,50000,nM
16,381858485,121310008,CCOC(=O)[C@H](CC1=CC=CC=C1)NP(=O)(OC[C@@H]2[C@H]([C@H]([C@](O2)(C#N)C3=CC=C4N3N=CN=C4N)O)O)OC5=CC=CC=C5,Active,,,,4.38,EC50,=,4380,nM
17,381861830,134443512,C[C@@H](C(=O)OCC(C)(C)C)NP(=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,0.168,EC50,=,168,nM
18,381870356,137654168,C[C@@H](C(=O)OC(C)(C)C)NP(=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Unspecified,,,,30.41,EC50,=,30410,nM
19,381872213,56832852,CCOC(=O)[C@H](C)NP(=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,2.425,EC50,=,2425,nM
20,381883786,137659538,CCC(CC)OC(=O)[C@H](C)NP(=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,1.81,EC50,=,1810,nM
21,381884245,121310011,CCOC(=O)[C@H](C(C)C)NP(=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,7.04,EC50,=,7040,nM
22,381886853,137661605,CCC(CC)OC(=O)[C@H](C)NP(=O)(N[C@@H](C)C(=O)OC(CC)CC)OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O,Active,,,,0.97,EC50,=,970,nM
