PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,520053789,172407973,C1CNCCC1OC2=CC=C(C=C2)C3=CC=C(S3)C(=O)NC4=CC=CC=C4,Active,,,,8.16,EC50,=,8160,nM
2,520054613,176182044,C1CNCCC1OC2=CC=CC=C2C3=CC=C(O3)C(=O)NCCC4=CC=CC=C4,Active,,,,2.16,EC50,=,2160,nM
3,520054645,176182142,C1CNCCC1OC2=CC=C(C=C2)C3=CC=C(S3)C(=O)NC4=CC(=CC=C4)Cl,Active,,,,7.91,EC50,=,7910,nM
4,520054651,177658061,C1CNCCC1OC2=CC=CC(=C2)C3=CC=C(S3)C(=O)NCCC4=CC=CC=C4,Active,,,,5.3,EC50,=,5300,nM
5,520054665,176182242,C1CNCCC1OC2=CC=CC(=C2)C3=CC=C(O3)C(=O)NC4=CC=CC=C4,Active,,,,8.27,EC50,=,8270,nM
6,520057502,177658778,C1CNCCC1OC2=CC=C(C=C2)C3=CC=C(S3)C(=O)NC4=CC=C(C=C4)Cl,Active,,,,7.18,EC50,=,7180,nM
7,520057571,176182032,C1CNCCC1OC2=CC=CC=C2C3=CC=C(S3)C(=O)NC4=CC(=CC=C4)Cl,Active,,,,4.65,EC50,=,4650,nM
8,520058558,176182104,C1CNCCC1OC2=CC=CC=C2C3=CC=C(O3)C(=O)NC4=CC=CC=C4,Unspecified,,,,20.65,EC50,=,20650,nM
9,520058685,176182243,C1CNCCC1OC2=CC=CC=C2C3=CC=C(O3)C(=O)NC4=CC=C(C=C4)Cl,Active,,,,6.35,EC50,=,6350,nM
10,520059534,176181978,C1CNCCC1OC2=CC=CC(=C2)C3=CC=C(S3)C(=O)NC4=CC(=CC=C4)Cl,Active,,,,7.5,EC50,=,7500,nM
11,520059658,176182017,C1CNCCC1OC2=CC=CC=C2C3=CC=C(S3)C(=O)NCCC4=CC=CC=C4,Active,,,,5.2,EC50,=,5200,nM
12,520060520,176182011,C1CNCCC1OC2=CC=CC=C2C3=CC=C(S3)C(=O)NC4=CC=C(C=C4)Cl,Active,,,,8.4,EC50,=,8400,nM
13,520060686,177659652,C1CNCCC1OC2=CC=CC=C2C3=CC=C(S3)C(=O)NC4=CC=C(C=C4)N5CCOCC5,Active,,,,9.7,EC50,=,9700,nM
14,520061501,176182134,C1CNCCC1OC2=CC=CC=C2C3=CC=C(S3)C(=O)NCCC4CCN(CC4)CC5=CC=CC=C5,Active,,,,9.3,EC50,=,9300,nM
15,520062266,176182144,C1CNCCC1OC2=CC=CC=C2C3=NC=C(S3)C(=O)NCCC4=CC=CC=C4,Active,,,,6.27,EC50,=,6270,nM
16,520062381,176182240,C1CNCCC1OC2=CC=C(C=C2)C3=NC=C(S3)C(=O)NCCC4CCN(CC4)CC5=CC=CC=C5,Active,,,,8.3,EC50,=,8300,nM
17,520063193,176182037,C1CNCCC1OC2=CC=CC(=C2)C3=CC=C(S3)C(=O)NC4=CC=CC=C4,Active,,,,7.19,EC50,=,7190,nM
18,520063194,176182059,C1CNCCC1OC2=CC=CC(=C2)C3=CC=C(S3)C(=O)NC4=CC=C(C=C4)Cl,Active,,,,3.53,EC50,=,3530,nM
19,520063219,176182039,C1CNCCC1OC2=CC=CC=C2C3=CC=C(S3)C(=O)NC4=CC=CC=C4,Active,,,,5.91,EC50,=,5910,nM
20,520065094,176182008,C1CNCCC1OC2=CC=CC=C2C3=CC=C(O3)C(=O)NCCC4CCN(CC4)CC5=CC=CC=C5,Active,,,,4.81,EC50,=,4810,nM
21,520067211,176182140,C1CNCCC1OC2=CC=C(C=C2)C3=CC=C(O3)C(=O)NC4=CC=CC=C4,Active,,,,6,EC50,=,6000,nM
22,520068024,176182168,C1CNCCC1OC2=CC=C(C=C2)C3=CC=C(O3)C(=O)NC4=CC(=CC=C4)Cl,Active,,,,4.93,EC50,=,4930,nM
