PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,461518366,160006980,CCOP(=O)(CC1=CC=C(C=C1)COC2=CC=CC=C2OC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC=C(C=C6)C(F)(F)F)OCC,Active,,,,1.73,EC50,=,1730,nM
2,461518416,134346181,CCOP(=O)(CC1=CC=CC(=C1)COC2=CC=CC=C2OC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC=C(C=C6)C(F)(F)F)OCC,Active,,,,8.73,EC50,=,8730,nM
3,461526928,134346194,CCOP(=O)(CC1=CC=C(C=C1)COC2=CC=CC=C2OC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC(=CC=C6)C(F)(F)F)OCC,Unspecified,,,,29.67,EC50,=,29670,nM
4,461528100,134346135,CCOP(=O)(CC1=CC=CC(=C1)COC2=CC=CC=C2CC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC=C(C=C6)OC(F)(F)F)OCC,Active,,,,1.11,EC50,=,1110,nM
5,461528197,134346221,CCOP(=O)(CC1=CC=CC(=C1)COC2=CC=CC=C2OC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC=CC=C6)OCC,Active,,,,1.88,EC50,=,1880,nM
6,461528429,134346163,CCOP(=O)(CC1=CC=C(C=C1)COC2=CC=CC=C2OC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC=C(C=C6)OC(F)(F)F)OCC,Active,,,,1.19,EC50,=,1190,nM
7,461529084,6536897,CN(C)CCOC1=CC=C(C=C1)/C(=C(\CCCl)/C2=CC=CC=C2)/C3=CC=CC=C3,Active,,,,0.38,EC50,=,380,nM
8,461534852,134346196,CCOP(=O)(CC1=CC=C(C=C1)COC2=CC=CC=C2CC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC=CC=C6)OCC,Active,,,,0.64,EC50,=,640,nM
9,461537916,134359848,CCOP(=O)(CC1=CC=CC(=C1)COC2=CC=CC=C2CC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC=CC=C6)OCC,Active,,,,0.93,EC50,=,930,nM
10,461540565,134356093,CCOP(=O)(CC1=CC=CC(=C1)COC2=CC=CC=C2CC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC=C(C=C6)C(F)(F)F)OCC,Active,,,,1.57,EC50,=,1570,nM
11,461540953,134356180,CCOP(=O)(CC1=CC=CC(=C1)COC2=CC=CC=C2CC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC(=CC=C6)C(F)(F)F)OCC,Active,,,,1.4,EC50,=,1400,nM
12,461545806,134346167,CCOP(=O)(CC1=CC=C(C=C1)COC2=CC=CC=C2OC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC=CC=C6)OCC,Active,,,,2.95,EC50,=,2950,nM
13,461552377,162669570,CCOP(=O)(CC1=CC=CC(=C1)COC2=CC=CC=C2CC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC(=CC=C6)OC(F)(F)F)OCC,Active,,,,0.87,EC50,=,870,nM
14,461555758,134346150,CCOP(=O)(CC1=CC=CC(=C1)COC2=CC=CC=C2OC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC(=CC=C6)C(F)(F)F)OCC,Active,,,,2.49,EC50,=,2490,nM
15,461557242,134346155,CCOP(=O)(CC1=CC=C(C=C1)COC2=CC=CC=C2OC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC(=CC=C6)OC(F)(F)F)OCC,Active,,,,2.95,EC50,=,2950,nM
16,461558177,134346225,CCOP(=O)(CC1=CC=CC(=C1)COC2=CC=CC=C2OC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC=C(C=C6)OC(F)(F)F)OCC,Active,,,,1.97,EC50,=,1970,nM
17,461558216,134346216,CCOP(=O)(CC1=CC=CC(=C1)COC2=CC=CC=C2OC3CCN(CC3)CC4=CC5=C(C=C4)N=C(N5)C6=CC(=CC=C6)OC(F)(F)F)OCC,Active,,,,2.08,EC50,=,2080,nM
