PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,194182363,408371,CCCCN(CCCC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,Active,,,,0.72,IC50,=,720,nM
2,494403534,171347821,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2OC4=CC=CC=C4)Cl)O,Active,,,,0.73,IC50,=,730,nM
3,494415908,153301340,CCCCCCCCN(C)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)I)O,Active,,,,0.26,IC50,=,260,nM
4,494416190,73891608,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)I)O,Active,,,,0.64,IC50,=,640,nM
5,494417887,135358665,CCCCCCNCC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,Active,,,,0.29,IC50,=,290,nM
