PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103195570,4416,COC1=CC2=C(C=C1)C(=C(CC2)C3=CC=CC=C3)C4=CC=C(C=C4)OCCN5CCCC5,Active,,,,1,IC50,=,1000,nM
2,103517321,15429026,C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(SC4=C3C=CC(=C4)O)C5=CC=CC=C5,Active,,,,1.14,IC50,=,1140,nM
3,103517324,16719866,C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)N,Active,,,,1.63,IC50,=,1630,nM
4,103534015,11548000,CCC(=C(C1=CC=C(C=C1)OCCN2CCCC2)C3=CC=C(C=C3)OCCN4CCCC4)C5=CC=CC=C5,Active,,,,0.14,IC50,=,140,nM
5,103628891,3005573,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3,Active,,,,0.84,IC50,=,840,nM
6,440175581,137503296,CC1=CC=CC=C1C(=O)C2=C(C3=C(S2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CC(C5)CF,Unspecified,,,,6.25,IC50,>,6250,nM
7,461518510,162645816,CC/C(=C(/C1=CC=C(C=C1)NC(=O)CN2CCOCC2)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,1.49,IC50,=,1490,nM
8,461519922,162646855,CC/C(=C(/C1=CC=C(C=C1)NCCN2CCCC2)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,5.81,IC50,=,5810,nM
9,461520352,15429025,COC1=CC2=C(C=C1)C(=C(S2)C3=CC=CC=C3)OC4=CC=C(C=C4)OCCN5CCCCC5,Active,,,,0.97,IC50,=,970,nM
10,461521868,162648190,CC/C(=C(/C1=CC=C(C=C1)N)\C2=CC=C(C=C2)OCCN3CCCC3)/C4=CC=CC=C4,Active,,,,1.64,IC50,=,1640,nM
11,461527842,162652347,CC/C(=C(/C1=CC=C(C=C1)NC(=O)CC2CCN(CC2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,0.18,IC50,=,180,nM
12,461531627,162655017,CC/C(=C(/C1=CC=C(C=C1)NC(=O)C2CCN(CC2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,0.09,IC50,=,90,nM
13,461533887,162656588,CC/C(=C(/C1=CC=C(C=C1)NC(=O)N2CCN(CC2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,0.16,IC50,=,160,nM
14,461537151,162658904,CC/C(=C(/C1=CC=C(C=C1)NC(=O)CN2CCOCC2)\C3=CC=C(C=C3)OCCN4CCOCC4)/C5=CC=CC=C5,Active,,,,5,IC50,=,5000,nM
15,461539710,162660733,CC/C(=C(/C1=CC=C(C=C1)NC(=O)CN2CCN(CC2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,0.21,IC50,=,210,nM
16,461544360,162663958,CC/C(=C(/C1=CC=C(C=C1)NC(=O)C2CCN(C2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,0.13,IC50,=,130,nM
17,461558025,162673587,CC/C(=C(/C1=CC=C(C=C1)NCCN2CCOCC2)\C3=CC=C(C=C3)OCCN4CCOCC4)/C5=CC=CC=C5,Active,,,,2.34,IC50,=,2340,nM
18,461561241,162675841,CC/C(=C(/C1=CC=C(C=C1)NC(=O)C2CCN(CC2)C3CCN(CC3)C)\C4=CC=C(C=C4)OCCN5CCCC5)/C6=CC=CC=C6,Active,,,,0.22,IC50,=,220,nM
