PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,ACTIVITY_TYPE,EC50_MICROM,EC50_95CI_LOW,EC50_95CI_HIGH,LOGEC50,STD_LOGEC50,HILLSLOPE,STD_HILLSLOPE,TOP,STD_TOP,RSQR ,N_POINTS,%Inhibition_0.008uM,%Inhibition_0.023uM,%Inhibition_0.069uM,%Inhibition_0.206uM,%Inhibition_0.617uM,%Inhibition_1.85uM,%Inhibition_5.56uM,%Inhibition_16.7uM,%Inhibition_50uM
27,49666794,2885134,CCOC1=CC2=C(C3=C(C=C(C=C3)NCC4=CC=C(C=C4)OC)N=C2C=C1)N,Inactive,0,,,>,20,,,,,,,,,,9,1.1,-1.8,-0.1,0.2,4.6,5.9,0.6,-2.8,-13.4
28,24804466,2817441,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4OC3=C(C2=O)Cl,Inactive,0,,,>,20,,,,,,,,,,9,-1.4,-0.9,-0.7,-2.4,-0.4,1.5,1.4,6.9,8.1
29,26663758,1422604,C1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-],Inactive,0,,,>,20,,,,,,,,,,9,-18.3,-17.7,-19.1,-13.1,-10.7,-9,-6.1,0.7,16.1
30,17515758,12006136,CCOCCSC1=C(C(=C2CC/C(=C/C3=CC=CS3)/C2=N1)C4=CC=CS4)C#N,Active,17,,,=,16.7,1.7,162,1.223,0.403,1.416,1.021,30.63,14.64,0.903,9,-5,-4.6,-5.3,-2.9,0,-0.1,6.6,14.7,25.4
31,14731086,135474141,C1=CC=C(C=C1)/C(=C/C2=NC3=CC=CC=C3N(C2=O)C4=CC=CC=C4)/O,Inactive,0,,,>,20,,,,,,,,,,9,0.5,4.2,0.7,-3.1,-1.7,1.1,-0.8,5.2,26.1
32,17413291,702952,C1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,-1.1,-3.8,-0.6,-0.1,2.1,0.4,12.3,23.4,40.8
33,121285352,51360688,CN1C=CC2=C1C3=C(C=C2C4=CN=C(C=C4)F)C5CCC3C5,Active,47,,,=,10.6,3.8,29.5,1.025,0.182,1.743,0.887,33.13,6.944,0.922,9,3.8,5.8,-0.4,-5.3,-1.8,-1.4,10,21.7,31.5
34,124753768,53299790,CC1=CC=C(C=C1)C2=C(N3C(=C(C(=CC3=N2)C)Br)C)CC4=CC=CC=C4OC,Inactive,0,,,>,20,,,,,,,,,,9,2.9,0.1,-1.1,3.1,1.1,0,0.5,0.7,-0.1
35,92764863,395175,C[N+]1=C(C=C2N1C3=CC=CC=C3C2=CC4=C(C=C(C=C4)N(C)C)OC)C5=CC=CC=C5.C(F)(F)(F)S(=O)(=O)[O-],Inactive,0,,,>,20,,,,,,,,,,9,2.4,-2.6,-4.1,-3,-2.7,-8.3,-8.7,-18.2,-49.9
36,24841450,136417,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)OC)OC,Inactive,0,,,>,20,,,,,,,,,,9,-2.3,-7.7,-4.3,-3.3,-2.8,-1.4,3,2.3,7.6
37,57259663,7611981,CC1=NC2=C(S1)C=C(C=C2)NC(=O)[C@H](C(C)C)NC(=O)C3=C(C=CC=C3F)F,Inactive,0,,,>,20,,,,,,,,,,9,-7.9,-10.8,-13.9,-13.3,-8.3,-12.2,-7.1,-5.8,0.9
38,85270401,2689580,CC1=C(C2=CC=CC=C2N1)C(=O)COC(=O)C3=CC=CC=C3O,Inactive,0,,,>,20,,,,,,,,,,9,-6.7,-3.7,-4.8,-5.8,-7.1,-6.3,-5.2,-3.9,-1.7
39,124753761,53299783,CC1=CC2=NC(=C(N2C(=C1Br)C)CC3=CC(=CC=C3)Cl)C4=CC(=CC=C4)Br,Inactive,0,,,>,20,,,,,,,,,,9,-4.9,-1.1,-6,-5.4,-4.2,-7.3,1.6,-2.7,-1
40,17514900,4107213,CC1=CC2=C(N1)C=CC(=C2)CNC(=O)C3=CC(=CC=C3)[N+](=O)[O-],Inactive,0,,,>,20,,,,,,,,,,9,2,0.5,-3.2,-2,2.1,0.5,0.6,-3,-0.9
41,124753769,53299791,CC1=CC2=NC(=C(N2C(=C1Br)C)CC3=CC=CC=C3OC)C4=CC=C(C=C4)F,Inactive,0,,,>,20,,,,,,,,,,9,0,1.3,-1.4,-10.9,-7.3,-5,0.1,3.4,-1.4
42,7971751,4652371,CCC(=O)NCCN1C(=CC2=CC=CC=C21)C,Inactive,0,,,>,20,,,,,,,,,,9,3.9,3.1,4.8,2.8,-1.1,0.8,-0.1,0.1,6.1
43,124753750,53299772,CC1=CC=C(C=C1)C2=C(N3C(=C(C(=CC3=N2)C)Br)C)CC4=CC(=CC=C4)Cl,Inactive,0,,,>,20,,,,,,,,,,9,0.8,-1.8,-5.6,-5.6,-1.3,-4.5,2.3,0.8,2.8
44,57264609,2689697,COC1=C(C=C(C=C1)C(=O)OCC(=O)C2=CNC3=CC=CC=C32)OC,Inactive,0,,,>,20,,,,,,,,,,9,-1.2,1,0,-0.1,1,-2,1.8,10.7,13.2
45,121285857,51361178,CCCCCCCCC(C1=NC2=C(N1)C=C(C(=C2)C)C)N3C4=CC=CC=C4N=C(C3=O)C5=CC=CC=C5Br,Active,11,,,=,17.9,2.3,137,1.252,0.362,1.662,1.414,27.59,13.33,0.866,9,1.6,3,3.8,-5,-4.2,-3,5.7,12.3,23.5
46,22401112,2127357,CCC1=C2C(=CC=C1)C(=CN2)C(=O)COC(=O)C3=CC=C(C=C3)O,Inactive,0,,,>,20,,,,,,,,,,9,0.7,-1.4,-2.8,-5.2,-0.4,2.4,0.4,3.4,3.5
47,24835014,2413462,COC1=CC=CC(=C1O)C(=O)OCC(=O)C2=CNC3=CC=CC=C32,Inactive,0,,,>,20,,,,,,,,,,9,1.6,1.9,-2.1,-1.8,-4.2,-5.2,4.1,5.3,2
48,17516496,2125022,CCC1=C2C(=CC=C1)C(=CN2)C(=O)COC(=O)C3=CC=CC=C3,Inactive,0,,,>,20,,,,,,,,,,9,1,2.8,0.9,0.7,2.1,0.4,-1.3,-2.1,1.7
49,92764431,392789,CC(=NNC1=NC2=CC=CC=C2O1)C3=CC4=CC=CC=C4C=N3,Inactive,0,,,>,20,,,,,,,,,,9,5.8,1.4,3.4,5.3,6,12.5,21.5,35.3,64.3
50,24789957,4092145,CCS(=O)(=O)N1C(CC(=N1)C2=CC(=CC=C2)NS(=O)(=O)C)C3=CC=CC=C3,Inactive,0,,,>,20,,,,,,,,,,9,4,2.9,3.6,2.2,2.7,4.4,0.1,7.7,19.3
51,17515427,6166749,CN1C2=CC=CC=C2N=C(C1=O)/C=C/C3=CC=CC=C3,Inactive,0,,,>,20,,,,,,,,,,9,1.2,1.5,2.3,-2.3,3.3,3.5,5.5,5.2,14.1
52,17387931,6406850,CCSC1=NN=C(O1)C2=C(C3=C(C(=NN=C3S2)C4=CC=CC=C4)C5=CC=CC=C5)N,Inactive,0,,,>,20,,,,,,,,,,9,-1.7,-3.7,-3.6,-4.3,-7.7,-7.2,0.7,8.7,35.5
53,17507276,3153499,CS(=O)(=O)N1C(CC(=N1)C2=CC=CC=C2)C3=CC4=C(C=C3)OCO4,Inactive,0,,,>,20,,,,,,,,,,9,-4,-7.3,-5.8,-6.4,-5.8,-6.1,-10.1,-17.3,-15.2
