PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,163314438,71450010,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=NC4=C(C=CC(=C4)Cl)C=C3)CCC(=O)O,Unspecified,,,,50,IC50,=,50000,nM
2,163314439,71450011,CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=NC=CC4=CC=CC=C43)CCC(=O)O,Unspecified,,,,100,IC50,>,100000,nM
3,163314515,71450048,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=C(C=C3)C4=CC(=C(C=C4)Cl)Cl)CCC(=O)O,Active,,,,2.4,IC50,=,2400,nM
4,163314516,71450049,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=C(C=C3)C4=CC=C(C=C4)Cl)CCC(=O)NC,Unspecified,,,,38,IC50,=,38000,nM
5,163314517,71450050,CC1=C(C=CC2=C1OC(=O)C(=C2)CCC(=O)O)OCC3=CC=C(C=C3)C4=CC=CC=C4,Unspecified,,,,14,IC50,=,14000,nM
6,163314518,71450051,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC#C)CCC(=O)O,Unspecified,,,,100,IC50,>,100000,nM
7,163317897,1748682,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC4=CC=CC=C4C=C3)CCC(=O)O,Active,,,,8,IC50,=,8000,nM
8,163317898,71451829,CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=CC=CC=C3C4=CC=CC=C4)CCC(=O)O,Unspecified,,,,12,IC50,=,12000,nM
9,163317899,71451830,CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=CC(=CC=C3)C4=CC=CC=C4)CCC(=O)O,Unspecified,,,,15,IC50,=,15000,nM
10,163317900,71451831,CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=CC=C(C=C3)C4=CC=CC=C4)CCC(=O)O,Active,,,,6,IC50,=,6000,nM
11,163317980,71451864,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=C(C=C3)C4=CC=CC=C4)CC(=O)O,Active,,,,8.6,IC50,=,8600,nM
12,163317981,71451865,CCC1=C(C=CC2=C1OC(=O)C(=C2C)CCCC(=O)O)OCC3=CC=C(C=C3)C4=CC=CC=C4,Active,,,,1.8,IC50,=,1800,nM
13,163317982,71451866,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC=C)CCC(=O)O,Unspecified,,,,100,IC50,>,100000,nM
14,163321365,71453652,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=NC=CC4=CC=CC=C43)CCC(=O)O,Unspecified,,,,100,IC50,>,100000,nM
15,163321445,71453684,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=C(C=C3)C4=C(C=C(C=C4)F)F)CCC(=O)O,Active,,,,4.9,IC50,=,4900,nM
16,163324802,71455415,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=C(C=C3)C4=CC=C(C=C4)C(F)(F)F)CCC(=O)O,Active,,,,3.3,IC50,=,3300,nM
17,163324803,71455416,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=C(C=C3)C4=CC=CC=C4)CCC(=O)NCCNC(=O)C,Unspecified,,,,100,IC50,>,100000,nM
18,163324804,71455417,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=C(C=C3)C4=CC=CC=C4)CCC(=O)NCCN(C)C,Active,,,,1.7,IC50,=,1700,nM
19,163328247,71457193,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=C(C=C3)C4=CC=CC=C4C#N)CCC(=O)O,Active,,,,4.6,IC50,=,4600,nM
20,163335174,71460815,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=NC=C3)CCC(=O)O,Unspecified,,,,100,IC50,>,100000,nM
21,163335175,71460816,CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=NC4=C(C=CC(=C4)Cl)C=C3)CCC(=O)O,Unspecified,,,,70,IC50,=,70000,nM
22,163335176,71460817,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=C4C=CC=CC4=CC5=CC=CC=C53)CCC(=O)O,Active,,,,8.3,IC50,=,8300,nM
23,163335177,71460818,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=CC=C3C4=CC=CC=C4)CCC(=O)O,Active,,,,9,IC50,=,9000,nM
24,163335264,53377571,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=C(C=C3)C4=CC=C(C=C4)Cl)CCC(=O)O,Active,,,,1,IC50,=,1000,nM
25,163335265,71460857,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=C(C=C3)C4=CC=C(C=C4)F)CCC(=O)O,Active,,,,3.7,IC50,=,3700,nM
26,163335266,71460858,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=C(C=C3)C4=CC=CC=C4)CCCC(=O)O,Active,,,,2.2,IC50,=,2200,nM
27,163338573,71462536,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC(=CC=C3)C4=CC=CC=C4)CCC(=O)O,Active,,,,6,IC50,=,6000,nM
28,163338640,71462562,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=C(C=C3)C4=CC=CC=C4)CCC(=O)O,Active,,,,2,IC50,=,2000,nM
29,163338641,71462563,CCC1=C(C=CC2=C1OC(=O)C(=C2C)CCC(=O)O)OCC3=CC=C(C=C3)C4=CC=CC=C4,Active,,,,2,IC50,=,2000,nM
30,163338642,1800933,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=CC=C3)CCC(=O)O,Unspecified,,,,60,IC50,=,60000,nM
