PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,123094497,49852670,CC1=CC(=NC(=C1)N)CCC2=CC(=CC(=C2)N)CCC3=NC(=CC(=C3)C)N,Active,,,,0.085,Ki,=,85,nM
2,164134640,71260796,CC1=CC(=NC(=C1)N)CCC2=CC(=CC(=C2)CN)CCC3=NC(=CC(=C3)C)N,Active,,,,0.053,Ki,=,53,nM
3,164145825,71304800,CC1=CC(=NC(=C1)N)CCC2=CC(=CC(=C2)CCCN)CCC3=NC(=CC(=C3)C)N,Active,,,,0.54,Ki,=,540,nM
4,194168311,76325672,C1=CC(=CC(=C1)N=C(C2=CC=CS2)N)C(COC3=CC=CC(=C3)N=C(C4=CC=CS4)N)O,Active,,,,0.819,Ki,=,819,nM
5,312377766,86346620,CC1=CC(=NC(=C1)N)CCC2=CC(=CC(=C2)C#N)CCC3=NC(=CC(=C3)C)NC,Active,,,,0.196,Ki,=,196,nM
6,312377767,86346621,CC1=CC(=NC(=C1)N)CCC2=CC(=CC(=C2)NCCC3=CC=CC=N3)C#N,Active,,,,1.267,Ki,=,1267,nM
7,312377768,86346622,CC1=CC(=NC(=C1)N)CCC2=CC(=CC(=C2)CCC3=NC4=C(C=C3)C=CN4)CN,Active,,,,0.22,Ki,=,220,nM
