PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103208531,54675769,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,Active,,,,1.2,MIC,=,1200,nM
2,103668520,3129554,CC(C)CCNCC(CN1C2=C(C=C(C=C2)Cl)C3=C1C=CC(=C3)Cl)O,Active,,,,2.5,MIC,=,2500,nM
3,103711586,2802133,CC(C)(C)NCC(CN1C2=C(C=C(C=C2)Cl)C3=C1C=CC(=C3)Cl)O,Unspecified,,,,40,MIC,=,40000,nM
4,103711814,2851036,C1CCC(CC1)NCC(CN2C3=C(C=C(C=C3)Cl)C4=C2C=CC(=C4)Cl)O,Active,,,,2.5,MIC,=,2500,nM
5,318372454,16451152,C1=CC2=C(C=C1Cl)C3=C(N2CC(CNC(CO)(CO)CO)O)C=CC(=C3)Cl,Unspecified,,,,20,MIC,=,20000,nM
6,318372455,122178368,CC(C)CCNCCCN1C2=C(C=C(C=C2)Cl)C3=C1C=CC(=C3)Cl,Active,,,,5,MIC,=,5000,nM
7,318372456,40549721,C1=CC2=C(C=C1Cl)C3=C(N2C[C@H](CNC(CO)(CO)CO)O)C=CC(=C3)Cl,Unspecified,,,,20,MIC,=,20000,nM
8,318372457,40549719,C1=CC2=C(C=C1Cl)C3=C(N2C[C@@H](CNC(CO)(CO)CO)O)C=CC(=C3)Cl,Unspecified,,,,20,MIC,=,20000,nM
9,318372458,16451151,C1=CC=C2C(=C1)C3=CC=CC=C3N2CC(CNC(CO)(CO)CO)O,Unspecified,,,,80,MIC,>,80000,nM
10,318372459,122178369,C1=CC2=C(C=CN2CC(CNC(CO)(CO)CO)O)C=C1Cl,Unspecified,,,,320,MIC,=,320000,nM
11,318372460,72714462,C1=CC2=C(C=C1Cl)C3=C(N2CC(CNC(CO)CO)O)C=CC(=C3)Cl,Unspecified,,,,20,MIC,=,20000,nM
12,318372461,72714463,CCC(CC)NCC(CN1C2=C(C=C(C=C2)Cl)C3=C1C=CC(=C3)Cl)O,Active,,,,5,MIC,=,5000,nM
13,318372462,72714464,CCCCCNCC(CN1C2=C(C=C(C=C2)Cl)C3=C1C=CC(=C3)Cl)O,Active,,,,5,MIC,=,5000,nM
14,318372463,72714555,CCC(CC)CNCC(CN1C2=C(C=C(C=C2)Cl)C3=C1C=CC(=C3)Cl)O,Active,,,,2.5,MIC,=,2500,nM
15,318372464,122178370,CC(CO)(CO)NCC(CN1C2=C(C=C(C=C2)Cl)C3=C1C=CC(=C3)Cl)O,Unspecified,,,,40,MIC,=,40000,nM
16,318372465,122178371,CCC(CO)(CO)NCC(CN1C2=C(C=C(C=C2)Cl)C3=C1C=CC(=C3)Cl)O,Unspecified,,,,20,MIC,=,20000,nM
