PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103614969,686892,C1=CC=C(C=C1)NC(=O)C2=CC=CC3=C2C(=O)C4=CC=CC=C34,Unspecified,,,,28.6,IC50,=,28600,nM
2,103623676,698187,C1=CC=C2C(=C1)C3=C(C2=O)C(=CC=C3)C(=O)NC4=CC=CC(=C4)C(=O)O,Active,,,,1.64,IC50,=,1640,nM
3,163314997,57652688,COC(=O)C1=CC(=CC=C1)NC(=O)C2=CC=CC3=C2C(=O)C4=CC=CC=C34,Unspecified,,,,11,IC50,=,11000,nM
4,163314998,57652702,C1=CC=C2C(=C1)C3=C(C2=O)C(=CC=C3)C(=O)NC4=CC(=CC(=C4)N)C(=O)O,Active,,,,0.99,IC50,=,990,nM
5,163314999,25234406,COC1=C(C=C(C=C1)C(=O)O)NC(=O)C2=CC=CC3=C2C(=O)C4=CC=CC=C34,Active,,,,5.81,IC50,=,5810,nM
6,163315000,57652692,CSC1=CC=CC(=C1)NC(=O)C2=CC=CC3=C2C(=O)C4=CC=CC=C34,Unspecified,,,,26.03,IC50,=,26030,nM
7,163315001,25234402,C1=CC=C2C(=C1)C3=C(C2=O)C(=CC=C3)C(=O)NC4=CC(=CC=C4)OC(F)(F)F,Active,,,,6.8,IC50,=,6800,nM
8,163321938,57652691,C1=CC=C2C(=C1)C3=C(C2=O)C(=CC=C3)C(=O)NC4=CC=CC(=C4Cl)C(=O)O,Active,,,,9.21,IC50,=,9210,nM
9,163321939,25234468,C1=CC=C2C(=C1)C3=C(C2=O)C(=CC=C3)C(=O)NC4=CC(=C(C=C4)F)Cl,Active,,,,3.8,IC50,=,3800,nM
10,163325329,71455734,COC(=O)C1=CC(=CC=C1)NC(=O)C2=CC=CC(=C2)C3=CC=CC=C3,Unspecified,,,,19,IC50,=,19000,nM
11,163325330,56838292,C1=CC=C2C(=C1)C3=C(C2=O)C(=CC=C3)C(=O)NC4=CC=CC(=C4O)C(=O)O,Active,,,,5.64,IC50,=,5640,nM
12,163325331,25234408,COC(=O)C1=C(C=CC(=C1)NC(=O)C2=CC=CC3=C2C(=O)C4=CC=CC=C34)O,Unspecified,,,,100,IC50,>,100000,nM
13,163325332,25234469,COC1=C(C=C(C=C1)C(=O)OC)NC(=O)C2=CC=CC3=C2C(=O)C4=CC=CC=C34,Active,,,,7.18,IC50,=,7180,nM
14,163325333,25234466,C1=CC=C2C(=C1)C3=C(C2=O)C(=CC=C3)C(=O)NC4=CC=CC(=C4)C(=O)NO,Unspecified,,,,12.92,IC50,=,12920,nM
15,163326094,256617,C1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C(=O)O,Unspecified,,,,100,IC50,>,100000,nM
16,163328774,25234465,C1=CC=C2C(=C1)C3=C(C2=O)C(=CC=C3)C(=O)NC4=CC(=C(C=C4)O)C(=O)O,Active,,,,6.21,IC50,=,6210,nM
17,163332317,25234170,CN(C)C1=CC=CC(=C1)NC(=O)C2=CC=CC3=C2C(=O)C4=CC=CC=C34,Active,,,,1.51,IC50,=,1510,nM
18,163332318,56838293,C1=CC=C2C(=C1)C3=C(C2=O)C(=CC=C3)C(=O)NC4=CC=CC(=C4)C(=N)N,Active,,,,2.71,IC50,=,2710,nM
19,163335742,25234464,C1=CC=C2C(=C1)C3=C(C2=O)C(=CC=C3)C(=O)NC4=CC(=C(C=C4)N)C(=O)O,Active,,,,6.08,IC50,=,6080,nM
20,163335743,25234403,CC1=C(C=CC=C1NC(=O)C2=CC=CC3=C2C(=O)C4=CC=CC=C34)C(=O)O,Unspecified,,,,11.36,IC50,=,11360,nM
21,163339171,57652687,C1=CC=C2C(=C1)C3=C(C2=O)C(=CC=C3)C(=O)NC4=C(C=C(C=C4)N)C(=O)O,Unspecified,,,,80,IC50,=,80000,nM
22,163339172,25234397,CC1=C(C=CC=C1NC(=O)C2=CC=CC3=C2C(=O)C4=CC=CC=C34)C(=O)OC,Unspecified,,,,12.92,IC50,=,12920,nM
