PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PERCENT_INHIBITION
33,85149020,44144214,CC1CCN(CC1)C2=CC3=C(C=C2)C(=O)C4=C(C=CC=C4S3(=O)=O)C(=O)NC5CCCCC5,Inactive,5,,,5.4
34,7970977,4155588,CC1=CC2=C(N1C)C=CC(=C2)CNS(=O)(=O)C3=CC=C(C=C3)OC,Active,24,,,24.2
35,14739099,5101824,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCCC4,Inactive,4,,,3.6
36,17515110,4107216,CC1=C(C=C(C=C1)C(=O)NCC2=CC3=C(C=C2)NC(=C3)C)[N+](=O)[O-],Inactive,4,,,4.1
37,124753739,53299761,CC1=CC2=NC(=C(N2C(=C1Br)C)CC3=CSC=C3)C4=CC(=C(C=C4)OC)OC,Inactive,3,,,3.3
38,14736323,4186980,CC1=CC2=CC=CC=C2N1CCNC(=O)COC3=CC4=CC=CC=C4C=C3,Inactive,5,,,5.2
39,49716340,24789825,CCN(CC)C1=CC=C(C=C1)C2=[N+](N=C(S2)NC3=CC=CC=C3)C4=CC=C(C=C4)F.[Cl-],Inactive,7,,,6.8
40,124753772,53299794,COC1=CC=CC=C1CC2=C(N=C3N2C=C(C=C3Cl)C(F)(F)F)C4=CC=C(C=C4)C#N,Inactive,11,,,11.2
41,14733460,3451697,CC1=CC2=CC=CC=C2N1CCNC(=O)CC3=CC=CC4=CC=CC=C43,Inactive,12,,,11.7
42,121285345,51360681,CN1C=CC2=C1C3=C(C=C2C4=CC=CC5=CC=CC=C54)C6CCC3C6,Inactive,1,,,1.2
43,57259797,16303937,CC1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)C(=O)NCC(C3=CC=C(C=C3)OC)N4CCCC4,Inactive,0,,,-13
44,124753778,53299800,CC1=CC2=NC(=C(N2C(=C1Br)C)CC3=CC=CC=C3C(F)(F)F)C4=CC(=C(C=C4)OC)OC,Inactive,2,,,2.4
45,56436587,5101991,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCCCC4,Inactive,2,,,1.8
46,57267489,4432931,COC1=CC=C(C=C1)CC(=O)OCC(=O)C2=CNC3=CC=CC=C32,Inactive,15,,,14.5
47,99356380,287811,COC(=O)C1=C(C2=C(C=C3N2C1=CC=C3)C4=CC=CC=C4)C(=O)OC,Inactive,8,,,8.3
48,7970566,5080692,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)CC3=CC=CS3,Inactive,20,,,19.6
49,85149025,44144219,CC1CCN(CC1)C2=CC3=C(C=C2)C(=O)C4=C(C=CC=C4S3(=O)=O)C(=O)NC[C@@H]5CCCO5,Inactive,2,,,2
50,14739095,5228448,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)NCC2=CC3=C(C=C2)N(C(=C3)C)C,Inactive,3,,,3
51,121285849,51361170,CCCCC(C1=NC2=CC=CC=C2N1)N3C4=C(C=C(C(=C4)C)C)N=C(C3=O)C5=CC=CC=C5,Inactive,11,,,11.1
52,99360441,46904843,CC1(CC(=O)C=C(C1=O)C2=CC=C(C=C2)C#CC3=CC=C(C=C3)OC)C,Inactive,16,,,15.9
53,121285856,51361177,COC1=CC2=C(C=C1)N(C(=O)C(=N2)C3=CC(=CC=C3)Br)C(C4=CC=CC=N4)C5=NC6=CC=CC=C6N5,Inactive,13,,,12.5
54,26659183,16681803,CC1CC2(CCCC2)NC3=C(C=CC=C13)C.Cl,Inactive,3,,,2.9
55,26669764,4063939,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=CC=C(O3)Br,Inactive,15,,,14.9
56,7969594,4464849,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=C(ON=C3C4=CC=CC=C4Cl)C,Active,49,,,48.7
57,121284666,51360049,CC1=CC(=CN2C1=NC(=C2CC3=C(C=C(C=C3)OC)C)C4=CC(=C(C=C4)OC)OC)Br,Inactive,11,,,10.7
58,85268708,4472168,C1C2CC3CC1CC(C2)(C3)NC(=O)COC(=O)C4=CC(=CN=C4)Br,Active,29,,,29.1
59,99360419,46904821,COC1=CC=CC=C1N2CCN(CC2)C3=CC4=C(C=C3)C(=O)C5=C(C=CC=C5S4(=O)=O)C(=O)NCC6=CC=C(C=C6)F,Inactive,1,,,0.8
60,99360420,46904822,COC1=CC=CC=C1N2CCN(CC2)C3=CC4=C(C=C3)C(=O)C5=C(C=CC=C5S4(=O)=O)C(=O)NCC6=CC(=CC=C6)F,Inactive,1,,,1.5
61,121285332,51360668,CN1C=CC2=C1C3=C(C=C2C4=CC=C(C=C4)C(F)(F)F)C5CCC3C5,Inactive,2,,,1.8
62,57263606,9107099,CC1=C(C=C(C=C1)S(=O)(=O)N2CCCC2)C(=O)NC3=CN=C(C=C3)OC,Inactive,1,,,1.2
63,17515136,3561766,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=C(C(=CC=C3)[N+](=O)[O-])C,Inactive,6,,,5.8
64,14736314,4047587,CC1=CC2=CC=CC=C2N1CCNC(=O)C(C)OC3=CC=CC=C3,Inactive,17,,,16.9
65,124753734,53299756,CC1=CC2=NC(=C(N2C(=C1Br)C)CC3=C(C=C(C=C3)OC)C)C4=CC(=C(C=C4)OC)OC,Inactive,2,,,2
66,14733403,5046151,CC1=CC2=C(N1C)C=CC(=C2)CNS(=O)(=O)C3=CC4=CC=CC=C4C=C3,Inactive,20,,,19.7
67,124753751,53299773,CC1=CC2=NC(=C(N2C(=C1Br)C)CC3=CC(=CC=C3)Cl)C4=CC=C(C=C4)F,Inactive,3,,,2.8
68,24779426,5159269,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)NC3=CC(=C(C=C3)Cl)Cl,Inactive,10,,,10.3
69,124753738,53299760,CC1=CC2=NC(=C(N2C(=C1Br)C)CC3=CSC=C3)C4=CC(=CC=C4)Br,Inactive,4,,,3.9
70,57255914,16315915,CC(C1=NN=C(O1)SCC(=O)C2=C(N(C(=O)NC2=O)C3CC3)N)OC4=CC=CC=C4F,Inactive,1,,,1.4
71,14739103,3251511,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4,Inactive,6,,,6.2
72,57259300,4842897,CC1=C(C=CC(=C1)Br)SCC(=O)OCC(=O)NC2=CC3=C(C=C2)NC(=O)N3,Inactive,2,,,1.8
73,121285336,51360672,CN1C=CC2=C1C3=C(C=C2C4=C(C=C(C=C4)F)F)C5CCC3C5,Inactive,2,,,1.6
74,14738883,5173592,CC1=CC(=C(C(=C1)C)S(=O)(=O)NCC2=CC3=C(C=C2)N(C(=C3)C)C)C,Inactive,5,,,5
75,17516874,2453310,C1=CC=C2C(=C1)C(=CN2)C(=O)COC(=O)C3=CC(=CC=C3)O,Inactive,2,,,1.5
76,121285354,51360690,CN1C=CC2=C1C3=C(C=C2C4=CC(=C(C=C4)OC)F)C5CCC3C5,Inactive,4,,,3.8
77,121285338,51360674,CN1C=CC2=C1C3=C(C=C2C4=CC=CC=C4OC)C5CCC3C5,Inactive,4,,,3.9
78,121285339,51360675,CN1C=CC2=C1C3=C(C=C2C4=CC5=C(C=C4)OCCO5)C6CCC3C6,Inactive,5,,,4.7
79,85273635,16245118,C1=CC=C(C=C1)C(=O)C2=CC=[N+](C=C2)CC(=O)NC3=CC=CC=C3OC(F)F.[Cl-],Inactive,3,,,2.5
80,85149016,44144210,CC1CCN(CC1)C2=CC3=C(C=C2)C(=O)C4=C(C=CC=C4S3(=O)=O)C(=O)NCC5=CC=C(C=C5)F,Inactive,5,,,4.6
81,121285341,51360677,CC(C)(C)C1=CC=C(C=C1)C2=CC3=C(C4CCC3C4)C5=C2C=CN5C,Inactive,2,,,1.6
82,24815241,4351804,CC1=CC=C(C=C1)S(=O)(=O)NCC2=CC3=C(C=C2)NC(=C3)C,Inactive,1,,,1.4
83,24816744,4321221,CC1=CC2=CC=CC=C2N1CCNC(=O)C3=CC=C(O3)Br,Inactive,21,,,21
84,14733473,4580904,CC1=CC(=CC=C1)NC(=O)NCC2=CC3=C(C=C2)N(C(=C3)C)C,Inactive,21,,,21
85,85149027,44144221,C1CCC(CC1)NC(=O)C2=C3C(=CC=C2)S(=O)(=O)C4=C(C3=O)C=CC(=C4)N5CCC(CC5)CC6=CC=CC=C6,Inactive,8,,,8.4
86,24833900,2367096,C1=CC=C2C(=C1)C(=CN2)C(=O)COC(=O)C3=C(C=CC(=C3)Br)O,Inactive,2,,,2.1
87,85149010,44144204,C1CN(CCC1CC2=CC=CC=C2)C3=CC4=C(C=C3)C(=O)C5=C(C=CC=C5S4(=O)=O)C(=O)NCC6=CC=C(C=C6)OC(F)(F)F,Inactive,7,,,7.4
88,121285333,51360669,CN1C=CC2=C1C3=C(C=C2C4=CN=CC=C4)C5CCC3C5,Inactive,2,,,1.7
89,85149007,44144201,C1CN(CCC1CC2=CC=CC=C2)C3=CC4=C(C=C3)C(=O)C5=C(C=CC=C5S4(=O)=O)C(=O)NCC6=C(C=CC(=C6)C(F)(F)F)Cl,Inactive,7,,,7.2
90,56317303,24687706,CCOC1=CC=CC=C1OCC(=O)OCC(=O)C2=C(NC3=CC=CC=C32)C,Inactive,1,,,0.9
91,57256384,16296062,COC1=CC=C(C=C1)C(CNC(=O)C2=CC(=C(C=C2)OC)S(=O)(=O)N3CCCC3)N4CCCC4,Inactive,0,,,-17.3
92,124753767,53299789,CC1=CC2=NC(=C(N2C(=C1Br)C)CC3=CC=CC=C3OC)C4=CC=CC=C4,Inactive,3,,,2.9
93,57255972,2689665,COC1=CC=CC(=C1OC)C(=O)OCC(=O)C2=CNC3=CC=CC=C32,Inactive,1,,,1.4
94,845053,647390,CC1=C(NC2=C1C=C(C=C2)CNS(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4)C,Inactive,2,,,2.1
95,85199192,4848004,CCN(CC)C1=CC(=C(C=C1)C=NC2=CC(=CC=C2)S(=O)(=O)N3CCOCC3)O,Inactive,16,,,16.2
96,57260483,16296983,COC1=CC=C(C=C1)C(CNC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCCCC3)N4CCCC4,Inactive,0,,,0.2
97,121285342,51360678,CN1C=CC2=C1C3=C(C=C2C4=CC=CC=C4F)C5CCC3C5,Inactive,2,,,1.9
98,7971763,4079831,CC1=CC2=C(N1)C=CC(=C2)CNC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4,Inactive,4,,,3.8
99,57266133,16329181,CC1=C(C=C(C=C1)C(=O)NCC(C2=CC=CC=C2OC)N3CCCC3)S(=O)(=O)N4CCCCC4,Inactive,0,,,-7
100,57262872,4780237,CC1=C(C=C(C=C1)C(=O)NCC(C2=CC=C(C=C2)OC)N3CCCC3)S(=O)(=O)N4CCCCC4,Inactive,1,,,0.6
101,57258902,25162861,CCOC1=C(C=C(C=C1)NC(=O)CN(C)C(=O)C2=CC3=C(C=C2)N4CCCCCC4=NS3(=O)=O)OCC,Inactive,3,,,2.5
102,85270741,2689667,COC1=CC(=C(C=C1)C(=O)OCC(=O)C2=CNC3=CC=CC=C32)OC,Inactive,3,,,2.7
103,57258897,25162856,CC1=C(C=C(C=C1)S(=O)(=O)N2CC(C[C@H]2C(=O)OCC(=O)N3CCN(CC3)C4=CC=C(C=C4)F)O)C,Inactive,2,,,2.2
104,24816895,4606089,CCOC1=CC=C(C=C1)CC(=O)NCC2=CC3=C(C=C2)N(C(=C3)C)C,Inactive,3,,,2.8
105,57256308,2689569,C1=CC=C2C(=C1)C(=CN2)C(=O)COC(=O)C3=CC(=CC=C3)[N+](=O)[O-],Inactive,14,,,14.5
106,14733459,3641859,CC1=CC2=CC=CC=C2N1CCNC(=O)C3CCCCC3,Inactive,4,,,4
107,92764810,45281164,CN(C1=CC=C(C=C1)/C=C/2\C(=O)/C(=C\C3=CC=C(C=C3)N(C)C)/C[N+](C2)(C)C)C.[I-],Active,48,,,47.7
108,22408629,2363733,CC1=CC=C(C=C1)C(=O)OCC(=O)C2=CNC3=CC=CC=C32,Inactive,4,,,4.1
109,7971880,4162506,CC1=CC2=CC=CC=C2N1CCNC(=O)C(C)(C)C,Inactive,11,,,10.6
110,14738891,5167419,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=CC=C(C=C3)S(=O)(=O)N(C)C,Inactive,9,,,8.7
111,14732983,4417817,CC1=CC2=C(N1)C=CC(=C2)CNC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCCCC4,Inactive,10,,,10.2
112,57263694,4786581,CN(CC(=O)NC1CCN(CC1)CC2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,8,,,7.6
113,124753768,53299790,CC1=CC=C(C=C1)C2=C(N3C(=C(C(=CC3=N2)C)Br)C)CC4=CC=CC=C4OC,Inactive,10,,,10.1
114,92764863,395175,C[N+]1=C(C=C2N1C3=CC=CC=C3C2=CC4=C(C=C(C=C4)N(C)C)OC)C5=CC=CC=C5.C(F)(F)(F)S(=O)(=O)[O-],Active,30,,,29.8
115,24841450,136417,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)OC)OC,Inactive,17,,,16.7
116,57259663,7611981,CC1=NC2=C(S1)C=C(C=C2)NC(=O)[C@H](C(C)C)NC(=O)C3=C(C=CC=C3F)F,Inactive,8,,,7.6
117,85270401,2689580,CC1=C(C2=CC=CC=C2N1)C(=O)COC(=O)C3=CC=CC=C3O,Inactive,5,,,5.2
118,124753761,53299783,CC1=CC2=NC(=C(N2C(=C1Br)C)CC3=CC(=CC=C3)Cl)C4=CC(=CC=C4)Br,Inactive,12,,,11.7
119,121285945,51361262,C1=CC(=CC=C1C2=C(N3C=C(C=CC3=N2)Br)CC4=CSC=C4)F,Inactive,14,,,13.6
120,57264490,24207752,COC(=O)C1=CC=CC=C1C2=C3C=CC(=[NH2+])C=C3OC4=C2C=CC(=C4)N.O.[Cl-],Inactive,15,,,15.4
121,124753737,53299759,CC1=CC2=NC(=C(N2C(=C1Br)C)CC3=CSC=C3)C4=CC(=CC=C4)Cl,Inactive,9,,,9.2
122,17514900,4107213,CC1=CC2=C(N1)C=CC(=C2)CNC(=O)C3=CC(=CC=C3)[N+](=O)[O-],Active,27,,,26.8
123,124753769,53299791,CC1=CC2=NC(=C(N2C(=C1Br)C)CC3=CC=CC=C3OC)C4=CC=C(C=C4)F,Active,25,,,24.7
124,7971751,4652371,CCC(=O)NCCN1C(=CC2=CC=CC=C21)C,Active,34,,,34
125,124753750,53299772,CC1=CC=C(C=C1)C2=C(N3C(=C(C(=CC3=N2)C)Br)C)CC4=CC(=CC=C4)Cl,Active,26,,,26.4
126,57264609,2689697,COC1=C(C=C(C=C1)C(=O)OCC(=O)C2=CNC3=CC=CC=C32)OC,Active,28,,,27.7
127,124753749,53299771,CC1=CC2=NC(=C(N2C(=C1Br)C)CC3=CC(=CC=C3)Cl)C4=CC=CC=C4,Inactive,16,,,16.4
128,121285857,51361178,CCCCCCCCC(C1=NC2=C(N1)C=C(C(=C2)C)C)N3C4=CC=CC=C4N=C(C3=O)C5=CC=CC=C5Br,Active,28,,,28.1
129,124753743,53299765,COC1=C(C=C(C=C1)C2=C(N3C=C(C=C(C3=N2)Cl)C(F)(F)F)CC4=CSC=C4)OC,Inactive,15,,,14.7
130,22401112,2127357,CCC1=C2C(=CC=C1)C(=CN2)C(=O)COC(=O)C3=CC=C(C=C3)O,Inactive,8,,,7.7
131,24835014,2413462,COC1=CC=CC(=C1O)C(=O)OCC(=O)C2=CNC3=CC=CC=C32,Inactive,9,,,9.5
132,17516496,2125022,CCC1=C2C(=CC=C1)C(=CN2)C(=O)COC(=O)C3=CC=CC=C3,Inactive,8,,,7.6
133,85149009,44144203,CC1CCN(CC1)C2=CC3=C(C=C2)C(=O)C4=C(C=CC=C4S3(=O)=O)C(=O)NC5CC5,Inactive,5,,,5.4
134,14733474,4088240,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)NC3=CC(=CC=C3)Cl,Inactive,8,,,8.1
135,121285348,51360684,CN1C=CC2=C1C3=C(C=C2C4=CN=C(C=C4)OC)C5CCC3C5,Active,25,,,25.2
136,92764431,392789,CC(=NNC1=NC2=CC=CC=C2O1)C3=CC4=CC=CC=C4C=N3,Inactive,16,,,16.2
137,22411798,360219,CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)S(=O)(=O)C3=CC=C(C=C3)Cl,Active,26,,,26.3
138,121285352,51360688,CN1C=CC2=C1C3=C(C=C2C4=CN=C(C=C4)F)C5CCC3C5,Active,33,,,33.4
139,92764809,358150,CN(C)CCNC(=O)C1=C2C(=CC=C1)N=C3C(=N2)C=CC4=CC=CC=C43.Cl,Inactive,18,,,18.5
140,121285347,51360683,CN1C=CC2=C1C3=C(C=C2C4=CC(=CC=C4)OC)C5CCC3C5,Inactive,10,,,10.1
141,121285337,51360673,CN1C=CC2=C1C3=C(C=C2C4=CC=C(C=C4)F)C5CCC3C5,Inactive,4,,,3.7
142,57261376,16308471,C1CCC(C1)CCC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)Br,Inactive,3,,,2.5
143,121285351,51360687,CN1C=CC2=C1C3=C(C=C2C4=CC(=C(C=C4)OC)OC)C5CCC3C5,Inactive,14,,,13.6
144,57260706,2689731,CC1=C(C(=CC=C1)C(=O)OCC(=O)C2=C(NC3=CC=CC=C32)C)O,Inactive,0,,,0.5
145,121285340,51360676,CN1C=CC2=C1C3=C(C=C2C4=CN=CC5=CC=CC=C54)C6CCC3C6,Inactive,10,,,10.1
146,7971255,4610985,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3CCCC3,Inactive,4,,,4.2
147,121285349,51360685,CN1C=CC2=C1C3=C(C=C2C4=CC=C(C=C4)OC)C5CCC3C5,Inactive,2,,,2
148,57256009,3471007,C1=CC=C(C=C1)OCC(=O)OCC(=O)C2=CNC3=CC=CC=C32,Inactive,1,,,0.8
149,121285346,51360682,CN1C=CC2=C1C3=C(C=C2C4=CC=C(C=C4)C(=O)N)C5CCC3C5,Inactive,1,,,1.2
