PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103721442,46228096,CCOC1=C(C=NN(C1=O)C2=CC=CC=C2)SSC,Active,,,,0.4,Ki,=,400,nM
2,103721443,46228097,CCOC1=C(C=NN(C1=O)C2=CC=CC=C2)SSC3=CC=CC=N3,Active,,,,0.03,Ki,=,30,nM
3,103721494,604064,CC1=C(C(=O)N(N1)C2=CC=CC=C2)C=NC3=CC=C(C=C3)[N+](=O)[O-],Active,,,,0.3,Ki,=,300,nM
4,103721562,757809,CCOC1=C(C=NN(C1=O)C2=CC=CC=C2)S,Active,,,,0.2,Ki,=,200,nM
5,103721601,757009,CCSC1=C(C=NN(C1=O)C2=CC=CC=C2)S,Active,,,,1.4,Ki,=,1400,nM
