PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103315754,10360553,CCCCCCCCCCCCCCOC1=CC=CC(=C1C(=O)O)O,Active,,,,1.5,IC50,=,1500,nM
2,103462748,11305096,C1=CC=C(C=C1)C2=CC(=CC=C2)C3=C[N+](=CC=C3)CC(O)(P(=O)(O)O)P(=O)(O)[O-],Active,,,,1.2,IC50,=,1200,nM
3,103567707,16122553,C1=CC=C2C(=C1)C3=C(O2)C(=CC=C3)C4=CC=CC(=C4)CC(O)(P(=O)(O)O)P(=O)(O)O,Active,,,,1.1,IC50,=,1100,nM
4,103604588,25023874,CC(C)CCCC(C)CCOC1=C[N+](=CC=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Active,,,,0.1,IC50,=,100,nM
5,103604649,25014899,CCCCCCCCCCOC1=C[N+](=CC=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Active,,,,0.11,IC50,=,110,nM
6,440161951,155542539,CCCCCCCCOC1=CC=CC(=C1)C(=O)NC2=C(C=C(C=C2)F)C(=O)O,Active,,,,3.2,IC50,=,3200,nM
7,440187905,155552918,CC(C)CCCC(C)CCOC1=CC(=NC=C1)NC(P(=O)(O)O)P(=O)(O)O,Active,,,,5.3,IC50,=,5300,nM
8,440226908,155568321,CC(C)CCCC(C)CCOC1=CC=CC(=N1)NCC(P(=O)(O)O)P(=O)(O)O,Active,,,,5.4,IC50,=,5400,nM
