PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103293149,71166,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NC3=CC4=C(C=C(N=C4C=C3)C)N)N,Active,,,,3.2,IC50,=,3200,nM
2,103293419,15133398,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCC3=CC=CC=C3)N,Unspecified,,,,100,IC50,>,100000,nM
3,194138724,73056771,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CC3=CC=CC=C3Cl)N,Unspecified,,,,100,IC50,>,100000,nM
4,194138725,59079459,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NC3=CC=C(C=C3)OC)N,Unspecified,,,,100,IC50,>,100000,nM
5,194138726,73055603,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NC3=CC=C(C=C3)F)N,Unspecified,,,,95,IC50,=,95000,nM
6,194138727,73055607,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NCC3=CC=CC=C3OC)N,Unspecified,,,,100,IC50,>,100000,nM
7,194138728,73055303,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCC3=CC=CC=C3OC(=O)C4=CC=CC=C4)N,Unspecified,,,,100,IC50,>,100000,nM
8,194138729,73056474,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCC3=C(C=CC(=C3)Cl)OC)N,Unspecified,,,,100,IC50,>,100000,nM
9,194138732,73054452,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC=CC(=C3)C(=O)C4=CC=CC=C4)N,Unspecified,,,,73,IC50,=,73000,nM
10,194138733,73054453,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CN=CC=C3)N,Unspecified,,,,100,IC50,>,100000,nM
11,194138734,73054735,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC=C(C=C3)C4=CC=CC=C4)N,Unspecified,,,,48,IC50,=,48000,nM
12,194145674,73056772,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCCC3=CC=CC=C3OC)N,Unspecified,,,,100,IC50,>,100000,nM
13,194145675,73056775,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCC3=C(C=CS3)OC)N,Unspecified,,,,100,IC50,>,100000,nM
14,194145676,73055606,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NCC3=CC=CC=C3Cl)N,Unspecified,,,,61,IC50,=,61000,nM
15,194145677,73055014,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC=CC(=C3)C4=CC=C(C=C4)N(C)C)N,Unspecified,,,,17,IC50,=,17000,nM
16,194145678,73055015,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)/C=C/C3=CC=C(C=C3)OC)N,Unspecified,,,,55,IC50,=,55000,nM
17,194145679,73055907,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC=CC(=C3)C4=CC5=CC=CC=C5N=C4)N,Active,,,,5.7,IC50,=,5700,nM
18,194145680,73056180,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC=CC(=C3)C4=C5C=CC=NC5=CC=C4)N,Unspecified,,,,33,IC50,=,33000,nM
19,194145681,73055300,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCC3=CC(=CC=C3)OC)N,Unspecified,,,,100,IC50,>,100000,nM
20,194145682,73055302,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCC3=C(C(=CC=C3)OC)OC)N,Unspecified,,,,100,IC50,>,100000,nM
21,194145683,73055304,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCC3=CC=CC=C3Cl)N,Unspecified,,,,100,IC50,>,100000,nM
22,194145684,73054731,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC4=CC=CC=C4C=N3)N,Unspecified,,,,52,IC50,=,52000,nM
23,194145685,73055013,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC=C(C=C3)C4=CC5=C(C=C4)N=CC=C5)N,Active,,,,1.6,IC50,=,1600,nM
24,194152517,73056774,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCC3=C(C=CN=C3)OC)N,Unspecified,,,,50,IC50,>,50000,nM
25,194152518,73055305,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NC3=CC4=C(C=C3)OCO4)N,Unspecified,,,,100,IC50,>,100000,nM
26,194152519,73055605,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NC3=CC=C(C=C3)C(=O)C4=CC=CC=C4)N,Unspecified,,,,26,IC50,=,26000,nM
27,194152520,234080,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CC3=CC=CC=C3)N,Unspecified,,,,100,IC50,>,100000,nM
28,194152521,73055017,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CC3=CC4=C(C=C3)OCO4)N,Unspecified,,,,100,IC50,>,100000,nM
29,194152522,73055018,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCC3=CC=CC=C3OC)N,Active,,,,3,IC50,=,3000,nM
30,194152523,73055903,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC=C(C=C3)C4=CN=CC5=CC=CC=C54)N,Unspecified,,,,13,IC50,=,13000,nM
31,194152524,73056182,CC1=CC=CC=C1CCC(=O)NC2=CC3=C(C=C(N=C3C=C2)C)N,Unspecified,,,,100,IC50,>,100000,nM
32,194152525,73056183,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCC3=CC=CC=C3C(F)(F)F)N,Unspecified,,,,38,IC50,=,38000,nM
33,194159452,73055602,CCOC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC3=C(C=C(N=C3C=C2)C)N,Unspecified,,,,87,IC50,=,87000,nM
34,194159453,73055604,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NC3=CC=C(C=C3)C(C)C)N,Unspecified,,,,83,IC50,=,83000,nM
35,194159454,73055904,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC=C(C=C3)C4=C5C=CC=NC5=CC=C4)N,Active,,,,10,IC50,=,10000,nM
36,194159455,73056181,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC=CC(=C3)C4=CC=CC5=C4N=CC=C5)N,Unspecified,,,,36,IC50,=,36000,nM
37,194159456,73054733,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC4=CC=CC=C4O3)N,Unspecified,,,,90,IC50,=,90000,nM
38,194159457,73054734,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC4=C(N3)C=CC(=C4)OC)N,Unspecified,,,,44,IC50,=,44000,nM
39,194166462,73056773,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCC3=C(N=CC=C3)OC)N,Unspecified,,,,41,IC50,=,41000,nM
40,194166463,73055306,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NC3=CC=C(C=C3)C4=CC=CC=C4)N,Unspecified,,,,79,IC50,=,79000,nM
41,194166464,73055016,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)COC3=CC=C(C=C3)OCC4=CC=CC=C4)N,Unspecified,,,,33,IC50,=,33000,nM
42,194166465,73055905,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC=C(C=C3)C4=CC=CC5=C4N=CC=C5)N,Unspecified,,,,11,IC50,=,11000,nM
43,194166466,73055906,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC=CC(=C3)C4=CC5=C(C=C4)N=CC=C5)N,Active,,,,4.6,IC50,=,4600,nM
44,194166467,73056185,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)/C=C/C3=CC=CC=C3OC)N,Unspecified,,,,46,IC50,=,46000,nM
45,194166468,73056477,CCOC1=CC=CC=C1CCC(=O)NC2=CC3=C(C=C(N=C3C=C2)C)N,Unspecified,,,,100,IC50,>,100000,nM
46,194166469,73056478,CCCOC1=CC=CC=C1CCC(=O)NC2=CC3=C(C=C(N=C3C=C2)C)N,Unspecified,,,,100,IC50,>,100000,nM
47,194173299,73055902,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC=C(C=C3)C4=CC5=CC=CC=C5N=C4)N,Active,,,,3,IC50,=,3000,nM
48,194173300,73056473,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCC3=C(C=CC(=C3)Br)OC)N,Unspecified,,,,100,IC50,>,100000,nM
49,194173301,73054451,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC=C(C=C3)OC4=CC=CC=C4)N,Unspecified,,,,70,IC50,=,70000,nM
50,194173302,73054455,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=CC(=CC=C3)N(C)C)N,Unspecified,,,,100,IC50,>,100000,nM
51,194173303,73054732,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C3=NC4=CC=CC=C4C=C3)N,Unspecified,,,,81,IC50,=,81000,nM
52,194180163,73055301,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCC3=C(C=CC(=C3)OC)OC)N,Unspecified,,,,100,IC50,>,100000,nM
