PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,ACTIVITY_TYPE,EC50_MICROM,EC50_95CI_LOW,EC50_95CI_HIGH,LOGEC50,STD_LOGEC50,HILLSLOPE,STD_HILLSLOPE,TOP,STD_TOP,RSQR ,N_POINTS,%Inhibition_0.008uM,%Inhibition_0.023uM,%Inhibition_0.069uM,%Inhibition_0.206uM,%Inhibition_0.617uM,%Inhibition_1.85uM,%Inhibition_5.56uM,%Inhibition_16.7uM,%Inhibition_50uM
27,134964715,2729179,CC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.6,0.4,-1.8,-0.4,-0.2,-0.1,-0.2,1.1,1
28,134964716,626614,C1=CC=C(C=C1)C2=CC(=NN2C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.7,-0.1,0,-0.8,-0.4,0.2,0.2,-0.3,-0.9
29,134964717,3502585,C1COCCN1C(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,0.4,0,0.3,0.9,1.1,3.1,8.6,17.7,40
30,134964718,2841394,C1C(N(N=C1C2=CC=CC=C2)C3=CC(=CC=C3)Cl)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.6,1.1,-0.6,-0.6,0.8,0.1,-0.1,0.2,1.8
31,134964719,2827281,C1C(N(N=C1C2=CC=CC=C2)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4,Active,99,,,=,0.3,0.2,0.6,-0.513,0.117,1.852,0.791,31.3,,0.943,8,0.6,1.4,7.5,17.5,32.2,36.7,28.3,26.7,
32,134964720,349866,COC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,1.6,0.7,1.7,0.8,0.8,1,0.7,1,2
33,134964721,5057683,C1C(N(N=C1C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4F,Inactive,0,,,>,20,,,,,,,,,,9,-0.8,0,1.4,1.8,1.4,1.1,1.4,3,3.8
34,134964722,2841273,CC1=CC=C(C=C1)N2C(CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.7,0.8,1,0,0.1,-0.1,0.6,0,0.6
35,134964723,349865,COC1=CC=C(C=C1)C2CC(=NN2C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.8,0.3,0.3,1.1,0.1,0.9,0.9,0.5,1.6
36,134964724,561651,C1C(N(N=C1C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CO4,Inactive,0,,,>,20,,,,,,,,,,9,-0.2,-0.3,0.1,-0.3,-1,-0.6,-0.9,0.4,-1.2
37,134964725,3297919,C1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=CC=C4)C5=CC=C(C=C5)Cl,Active,95,,,=,1,0.7,1.3,-0.019,0.055,0.923,0.087,83.4,,0.995,9,0.3,4.3,11.7,29.1,44,63.4,80.3,78.8,81.1
38,134964726,3411472,C1=CC=C(C=C1)CNC(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,-0.5,-1.4,-0.6,0.2,1.1,2.9,3.3,6.2,7.8
39,134964727,3411556,C1CCC(CC1)NC(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,0.5,0.2,-0.4,0.8,2.7,3.3,2.7,4.1,4.1
40,134964728,3284345,CN(C)C1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-1.6,-0.8,-0.3,-0.7,0.9,0.1,0,0.6,0.8
41,134964729,2834912,C1C(N(N=C1C2=CC=C(C=C2)Cl)C3=CC=CC=C3)C4=CC=CO4,Inactive,0,,,>,20,,,,,,,,,,9,1.3,-0.3,0.3,0.4,0.3,0,0.1,1.4,2.2
42,134964730,3411564,C1CC1NC(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,-1.2,0.8,0.2,-0.1,0.8,0.4,1.7,2.6,2.4
43,134964731,5056211,COC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Active,80,,,=,4,2.9,5.5,0.605,0.056,0.795,0.053,89.2,,0.998,9,-0.3,1.6,4.1,13.2,25.4,43.4,62.6,72.2,84.6
44,134964732,16424118,CC1=CSC(=N1)N2C(CC(=N2)C3=CC=C(C=C3)OC)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,1.1,0,-0.4,0.1,-0.1,0.5,-0.7,0,-0.6
45,134964733,50743789,CC1=CC=CC=C1C2=NN(C(C2)C3=CC=CC=C3)C4=NC(=CS4)C,Inactive,0,,,>,20,,,,,,,,,,9,0.4,0.7,-0.4,0.4,0.4,1.7,0.1,0.9,0.6
46,134964734,1255814,CC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Active,93,,,=,1.5,1.3,1.7,0.178,0.023,0.965,0.039,96.1,,0.999,9,1.5,3.3,9.9,21.9,41.8,67.8,85,92.6,92.6
47,134964735,17587912,CC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CC=C3)C4=NC(=CS4)C,Inactive,0,,,>,20,,,,,,,,,,9,0.3,1.1,0.5,-0.3,0.1,0.7,0.6,0.5,-0.3
48,135383771,2214213,C1COCCN1C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Active,71,,,=,5.8,4.2,8,0.766,0.057,1.054,0.105,79.6,,0.996,9,-2.2,0.8,0.9,6.7,13.5,29.5,51.5,72.2,73.6
49,135383772,1299052,C1CC1NC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Active,93,,,=,1.5,1,2.2,0.175,0.066,1.104,0.152,67,,0.991,9,3.4,1.2,6.9,14.8,25.8,51.4,62.9,61.8,66.8
50,135383773,2858748,CC1=C(SC(=N1)N2C(CC(=N2)C3=CC=CS3)C4=CC(=C(C=C4)OC)OC)C(=O)C.Cl,Active,63,,,=,7.5,4.2,13.5,0.878,0.103,0.911,0.126,90.4,,0.992,9,-0.3,0.5,1.4,5,14.8,34.3,47.8,76.6,80.7
51,135642936,4129168,CC1=CC2=CC=CC=C2N1CCNC(=O)COC3=CC=CC=C3,Inactive,0,,,>,20,,,,,,,,,,9,-3.5,-1.1,-1.2,0.2,-0.7,-1.6,-0.2,-1.9,-2.9
52,135642937,3335282,CC1=CC2=CC=CC=C2N1CCNC(=O)C(C)C,Inactive,0,,,>,20,,,,,,,,,,9,-0.8,0.3,-1.3,-0.1,0.3,-1.8,-1.2,0.1,-3.7
53,135642938,4293343,CC1=CC2=CC=CC=C2N1CCNC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCCCC4,Inactive,0,,,>,20,,,,,,,,,,9,-0.1,-1.7,0.6,-0.4,0.8,-0.1,3.7,-3.1,-5.1
54,135642939,256073,C1=CC=C(C=C1)CC(=O)C2=CC=CC=N2,Inactive,0,,,>,20,,,,,,,,,,9,0.1,-0.5,-0.3,1.2,1.3,2.5,3,7.8,19.3
55,135642940,3626685,CC1=CC2=CC=CC=C2N1CCNC(=O)CC3=CC=CC=C3,Inactive,0,,,>,20,,,,,,,,,,9,0.5,0.4,0.4,0.8,1.2,3.2,4.2,8.3,15.8
56,135642941,4464849,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=C(ON=C3C4=CC=CC=C4Cl)C,Inactive,0,,,>,20,,,,,,,,,,9,0.3,0.9,0.5,0.7,-0.8,1.8,-1,4.1,-0.3
