PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103341229,5286524,COC1=CC=C(C=C1)/C=C(\C#N)/C2=NC3=CC=CC=C3N2,Unspecified,,,,100,IC50,>,100000,nM,
2,103341770,5334847,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CC=CS3)/C#N,Unspecified,,,,100,IC50,>,100000,nM,
3,103341772,5738327,CC1=CC=C(S1)/C=C(\C#N)/C2=NC3=CC=CC=C3N2,Unspecified,,,,100,IC50,>,100000,nM,
4,136923202,5738908,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CC(=CC=C3)I)/C#N,Unspecified,,,,100,IC50,>,100000,nM,
5,136926444,135457658,COC1=C(C(=CC(=C1)/C=C(\C#N)/C2=NC3=CC=CC=C3N2)Cl)O,Unspecified,,,,100,IC50,>,100000,nM,
6,136926445,136042247,COC1=C(C(=CC(=C1)C2=CC=C(C=C2)/C=C(\C#N)/C3=NC4=CC=CC=C4N3)Br)O,Unspecified,,,,100,IC50,>,100000,nM,
7,136926446,5754107,COC1=CC(=CC(=C1OC)OC)/C=C(\C#N)/C2=NC3=CC=CC=C3N2,Unspecified,,,,100,IC50,>,100000,nM,
8,136926447,57393299,C1=CC=C(C=C1)C2=CC(=C(N=C2)Cl)/C=C(\C#N)/C3=NC4=CC=CC=C4N3,Unspecified,,,,100,IC50,>,100000,nM,
9,136926448,57393300,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=C(N=CN=C3Cl)Cl)/C#N,Unspecified,,,,100,IC50,>,100000,nM,
10,136929562,57395004,C1=CC=C2C(=C1)N=C(S2)/C(=C/C3=CC=C(S3)C4=CC=CS4)/C#N,Unspecified,,,,100,IC50,>,100000,nM,
11,136929563,57395005,C1=CC=C2C(=C1)N=C(O2)/C(=C/C3=CC=C(S3)C4=CC=CS4)/C#N,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
12,136929615,5931873,COC1=C(C=C(C=C1)/C=C(\C#N)/C2=NC3=CC=CC=C3N2)Br,Unspecified,,,,100,IC50,>,100000,nM,
13,136929616,57395030,CC1=C(SC(=C1)/C=C(\C#N)/C2=NC3=CC=CC=C3N2)C,Unspecified,,,,100,IC50,>,100000,nM,
14,136932849,57396753,C1=CC=C2C(=C1)C=C(N2)/C(=C/C3=CC=C(S3)C4=CC=CS4)/C#N,Unspecified,,,,100,IC50,>,100000,nM,
15,136936251,57398522,C1=CC=C2C(=C1)C=CC(=N2)/C(=C/C3=CC=C(S3)C4=CC=CS4)/C#N,Unspecified,,,,100,IC50,>,100000,nM,
16,136936304,5765823,COC1=C(C=C(C=C1)/C=C(\C#N)/C2=NC3=CC=CC=C3N2)Cl,Unspecified,,,,100,IC50,>,100000,nM,
17,136936305,5289928,COC1=C(C=C(C=C1)/C=C(\C#N)/C2=NC3=CC=CC=C3N2)OC,Unspecified,,,,100,IC50,>,100000,nM,
18,136936307,50943152,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CC=C(S3)C4=CC=CO4)/C#N,Unspecified,,,,100,IC50,>,100000,nM,
19,136939390,57400191,CN1C2=CC=CC=C2[N+](=C1/C(=C/C3=CC=C(S3)C4=CC=CS4)/C#N)C.[I-],Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
20,136939444,57400217,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CC=C(O3)C4=CC=CS4)/C#N,Unspecified,,,,100,IC50,>,100000,nM,
21,136942645,5915017,C1=CC=C(C=C1)C2=CC=C(C=C2)/C=C(\C#N)/C3=NC4=CC=CC=C4N3,Unspecified,,,,100,IC50,>,100000,nM,
22,136942646,57402018,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CC=C(C=C3)C4=NC=CN4)/C#N,Unspecified,,,,100,IC50,>,100000,nM,
23,136942647,57402019,CC1=C(SC2=CC=CC=C12)/C=C(\C#N)/C3=NC4=CC=CC=C4N3,Unspecified,,,,100,IC50,>,100000,nM,
24,136942648,136042248,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CNC4=C3C(=CC=C4)[N+](=O)[O-])/C#N,Unspecified,,,,100,IC50,>,100000,nM,
25,136942649,136042249,C1=CC=C2C(=C1)C=CC3=C2NC=C3/C=C(\C#N)/C4=NC5=CC=CC=C5N4,Unspecified,,,,100,IC50,>,100000,nM,
26,136945884,5941957,COC1=C(C=C(C=C1)/C=C(\C#N)/C2=NC3=CC=CC=C3N2)I,Unspecified,,,,74,IC50,=,74000,nM,
27,136945885,40669841,COC1=C(C=C(C=C1)/C=C(\C#N)/C2=NC3=CC=CC=C3N2)F,Unspecified,,,,100,IC50,>,100000,nM,
28,136945886,50943150,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CC=C(S3)C4=CC=CS4)/C#N,Unspecified,,,,100,IC50,>,100000,nM,
