PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value
RESULT_TYPE,,,,,,,,STRING,STRING,FLOAT
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM
1,103604588,25023874,CC(C)CCCC(C)CCOC1=C[N+](=CC=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-5.82
2,440109255,155510356,CC(C)CCCC(C)CCOC1=C[N+](=CC=C1)CC(O)(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-6.25
3,440109879,155510599,CC(C)CCCC(C)CCOC1=CC=[N+](C=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-5.82
4,440155962,155539992,CC(C)CCCC(C)CCCC1=NC(=CC=C1)NCC(P(=O)(O)O)P(=O)(O)O,Unspecified,,,,LogD,=,-2
5,440156377,155540169,CC(C)CCCC(C)C1=CN=C(S1)NCC(P(=O)(O)O)P(=O)(O)O,Unspecified,,,,LogD,=,-2.96
6,440157880,155540874,CC(C)CCCC(C)CCOC1=CC(=NC=C1)NCC(P(=O)(O)O)P(=O)(O)O,Unspecified,,,,LogD,=,-2.31
7,440158094,155540956,CCCCCCCCCCCCCC1=C[N+](=CC=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-3.65
8,440161068,155542175,CC(C)CCCC(C)CCCC1=C[N+](=CC=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-4.71
9,440166327,155544285,CC(C)CCCC(C)CCCN1C=C[N+](=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-5.65
10,440167197,155544647,CC(C)CCCC(C)CCCC(C)CCOC1=C[N+](=CC=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-3.48
11,440168544,155545160,CC(C)CCCC(C)CCSC1=CC=[N+](C=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-5.08
12,440175498,155547938,CC(C)CCCC(C)CCC1=CN=C(S1)NCC(P(=O)(O)O)P(=O)(O)O,Unspecified,,,,LogD,=,-2.12
13,440176588,155548374,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC1=C[N+](=CC=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-1.85
14,440187905,155552918,CC(C)CCCC(C)CCOC1=CC(=NC=C1)NC(P(=O)(O)O)P(=O)(O)O,Unspecified,,,,LogD,=,-1.63
15,440188275,155553056,CCCCCCCCCCCC1=C[N+](=CC=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-4.07
16,440189141,155553387,CC(C)CCCC(C)CCOC1=NC=CC(=C1)NCC(P(=O)(O)O)P(=O)(O)O,Unspecified,,,,LogD,=,-3.1
17,440196361,155556240,CC(C)CCCC(C)CCNC1=C[N+](=CC=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-6.07
18,440206219,155560164,CC(C)CCCC(C)CCN1C=C[N+](=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-6.07
19,440207656,155560754,CC(C)CCCC(C)CCSC1=C[N+](=CC=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-5.09
20,440207678,132014663,C1=CSC(=N1)NCC(P(=O)(O)O)P(=O)(O)O,Unspecified,,,,LogD,=,-6.35
21,440212245,155562529,CC(C)CCCC(C)CCC1=CSC(=N1)NCC(P(=O)(O)O)P(=O)(O)O,Unspecified,,,,LogD,=,-2.36
22,440213399,155562995,CC(C)CCOC1=C[N+](=CC=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-7.81
23,440215252,155563757,CC(C)CCCC(C)CCCC1=CC=[N+](C=C1)CC(P(=O)(O)O)P(=O)(O)[O-],Unspecified,,,,LogD,=,-4.71
24,440226908,155568321,CC(C)CCCC(C)CCOC1=CC=CC(=N1)NCC(P(=O)(O)O)P(=O)(O)O,Unspecified,,,,LogD,=,-2.24
