PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103222736,5564,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,Active,,,,0.5,IC50,=,500,nM
2,103564273,54724181,C1=CC=C(C=C1)CN2C=CC(=CC2=O)O,Unspecified,,,,100,IC50,>,100000,nM
3,103564275,54736914,COC1=CC=C(C=C1)CN2C=CC(=CC2=O)O,Unspecified,,,,100,IC50,>,100000,nM
4,103564648,44449500,C1=CC(=C(C=C1Cl)Cl)OC2=[N+](C=C(C=C2)Cl)[O-],Unspecified,,,,21.4,IC50,=,21400,nM
5,103564691,44449526,COC1=CC=C(C(=O)N1)OC2=C(C=C(C=C2)Cl)Cl,Unspecified,,,,23.7,IC50,=,23700,nM
6,103564692,44449527,COC1=[N+](C=C(C=C1)OC2=CC=CC=C2Cl)[O-],Unspecified,,,,100,IC50,>,100000,nM
7,103564694,25167902,C1=CC=C(C=C1)CC2=CC=C(NC2=O)OCC3=CC=CC=C3,Active,,,,0.7,IC50,=,700,nM
8,103564695,44449528,COC1=CC=C(C(=O)N1)OC2=CC=CC=C2Cl,Unspecified,,,,18.8,IC50,=,18800,nM
9,103564696,44449529,CCOC(=O)C1=NOC(=C1)CN2C=CC(=CC2=O)OCC3=CC=CC=C3,Unspecified,,,,100,IC50,>,100000,nM
10,103564748,44449559,CC(=O)NC1=CC(=C(C=C1)CN2C=CC(=CC2=O)OCC3=CC=CC=C3)Cl,Active,,,,1.8,IC50,=,1800,nM
11,103564749,44449560,C#CCN1C=CC(=CC1=O)OCC2=CC=CC=C2,Unspecified,,,,100,IC50,>,100000,nM
12,103564750,25167901,C1=CC=C(C=C1)COC2=CC(=O)N(C=C2)CC3=C(C=C(C=C3)N)Cl,Active,,,,0.8,IC50,=,800,nM
13,103564752,44449562,C1=CC=C(C=C1)COC2=CC(=O)N(C=C2)CC3=C(C=C(C=C3)[N+](=O)[O-])Cl,Active,,,,3.7,IC50,=,3700,nM
14,103564805,44449593,C1=CC=C(C=C1)COC2=CC(=O)N(C=C2)CC3=C(C=C(C=C3)C(=O)O)Cl,Unspecified,,,,23.8,IC50,=,23800,nM
15,103564807,44449594,C1=CC=C(C=C1)COC2=CC(=O)N(C=C2)CC3=C(C=C(C=C3)C#N)Cl,Active,,,,7,IC50,=,7000,nM
16,103564808,44449595,C1=CC=C(C=C1)COC2=CC(=O)N(C=C2)CC3=C(C=C(C=C3)C(=O)N)Cl,Active,,,,3.6,IC50,=,3600,nM
17,103564863,44449629,C1=CC=C(C(=C1)CN2C=CC(=CC2=O)OCCCN3C4=CC=CC=C4N=N3)Cl,Active,,,,1.6,IC50,=,1600,nM
18,103564864,44449630,C1=CC=C(C(=C1)CN2C=CC(=CC2=O)OCCCN3C=CN=C3)Cl,Unspecified,,,,28,IC50,=,28000,nM
19,103564865,44449631,C1=CC=C2C(=C1)C=CN2CCCOC3=CC(=O)N(C=C3)CC4=CC=CC=C4Cl,Active,,,,0.8,IC50,=,800,nM
20,103564908,44449659,C1=CC=C(C=C1)CN2C=CC(=CC2=O)OCCCN3C4=CC=CC=C4C5=CC=CC=C53,Unspecified,,,,100,IC50,>,100000,nM
21,103564909,44449660,C1=CC=C(C(=C1)CN2C=CC(=CC2=O)OCCCN3C4=CC=CC=C4C5=CC=CC=C53)Cl,Unspecified,,,,6,IC50,>,6000,nM
22,103564910,44449661,COC1=CC=C(C=C1)CN2C=CC(=CC2=O)OCCCN3C4=CC=CC=C4C5=CC=CC=C53,Unspecified,,,,3,IC50,>,3000,nM
23,103564912,44449663,C1=CC=C2C=C(C=CC2=C1)COC3=CC(=O)N(C=C3)CC4=CC=CC=C4Cl,Active,,,,1.1,IC50,=,1100,nM
24,103564958,44449699,C1=CC=C2C(=C1)C=CC=C2COC3=CC(=O)N(C=C3)CC4=CC=CC=C4Cl,Active,,,,1.5,IC50,=,1500,nM
25,103564960,44449701,C1=CC=C(C(=C1)CN2C=CC(=CC2=O)OCC3=CC=C(C=C3)C#N)Cl,Active,,,,2.7,IC50,=,2700,nM
26,103565012,16046253,C1=CC=C(C=C1)COC2=CC(=O)N(C=C2)CC3=CC=CC=C3Cl,Active,,,,1.5,IC50,=,1500,nM
27,103565015,54734085,C1=CC(=CC=C1CN2C=CC(=CC2=O)O)O,Unspecified,,,,100,IC50,>,100000,nM
28,103565016,10193032,C1=CC=C(C=C1)CN2C=CC(=CC2=O)OCC3=CC=CC=C3,Active,,,,6.8,IC50,=,6800,nM
