PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,123088471,25134297,CC1=C(C=CC(=C1)CCCN(C)CC[C@@H](C[C@H](C2=CC=C(C=C2)F)OC)C(=O)NO)F,Active,,,,0.011,Ki,=,11,nM
2,123095427,25007684,CC1=CC(=CC(=C1F)C)N[C@H](CCCCNCC2=CC(=C(C=C2)F)C)C(=O)NO,Active,,,,5e-05,Ki,=,0.05,nM
3,123095662,24871537,CC1=CC(=CC(=C1F)C)N[C@H](CCCCNCC2=CC=C(C=C2)F)C(=O)NO,Active,,,,0.00024,Ki,=,0.24,nM
4,123097853,52948249,CC1=CC(=CC(=C1F)C)N[C@H](CCCCNCCC2=CC=C(C=C2)F)C(=O)NO,Active,,,,0.0021,Ki,=,2.1,nM
5,123100172,52949512,CC1=CC(=CC(=C1F)C)N[C@H](CCCCNCCCC2=CC=C(C=C2)F)C(=O)NO,Active,,,,0.0022,Ki,=,2.2,nM
6,123100290,52949570,CC1=CC(=CC(=C1F)C)N[C@H](CCCCNCC2=CC=C(C=C2)Cl)C(=O)NO,Active,,,,0.001,Ki,=,1,nM
7,131271913,54579980,CC1=C(C=CC(=C1)CNCCCC[C@@H](C[C@H](C2=CC=C(C=C2)F)OC)C(=O)NO)F,Active,,,,0.0015,Ki,=,1.5,nM
8,131273056,54580455,CC1=C(C=CC(=C1)CNCCCC[C@@H](C[C@H](C2=CC(=C(C=C2)F)C)OC)C(=O)NO)F,Active,,,,0.0013,Ki,=,1.3,nM
9,131273882,54580973,CC1=CC(=CC(=C1F)C)O[C@H](CCCCNCC2=CC=C(C=C2)F)C(=O)NO,Active,,,,0.0012,Ki,=,1.2,nM
10,131273883,54580974,CC1=C(C=CC(=C1)[C@@H](C[C@H](CCCCNCC2=CC=C(C=C2)Cl)C(=O)NO)OC)F,Active,,,,0.0014,Ki,=,1.4,nM
11,131273976,54581015,CC1=C(C=CC(=C1)C[C@H](CCCCNCC2=CC=C(C=C2)Cl)C(=O)NO)F,Active,,,,0.00036,Ki,=,0.36,nM
12,131275933,54582019,CO[C@H](C[C@H](CCCCNCC1=CC=C(C=C1)F)C(=O)NO)C2=CC=C(C=C2)F,Active,,,,0.00058,Ki,=,0.58,nM
13,131275934,54582020,CC1=C(C=CC(=C1)[C@@H](C[C@H](CCCCNCC2=CC=C(C=C2)F)C(=O)NO)OC)F,Active,,,,0.00093,Ki,=,0.93,nM
14,131276019,54582048,CC1=C(C=CC(=C1)C[C@H](CCCCNCC2=CC=C(C=C2)F)C(=O)NO)F,Active,,,,0.00025,Ki,=,0.25,nM
15,131276020,25007685,CC1=CC(=CC(=C1F)C)N[C@H](CCCCOCC2=CC(=C(C=C2)F)C)C(=O)NO,Active,,,,0.0304,Ki,=,30.4,nM
16,131276021,54582049,C1=CC(=CC=C1CNCCCC[C@H](C(=O)NO)NC2=CC(=C(C=C2)F)Cl)F,Active,,,,0.0038,Ki,=,3.8,nM
17,131277895,24990995,CC1=CC(=CC(=C1F)C)O[C@H](CCCCNCC2=CC(=C(C=C2)F)C)C(=O)NO,Active,,,,0.0024,Ki,=,2.4,nM
18,131277896,54582964,CC1=C(C=CC(=C1)N[C@H](CCCCNCC2=CC=C(C=C2)F)C(=O)NO)F,Active,,,,0.00081,Ki,=,0.81,nM
19,131277897,54582965,CC1=C(C=CC(=C1)N[C@H](CCCCNCC2=CC=C(C=C2)Cl)C(=O)NO)F,Active,,,,0.00068,Ki,=,0.68,nM
20,131277998,54582997,CC1=C(C=CC(=C1)O[C@H](CCCCNCC2=CC=C(C=C2)F)C(=O)NO)F,Active,,,,0.0011,Ki,=,1.1,nM
21,131277999,54582998,CC1=C(C=CC(=C1)C[C@H](CCCCNCC2=CC(=C(C=C2)F)C)C(=O)NO)F,Active,,,,0.0012,Ki,=,1.2,nM
22,131278000,54582999,CC1=CC(=CC(=C1F)C)O[C@H](CCCCNCC2=CC=C(C=C2)Cl)C(=O)NO,Active,,,,0.002,Ki,=,2,nM
23,131279977,54583957,CO[C@H](C[C@H](CCCCNCC1=CC=C(C=C1)Cl)C(=O)NO)C2=CC=C(C=C2)F,Active,,,,0.0012,Ki,=,1.2,nM
24,131280076,24873445,CC1=C(C=CC(=C1)CNCCCC[C@H](C(=O)NO)OC2=CC(=C(C=C2)F)C)F,Active,,,,0.003,Ki,=,3,nM
25,131280077,54584000,CC1=C(C=CC(=C1)O[C@H](CCCCNCC2=CC=C(C=C2)Cl)C(=O)NO)F,Active,,,,0.00075,Ki,=,0.75,nM
26,131280078,54584001,CC1=CC(=CC(=C1F)C)C[C@H](CCCCOCC2=CC(=C(C=C2)F)C)C(=O)NO,Active,,,,0.025,Ki,=,25,nM
27,131280079,54584002,CO[C@H](C[C@H](CCCCCNCCC1=CC=C(C=C1)F)C(=O)NO)C2=CC=C(C=C2)F,Active,,,,0.005,Ki,=,5,nM
28,131281971,25164605,CO[C@H](C[C@H](CCCCNCCC1=CC=C(C=C1)F)C(=O)NO)C2=CC=C(C=C2)F,Active,,,,0.0011,Ki,=,1.1,nM
29,131281972,25007687,CC1=C(C=CC(=C1)CNCCCC[C@H](C(=O)NO)NC2=CC(=C(C=C2)F)C)F,Active,,,,0.00062,Ki,=,0.62,nM
30,131283958,24991002,CC1=CC(=CC(=C1F)C)C[C@H](CCCCNCC2=CC=C(C=C2)Cl)C(=O)NO,Active,,,,0.00071,Ki,=,0.71,nM
31,131283959,24991001,CC1=CC(=CC(=C1F)C)C[C@H](CCCCNCC2=CC(=C(C=C2)F)C)C(=O)NO,Active,,,,0.00039,Ki,=,0.39,nM
32,131283960,24991363,CC1=CC(=CC(=C1F)C)C[C@H](CCCCNCCC2=CC=C(C=C2)F)C(=O)NO,Active,,,,0.0095,Ki,=,9.5,nM
33,131284047,54585907,CC1=CC(=CC(=C1F)C)C[C@H](CCCCCCC2=CC(=C(C=C2)F)C)C(=O)NO,Active,,,,0.577,Ki,=,577,nM
34,131285948,54586836,CC1=CC(=CC(=C1F)C)O[C@H](CCCCNCCC2=CC=C(C=C2)F)C(=O)NO,Active,,,,0.0046,Ki,=,4.6,nM
35,131285949,24871655,CC1=CC(=CC(=C1F)C)C[C@H](CCCCNCC2=CC=C(C=C2)F)C(=O)NO,Active,,,,0.00013,Ki,=,0.13,nM
36,131286047,25007686,CC1=CC(=CC(=C1F)C)N[C@H](CCCCCCC2=CC(=C(C=C2)F)C)C(=O)NO,Active,,,,0.273,Ki,=,273,nM
37,131286048,54586877,CO[C@H](C[C@H](CCCCCNCC1=CC=C(C=C1)F)C(=O)NO)C2=CC=C(C=C2)F,Active,,,,0.0046,Ki,=,4.6,nM
38,131286049,54586878,CC1=CC(=CC(=C1F)C)O[C@H](CCCCCNCC2=CC=C(C=C2)F)C(=O)NO,Active,,,,0.0031,Ki,=,3.1,nM
39,131286050,54586879,CC1=CC(=CC(=C1F)C)O[C@H](CCCCCNCCC2=CC=C(C=C2)F)C(=O)NO,Active,,,,0.0033,Ki,=,3.3,nM
