PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103518882,49797216,C(C[C@@H](CC(=O)NC[C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CNC([C@H](CCCN)N)O)CNC(=O)[C@H](CCCN)N)CNC(=O)[C@H](CCCN)N)CNC(=O)[C@H](CCCN)N)CNC(=O)[C@H](CCCN)N)CNC(=O)[C@H](CCCN)N)O)O)N)CN.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl,Unspecified,,,,25,IC50,>,25000,nM
2,103518893,49797217,C1=CC=C(C=C1)COC[C@@H](CC(=O)NC[C@@H]2[C@@H]3[C@@H]([C@H]([C@H](O2)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)O[C@@H]9[C@H](O[C@H](O3)[C@@H]([C@H]9O)O)CNC([C@H](COCC1=CC=CC=C1)N)O)CNC(=O)[C@H](COCC1=CC=CC=C1)N)CNC(=O)[C@H](COCC1=CC=CC=C1)N)CNC(=O)[C@H](COCC1=CC=CC=C1)N)CNC(=O)[C@H](COCC1=CC=CC=C1)N)CNC(=O)[C@H](COCC1=CC=CC=C1)N)O)O)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Unspecified,,,,25,IC50,>,25000,nM
3,103518901,49797218,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CNC(=O)[C@H](CO)N)CNC(=O)[C@H](CO)N)CNC(=O)[C@H](CO)N)CNC(=O)[C@H](CO)N)CNC(=O)[C@H](CO)N)CNC(=O)C[C@H](CO)N)O)O)NC([C@H](CO)N)O.Cl.Cl.Cl.Cl.Cl.Cl.Cl,Unspecified,,,,25,IC50,>,25000,nM
4,103518908,49797219,C1=CC=C(C=C1)CSC[C@@H](CC(=O)NC[C@@H]2[C@@H]3[C@@H]([C@H]([C@H](O2)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)O[C@@H]9[C@H](O[C@H](O3)[C@@H]([C@H]9O)O)CNC([C@H](CSCC1=CC=CC=C1)N)O)CNC(=O)[C@H](CSCC1=CC=CC=C1)N)CNC(=O)[C@H](CSCC1=CC=CC=C1)N)CNC(=O)[C@H](CSCC1=CC=CC=C1)N)CNC(=O)[C@H](CSCC1=CC=CC=C1)N)CNC(=O)[C@H](CSCC1=CC=CC=C1)N)O)O)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Unspecified,,,,25,IC50,>,25000,nM
5,103518910,49797220,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CNC(=O)[C@H](CS)N)CNC(=O)[C@H](CS)N)CNC(=O)[C@H](CS)N)CNC(=O)[C@H](CS)N)CNC(=O)[C@H](CS)N)CNC(=O)C[C@H](CS)N)O)O)NC([C@H](CS)N)O.Cl.Cl.Cl.Cl.Cl.Cl.Cl,Unspecified,,,,25,IC50,>,25000,nM
6,103679317,45265869,CC(C)(C)OC(=O)N[C@@H](CCCN)CC(=O)NC[C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CNC([C@H](CCCN)NC(=O)OC(C)(C)C)O)CNC(=O)[C@H](CCCN)NC(=O)OC(C)(C)C)CNC(=O)[C@H](CCCN)NC(=O)OC(C)(C)C)CNC(=O)[C@H](CCCN)NC(=O)OC(C)(C)C)CNC(=O)[C@H](CCCN)NC(=O)OC(C)(C)C)CNC(=O)[C@H](CCCN)NC(=O)OC(C)(C)C)O)O.Cl.Cl.Cl.Cl.Cl.Cl,Active,,,,3.5,IC50,=,3500,nM
