PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103479750,6539679,CC1=C(C=CC(=C1)S(=O)(=O)N[C@H](C)C(=O)NO)F,Active,,,,0.5,IC50,=,500,nM
2,318398048,92044070,CC1=C(C=CC(=C1)S(=O)(=O)N(C)[C@H](C)C(=O)NO)F,Active,,,,9.6,IC50,=,9600,nM
3,318398049,122196479,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC(=CC(=C2)F)F)[C@H](C)C(=O)NO)F,Active,,,,7,IC50,=,7000,nM
4,318398050,122196480,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)F)[C@H](C)C(=O)NO)F,Unspecified,,,,11,IC50,=,11000,nM
5,318398051,122196481,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=CC=C2F)[C@H](C)C(=O)NO)F,Active,,,,9.5,IC50,=,9500,nM
6,318398052,122196482,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=C(C=CC=C2F)F)[C@H](C)C(=O)NO)F,Unspecified,,,,13,IC50,=,13000,nM
7,318398053,122196483,CC1=C(C=CC(=C1)S(=O)(=O)N(CCOCC2=CC=CC=C2)[C@H](C)C(=O)NO)F,Unspecified,,,,14,IC50,=,14000,nM
8,318398054,122196484,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)CNC(=O)OC(C)(C)C)[C@H](C)C(=O)NO)F,Active,,,,3.4,IC50,=,3400,nM
9,318398055,122196485,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)CCNC(=O)OC(C)(C)C)[C@H](C)C(=O)NO)F,Active,,,,2.1,IC50,=,2100,nM
10,318398056,122196486,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCCCCC(=O)OC(C)(C)C)[C@H](C)C(=O)NO)F,Active,,,,3.2,IC50,=,3200,nM
11,318398057,122196487,CC1=C(C=CC(=C1)S(=O)(=O)N([C@H](C)C(=O)NO)C(C)C)F,Unspecified,,,,100,IC50,>,100000,nM
12,318398058,122196488,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)N)[C@H](C)C(=O)NO)F,Active,,,,6.4,IC50,=,6400,nM
13,318398059,122196489,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=CC(=C2)CN)[C@H](C)C(=O)NO)F.Cl,Active,,,,1.7,IC50,=,1700,nM
14,318398060,122196490,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)CCN)[C@H](C)C(=O)NO)F.Cl,Active,,,,1.2,IC50,=,1200,nM
15,318398061,122196492,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCCCN)[C@H](C)C(=O)NO)F.Cl,Active,,,,1.1,IC50,=,1100,nM
16,318398062,122196494,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCCN)[C@H](C)C(=O)NO)F.C(=O)(C(F)(F)F)O,Active,,,,1.3,IC50,=,1300,nM
17,318398063,122196496,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCN)[C@H](C)C(=O)NO)F.C(=O)(C(F)(F)F)O,Active,,,,1.8,IC50,=,1800,nM
18,318398064,122196498,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCN)[C@H](C)C(=O)NO)F.C(=O)(C(F)(F)F)O,Active,,,,3.7,IC50,=,3700,nM
19,318398065,122196500,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCCCCC(=O)O)[C@H](C)C(=O)NO)F,Unspecified,,,,47,IC50,=,47000,nM
20,318398066,122196501,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)CNC(=O)C)[C@H](C)C(=O)NO)F,Active,,,,3.5,IC50,=,3500,nM
21,318398067,122196502,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=CC(=C2)CNC(=O)C)[C@H](C)C(=O)NO)F,Active,,,,4.7,IC50,=,4700,nM
22,318398068,122196503,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)CCNC(=O)C)[C@H](C)C(=O)NO)F,Active,,,,3.2,IC50,=,3200,nM
23,318398069,122196504,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCCCNC(=O)C)[C@H](C)C(=O)NO)F,Active,,,,3.9,IC50,=,3900,nM
24,318398070,122196505,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCCNC(=O)C)[C@H](C)C(=O)NO)F,Active,,,,4.3,IC50,=,4300,nM
25,318398071,122196506,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCNC(=O)C)[C@H](C)C(=O)NO)F,Unspecified,,,,30,IC50,=,30000,nM
26,318398072,122196507,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCCCCC(=O)NC)[C@H](C)C(=O)NO)F,Active,,,,9.3,IC50,=,9300,nM
27,318398073,122196508,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC(=CC=C2)NC(=O)C)[C@H](C)C(=O)NO)F,Active,,,,4.8,IC50,=,4800,nM
28,318398074,122196509,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)CN)[C@H](C)C(=O)NO)F.Cl,Active,,,,1.3,IC50,=,1300,nM
