PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103252357,15187131,C1=CC=C(C=C1)CC2=CC(=C(C=C2)O)O,Unspecified,,,,200,MIC,=,200000,nM
2,103447888,6249,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,Active,,,,0.1,MIC,=,100,nM
3,103466522,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,Active,,,,5,MIC,=,5000,nM
4,103484386,572,C(CN(C=O)O)CP(=O)(O)O,Unspecified,,,,100,MIC,=,100000,nM
5,103611424,7075,C1=CC=C(C=C1)C2=CC(=C(C=C2)O)O,Unspecified,,,,200,MIC,=,200000,nM
6,103701287,44543378,C1=CC=C(C=C1)C2=CN(C(=O)C=C2)O,Unspecified,,,,20,MIC,=,20000,nM
7,124975575,53326355,C1=CC(=C(C=C1CCP(=O)(O)[O-])O)O.[Na+],Unspecified,,,,1000,MIC,=,1e+06,nM
