PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,174486473,71654703,CN1CCN(CC1)C2=NC3=C(S2)C4=C(C=C3)N=C(S4)NC(=O)C5=CC(=C(C(=C5)OC)OC)OC,Active,,,,2.8,CC50,=,2800,nM,
2,174491468,71655696,CCCNC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)OC,Active,,,,0.08,CC50,<,80,nM,
3,174491469,71654702,COC1=CC(=CC(=C1OC)OC)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)NCCN5CCOCC5,Active,,,,5.7,CC50,=,5700,nM,
4,174501795,71655698,CC(C)CNC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)OC,Unspecified,,,,44,CC50,=,44000,nM,
5,174501796,71655760,COC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)NCCO,Unspecified,,,,100,CC50,>,100000,nM,
6,174501797,71654705,COC1=CC(=CC(=C1OC)OC)CNC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
7,174501800,4220239,COC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Unspecified,,,,12.4,CC50,=,12400,nM,
8,174506985,71655756,COC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)NCC5=CC=CC=C5,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
9,174506986,71655761,CNC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=C(C(=C4)OC)OC)OC,Unspecified,,,,100,CC50,>,100000,nM,
10,174512101,71655695,CNC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)OC,Unspecified,,,,100,CC50,>,100000,nM,
11,174512102,71655697,CC(C)NC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)OC,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
12,174512103,71655699,COC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)NC5CCCCC5,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
13,174512104,71654704,COC1=CC(=CC(=C1OC)OC)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)NCCO,Unspecified,,,,100,CC50,>,100000,nM,
14,174512105,3375425,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)N5C(=O)CCC5=O,Unspecified,,,,100,CC50,>,100000,nM,
15,174517150,71655758,COC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)NCCN5CCOCC5,Active,,,,9.6,CC50,=,9600,nM,
16,174517151,71654706,COC1=CC(=CC(=C1OC)OC)/C=N/C2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
17,174522343,4295619,COC1=CC(=CC(=C1OC)OC)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Unspecified,,,,100,CC50,>,100000,nM,
18,174522346,71655759,COC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)N5CCOCC5,Unspecified,,,,100,CC50,>,100000,nM,
19,174522347,71654701,CN(C)CCNC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=C(C(=C4)OC)OC)OC,Active,,,,0.78,CC50,<,780,nM,
