"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL1637985";"F";"Antimicrobial activity against Listeria monocytogenes by broth microdilution method";"Listeria monocytogenes";"4";"12";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1639";"";"";"";"";"CHEMBL1629657";"19114671";"10.1128/aac.01021-08";"2009";"Antimicrob Agents Chemother";"53";"1271";"1274";"";"";"";"";"";""
"CHEMBL890653";"F";"Antibacterial activity Listeria monocytogenes ATCC 15313 at 1 ug/ml after 16 to 20 hrs by broth microdilution method";"Listeria monocytogenes";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1639";"";"";"";"";"CHEMBL1146217";"17602465";"10.1021/jm0703901";"2007";"J Med Chem";"50";"3696";"3705";"";"";"";"";"";""
"CHEMBL892273";"F";"Antibacterial activity against Listeria monocytogenes ATCC 15313 at 10 ug after 24 hrs by disk diffusion method";"Listeria monocytogenes";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1639";"";"";"";"";"CHEMBL1147899";"17350734";"10.1016/j.ejmech.2007.01.011";"2007";"Eur J Med Chem";"42";"1069";"1075";"";"";"";"";"";""
"CHEMBL1665245";"F";"Antibacterial activity against Listeria monocytogenes by CLSI M100-S18 method";"Listeria monocytogenes";"7";"21";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1639";"";"";"";"";"CHEMBL1649565";"19506065";"10.1128/aac.00418-09";"2009";"Antimicrob Agents Chemother";"53";"3552";"3560";"";"";"";"";"";""
"CHEMBL1282643";"F";"Antimicrobial activity against Listeria monocytogenes KCTC 19111 after 18 hrs by broth dilution method";"Listeria monocytogenes";"10";"10";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"KCTC 19111";"Scientific Literature";"1639";"";"";"";"";"CHEMBL1275595";"20385874";"10.1128/aac.01790-09";"2010";"Antimicrob Agents Chemother";"54";"2855";"2866";"";"";"";"";"";""
"CHEMBL1636647";"F";"Inhibition of internalization of Listeria monocytogenes 10403S into murine J774 cells pretreated at 18.1 uM for 2 hrs";"Listeria monocytogenes";"1";"1";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"10403S";"Scientific Literature";"1639";"";"";"J774";"";"CHEMBL1629599";"19015342";"10.1128/aac.00607-08";"2009";"Antimicrob Agents Chemother";"53";"756";"764";"";"";"";"";"";""
"CHEMBL1633651";"F";"Antibacterial activity against Listeria monocytogenes EGD-e in BALB/c mouse central nervous system listeriosis model assessed as increase in mouse survival at 50 mg/kg, ip administered 36 hrs postinfection as single dose";"Listeria monocytogenes";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"EGD-e";"Scientific Literature";"1639";"CHEMBL3987606";"Central nervous system";"";"";"CHEMBL1629550";"18573932";"10.1128/aac.00177-08";"2008";"Antimicrob Agents Chemother";"52";"3210";"3215";"standard_type:DOSE standard_relation:= standard_value:50.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL1633654";"F";"Antibacterial activity against Listeria monocytogenes EGD-e in BALB/c mouse central nervous system listeriosis model assessed as log reduction in bacterial CFU in brain at 50 mg/kg, ip administered 36 hrs postinfection as single dose measured within 1 hr";"Listeria monocytogenes";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"EGD-e";"Scientific Literature";"1639";"CHEMBL3638188";"Brain";"";"";"CHEMBL1629550";"18573932";"10.1128/aac.00177-08";"2008";"Antimicrob Agents Chemother";"52";"3210";"3215";"standard_type:DOSE standard_relation:= standard_value:50.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL1676214";"F";"Antimicrobial activity against Listeria monocytogenes EGD-e assessed as growth inhibition after 16 hrs by broth dilution method";"Listeria monocytogenes";"7";"7";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"EGD-e";"Scientific Literature";"1639";"";"";"";"";"CHEMBL1671725";"20643901";"10.1128/aac.00503-10";"2010";"Antimicrob Agents Chemother";"54";"4416";"4423";"";"";"";"";"";""
"CHEMBL916052";"F";"Antibacterial activity against Listeria monocytogenes";"Listeria monocytogenes";"5";"10";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1639";"";"";"";"";"CHEMBL1147105";"17261623";"10.1128/aac.01321-06";"2007";"Antimicrob Agents Chemother";"51";"1191";"1201";"";"";"";"";"";""
