SMILES,isStarter,molFormula,molWeight,numHeavyAtoms
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,False,C21H36N7O16P3S,767.1152,48
[H+],False,H+,1.0073,0
OO,False,H2O2,34.0055,2
Br,False,HBr,79.9262,1
C#N,False,CHN,27.0109,2
Cl,False,HCl,35.9767,1
F,False,HF,20.0062,1
I,False,HI,127.9123,1
N,False,H3N,17.0265,1
O=O,False,O2,31.9898,2
O=P(O)(O)O,False,H3O4P,97.9769,5
O=S(=O)(O)O,False,H2O4S,97.9674,5
O=S(O)O,False,H2O3S,81.9725,4
O,False,H2O,18.0106,1
C=C1C[C@H](CCCCCNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
CC(C)C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C11H20N3O2+,226.155,16
C=C1C[C@H](CCC(C)CNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@H](CC(CC)CNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
CCC(C)[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C11H20N3O2+,226.155,16
C=C1C[C@H](C(CCC)CNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
CCC[C@]1(C)CC(=CCNC(N)=[NH2+])OC1=O,False,C11H20N3O2+,226.155,16
CCC1(CC)CC(=CCNC(N)=[NH2+])OC1=O,False,C11H20N3O2+,226.155,16
CCC[C@@]1(C)CC(=CCNC(N)=[NH2+])OC1=O,False,C11H20N3O2+,226.155,16
C=C1C[C@](CCCC)(CNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
CCC[C@@H]1C(=O)OC(=CCNC(N)=[NH2+])C1C,False,C11H20N3O2+,226.155,16
CCC1C(=CCNC(N)=[NH2+])OC(=O)[C@H]1CC,False,C11H20N3O2+,226.155,16
CCCC1C(=CCNC(N)=[NH2+])OC(=O)[C@H]1C,False,C11H20N3O2+,226.155,16
CCCCC1CC(=O)OC1=CCNC(N)=[NH2+],False,C11H20N3O2+,226.155,16
C=C1OC(=O)[C@@H](CCCC)C1CNC(N)=[NH2+],False,C11H20N3O2+,226.155,16
CCC[C@H]1CC(=C(C)CNC(N)=[NH2+])OC1=O,False,C11H20N3O2+,226.155,16
CCC(CNC(N)=[NH2+])=C1C[C@H](CC)C(=O)O1,False,C11H20N3O2+,226.155,16
CCCC(CNC(N)=[NH2+])=C1C[C@H](C)C(=O)O1,False,C11H20N3O2+,226.155,16
CCCCC(CNC(N)=[NH2+])=C1CCC(=O)O1,False,C11H20N3O2+,226.155,16
CCC[C@H]1CC(=CC(C)NC(N)=[NH2+])OC1=O,False,C11H20N3O2+,226.155,16
CCC(C=C1C[C@H](CC)C(=O)O1)NC(N)=[NH2+],False,C11H20N3O2+,226.155,16
CCCC(C=C1C[C@H](C)C(=O)O1)NC(N)=[NH2+],False,C11H20N3O2+,226.155,16
CCCCC(C=C1CCC(=O)O1)NC(N)=[NH2+],False,C11H20N3O2+,226.155,16
CCCC[C@H]1CC2=CCNC(=[NH2+])N=C1O2,False,C11H18N3O+,208.1444,15
CCCC[C@H]1CC2=CCNC(N)=[N+]=C1O2,False,C11H18N3O+,208.1444,15
CCCC[C@H]1CC(=CCN(C)C(N)=[NH2+])OC1=O,False,C12H22N3O2+,240.1707,17
CCCC[C@H]1CC(=CCNC(=[NH2+])NC)OC1=O,False,C12H22N3O2+,240.1707,17
CCCCC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C12H22N3O2+,240.1707,17
CC(C)CC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C12H22N3O2+,240.1707,17
CCC(C)C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C12H22N3O2+,240.1707,17
CCCC(C)[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C12H22N3O2+,240.1707,17
CCCC[C@H]1CC(=C(C)CNC(N)=[NH2+])OC1=O,False,C12H22N3O2+,240.1707,17
CCCC[C@H]1CC(=CC(C)NC(N)=[NH2+])OC1=O,False,C12H22N3O2+,240.1707,17
CCCC[C@H]1CC(=CCN(C(N)=[NH2+])C(C)=O)OC1=O,False,C13H22N3O3+,268.1656,19
CCCC[C@H]1CC(=CCN(C(N)=[NH2+])C(N)=O)OC1=O,False,C12H21N4O3+,269.1608,19
NC(=[NH2+])NCC=C1C[C@H](CCCCO)C(=O)O1,False,C11H20N3O3+,242.1499,17
CC(O)CC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C11H20N3O3+,242.1499,17
CCC(O)C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C11H20N3O3+,242.1499,17
CCCC(O)[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C11H20N3O3+,242.1499,17
CCCC[C@H]1CC(=C(O)CNC(N)=[NH2+])OC1=O,False,C11H20N3O3+,242.1499,17
CCCC[C@H]1CC(=CC(O)NC(N)=[NH2+])OC1=O,False,C11H20N3O3+,242.1499,17
CCCC[C@H]1CC2(OC1=O)OC2CNC(N)=[NH2+],False,C11H20N3O3+,242.1499,17
CCCC[C@H]1CC(O)(CCNC(N)=[NH2+])OC1=O,False,C11H22N3O3+,244.1656,17
CCCC[C@@H](CC(O)=CCNC(N)=[NH2+])C(=O)O,False,C11H22N3O3+,244.1656,17
NC(=[NH2+])NCC=C1C[C@H](CCCCO)C(O)O1,False,C11H22N3O3+,244.1656,17
CC(O)CC[C@H]1CC(=CCNC(N)=[NH2+])OC1O,False,C11H22N3O3+,244.1656,17
CCC(O)C[C@H]1CC(=CCNC(N)=[NH2+])OC1O,False,C11H22N3O3+,244.1656,17
CCCC(O)[C@H]1CC(=CCNC(N)=[NH2+])OC1O,False,C11H22N3O3+,244.1656,17
CCCC[C@H]1CC(=C(O)CNC(N)=[NH2+])OC1O,False,C11H22N3O3+,244.1656,17
CCCC[C@H]1CC(=CC(O)NC(N)=[NH2+])OC1O,False,C11H22N3O3+,244.1656,17
CCCC[C@H]1CC(=CCNC(N)=O)OC1=O,False,C11H18N2O3,226.1317,16
[NH4+],False,H4N+,18.0338,1
CCCC[C@H]1CC(=CC=O)OC1=O,False,C10H14O3,182.0943,13
NC(N)=[NH2+],False,CH6N3+,60.0556,4
CCC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C10H18N3O2+,212.1394,15
CC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C9H16N3O2+,198.1237,14
CCCCCC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C13H24N3O2+,254.1863,18
C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C8H14N3O2+,184.1081,13
CCCCCCC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C14H26N3O2+,268.202,19
CCC(C)CC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C13H24N3O2+,254.1863,18
CCCC(C)CC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C14H26N3O2+,268.202,19
CCC(CC)C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C13H24N3O2+,254.1863,18
CCCC(CC)C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C14H26N3O2+,268.202,19
CCCC(CC)[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C13H24N3O2+,254.1863,18
CCCC(CCC)[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C14H26N3O2+,268.202,19
CCCC[C@]1(C)CC(=CCNC(N)=[NH2+])OC1=O,False,C12H22N3O2+,240.1707,17
CCCC[C@]1(CC)CC(=CCNC(N)=[NH2+])OC1=O,False,C13H24N3O2+,254.1863,18
CCCC[C@]1(CCC)CC(=CCNC(N)=[NH2+])OC1=O,False,C14H26N3O2+,268.202,19
CCCC[C@@H]1C(=O)OC(=CCNC(N)=[NH2+])C1C,False,C12H22N3O2+,240.1707,17
CCCC[C@@H]1C(=O)OC(=CCNC(N)=[NH2+])C1CC,False,C13H24N3O2+,254.1863,18
CCCC[C@@H]1C(=O)OC(=CCNC(N)=[NH2+])C1CCC,False,C14H26N3O2+,268.202,19
CCCC[C@H]1CC(=C(CC)CNC(N)=[NH2+])OC1=O,False,C13H24N3O2+,254.1863,18
CCCC[C@H]1CC(=C(CCC)CNC(N)=[NH2+])OC1=O,False,C14H26N3O2+,268.202,19
CCCC[C@H]1CC(=CC(CC)NC(N)=[NH2+])OC1=O,False,C13H24N3O2+,254.1863,18
CCCC[C@H]1CC(=CC(CCC)NC(N)=[NH2+])OC1=O,False,C14H26N3O2+,268.202,19
CCC[C@H]1CC(=CCCNC(N)=[NH2+])OC1=O,False,C11H20N3O2+,226.155,16
CC[C@H]1CC(=CCCCNC(N)=[NH2+])OC1=O,False,C11H20N3O2+,226.155,16
C[C@H]1CC(=CCCCCNC(N)=[NH2+])OC1=O,False,C11H20N3O2+,226.155,16
NC(=[NH2+])NCCCCCC=C1CCC(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@H](CCCC(C)NC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@H](CCC(CC)NC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@H](CC(CCC)NC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@H](CC(C)CCNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@H](C(CC)CCNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@H](C(C)CCCNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@](CCC)(CCNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@](CC)(CCCNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@](C)(CCCCNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1OC(=O)[C@@H](CCC)C1CCNC(N)=[NH2+],False,C11H20N3O2+,226.155,16
C=C1OC(=O)[C@@H](CC)C1CCCNC(N)=[NH2+],False,C11H20N3O2+,226.155,16
C=C1OC(=O)[C@@H](C)C1CCCCNC(N)=[NH2+],False,C11H20N3O2+,226.155,16
C=C1OC(=O)CC1CCCCCNC(N)=[NH2+],False,C11H20N3O2+,226.155,16
C=C1C[C@@H]2CCCCCNC(=[NH2+])N=C2O1,False,C11H18N3O+,208.1444,15
C=C1C[C@@H]2CCCCCNC(N)=[N+]=C2O1,False,C11H18N3O+,208.1444,15
C=C1C[C@H](CCCCCN(C)C(N)=[NH2+])C(=O)O1,False,C12H22N3O2+,240.1707,17
C=C1C[C@H](CCCCCNC(=[NH2+])NC)C(=O)O1,False,C12H22N3O2+,240.1707,17
C=C1C[C@H](CCCC(C)CNC(N)=[NH2+])C(=O)O1,False,C12H22N3O2+,240.1707,17
C=C1C[C@H](CCCCC(C)NC(N)=[NH2+])C(=O)O1,False,C12H22N3O2+,240.1707,17
C=C1C[C@H](CCC(C)CCNC(N)=[NH2+])C(=O)O1,False,C12H22N3O2+,240.1707,17
C=C1C[C@H](CC(C)CCCNC(N)=[NH2+])C(=O)O1,False,C12H22N3O2+,240.1707,17
C=C1C[C@H](C(C)CCCCNC(N)=[NH2+])C(=O)O1,False,C12H22N3O2+,240.1707,17
C=C1C[C@H](CCCCCN(C(N)=[NH2+])C(C)=O)C(=O)O1,False,C13H22N3O3+,268.1656,19
C=C1C[C@H](CCCCCN(C(N)=[NH2+])C(N)=O)C(=O)O1,False,C12H21N4O3+,269.1608,19
C=C1C[C@H](CCCC(O)CNC(N)=[NH2+])C(=O)O1,False,C11H20N3O3+,242.1499,17
C=C1C[C@H](CCCCC(O)NC(N)=[NH2+])C(=O)O1,False,C11H20N3O3+,242.1499,17
C=C1C[C@H](CCC(O)CCNC(N)=[NH2+])C(=O)O1,False,C11H20N3O3+,242.1499,17
C=C1C[C@H](CC(O)CCCNC(N)=[NH2+])C(=O)O1,False,C11H20N3O3+,242.1499,17
C=C1C[C@H](C(O)CCCCNC(N)=[NH2+])C(=O)O1,False,C11H20N3O3+,242.1499,17
C=C(O)C[C@H](CCCCCNC(N)=[NH2+])C(=O)O,False,C11H22N3O3+,244.1656,17
C=C1C[C@H](CCCC(O)CNC(N)=[NH2+])C(O)O1,False,C11H22N3O3+,244.1656,17
C=C1C[C@H](CCCCC(O)NC(N)=[NH2+])C(O)O1,False,C11H22N3O3+,244.1656,17
C=C1C[C@H](CCC(O)CCNC(N)=[NH2+])C(O)O1,False,C11H22N3O3+,244.1656,17
C=C1C[C@H](CC(O)CCCNC(N)=[NH2+])C(O)O1,False,C11H22N3O3+,244.1656,17
C=C1C[C@H](C(O)CCCCNC(N)=[NH2+])C(O)O1,False,C11H22N3O3+,244.1656,17
C=C1C[C@H](CCCCCNC(N)=O)C(=O)O1,False,C11H18N2O3,226.1317,16
C=C1C[C@H](CCCCC=O)C(=O)O1,False,C10H14O3,182.0943,13
C=C1C[C@H](CCCCCN(C(N)=[NH2+])C(N)=[NH2+])C(=O)O1,False,C12H23N5O2+2,269.1841,19
C=C1C[C@H](CCCCCN)C(=O)O1,False,C10H17NO2,183.1259,13
C=C1C[C@H](CC(C)(C)CNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@H](C(CNC(N)=[NH2+])C(C)C)C(=O)O1,False,C11H20N3O2+,226.155,16
CC(C)[C@@]1(C)CC(=CCNC(N)=[NH2+])OC1=O,False,C11H20N3O2+,226.155,16
C=C1C[C@@](CNC(N)=[NH2+])(CC(C)C)C(=O)O1,False,C11H20N3O2+,226.155,16
CC(C)C1C(=CCNC(N)=[NH2+])OC(=O)[C@H]1C,False,C11H20N3O2+,226.155,16
CC(C)CC1CC(=O)OC1=CCNC(N)=[NH2+],False,C11H20N3O2+,226.155,16
C=C1OC(=O)[C@@H](CC(C)C)C1CNC(N)=[NH2+],False,C11H20N3O2+,226.155,16
CC(C)C(CNC(N)=[NH2+])=C1C[C@H](C)C(=O)O1,False,C11H20N3O2+,226.155,16
CC(C)CC(CNC(N)=[NH2+])=C1CCC(=O)O1,False,C11H20N3O2+,226.155,16
CC(C)C(C=C1C[C@H](C)C(=O)O1)NC(N)=[NH2+],False,C11H20N3O2+,226.155,16
CC(C)CC(C=C1CCC(=O)O1)NC(N)=[NH2+],False,C11H20N3O2+,226.155,16
CC(C)C[C@H]1CC2=CCNC(=[NH2+])N=C1O2,False,C11H18N3O+,208.1444,15
CC(C)C[C@H]1CC2=CCNC(N)=[N+]=C1O2,False,C11H18N3O+,208.1444,15
CC(C)C[C@H]1CC(=CCN(C)C(N)=[NH2+])OC1=O,False,C12H22N3O2+,240.1707,17
CNC(=[NH2+])NCC=C1C[C@H](CC(C)C)C(=O)O1,False,C12H22N3O2+,240.1707,17
CC(C)(C)C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C12H22N3O2+,240.1707,17
CC(C)C(C)[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C12H22N3O2+,240.1707,17
CC(CNC(N)=[NH2+])=C1C[C@H](CC(C)C)C(=O)O1,False,C12H22N3O2+,240.1707,17
CC(C)C[C@H]1CC(=CC(C)NC(N)=[NH2+])OC1=O,False,C12H22N3O2+,240.1707,17
CC(=O)N(CC=C1C[C@H](CC(C)C)C(=O)O1)C(N)=[NH2+],False,C13H22N3O3+,268.1656,19
CC(C)C[C@H]1CC(=CCN(C(N)=[NH2+])C(N)=O)OC1=O,False,C12H21N4O3+,269.1608,19
CC(CO)C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C11H20N3O3+,242.1499,17
CC(C)(O)C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C11H20N3O3+,242.1499,17
CC(C)C(O)[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C11H20N3O3+,242.1499,17
CC(C)C[C@H]1CC(=C(O)CNC(N)=[NH2+])OC1=O,False,C11H20N3O3+,242.1499,17
CC(C)C[C@H]1CC(=CC(O)NC(N)=[NH2+])OC1=O,False,C11H20N3O3+,242.1499,17
CC(C)C[C@H]1CC2(OC1=O)OC2CNC(N)=[NH2+],False,C11H20N3O3+,242.1499,17
CC(C)C[C@H]1CC(O)(CCNC(N)=[NH2+])OC1=O,False,C11H22N3O3+,244.1656,17
CC(C)C[C@@H](CC(O)=CCNC(N)=[NH2+])C(=O)O,False,C11H22N3O3+,244.1656,17
CC(CO)C[C@H]1CC(=CCNC(N)=[NH2+])OC1O,False,C11H22N3O3+,244.1656,17
CC(C)(O)C[C@H]1CC(=CCNC(N)=[NH2+])OC1O,False,C11H22N3O3+,244.1656,17
CC(C)C(O)[C@H]1CC(=CCNC(N)=[NH2+])OC1O,False,C11H22N3O3+,244.1656,17
CC(C)C[C@H]1CC(=C(O)CNC(N)=[NH2+])OC1O,False,C11H22N3O3+,244.1656,17
CC(C)C[C@H]1CC(=CC(O)NC(N)=[NH2+])OC1O,False,C11H22N3O3+,244.1656,17
CC(C)C[C@H]1CC(=CCNC(N)=O)OC1=O,False,C11H18N2O3,226.1317,16
CC(C)C[C@H]1CC(=CC=O)OC1=O,False,C10H14O3,182.0943,13
CC(C)CC(C)C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C14H26N3O2+,268.202,19
CC(C)C(C)(C)C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C14H26N3O2+,268.202,19
CC(C)C(C(C)C)[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,False,C14H26N3O2+,268.202,19
CC(C)C[C@]1(C)CC(=CCNC(N)=[NH2+])OC1=O,False,C12H22N3O2+,240.1707,17
CC(C)C[C@]1(C(C)C)CC(=CCNC(N)=[NH2+])OC1=O,False,C14H26N3O2+,268.202,19
CC(C)C[C@@H]1C(=O)OC(=CCNC(N)=[NH2+])C1C,False,C12H22N3O2+,240.1707,17
CC(C)C[C@@H]1C(=O)OC(=CCNC(N)=[NH2+])C1C(C)C,False,C14H26N3O2+,268.202,19
CC(C)C[C@H]1CC(=C(CNC(N)=[NH2+])C(C)C)OC1=O,False,C14H26N3O2+,268.202,19
CC(C)C[C@H]1CC(=CC(NC(N)=[NH2+])C(C)C)OC1=O,False,C14H26N3O2+,268.202,19
CC=C1C[C@H](CCCCNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
CC[C@H]1CC(=CC(C)CNC(N)=[NH2+])OC1=O,False,C11H20N3O2+,226.155,16
CC(CC=C1C[C@H](C)C(=O)O1)CNC(N)=[NH2+],False,C11H20N3O2+,226.155,16
CC(CCC=C1CCC(=O)O1)CNC(N)=[NH2+],False,C11H20N3O2+,226.155,16
C=C1C[C@H](CC(NC(N)=[NH2+])C(C)C)C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@H](C(C)C(C)CNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@@](C)(CCCCNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@](CC)(C(C)CNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1C[C@](C)(CC(C)CNC(N)=[NH2+])C(=O)O1,False,C11H20N3O2+,226.155,16
C=C1OC(=O)[C@@H](CCCCNC(N)=[NH2+])C1C,False,C11H20N3O2+,226.155,16
C=C1OC(=O)[C@@H](CC)C1C(C)CNC(N)=[NH2+],False,C11H20N3O2+,226.155,16
C=C1OC(=O)[C@@H](C)C1CC(C)CNC(N)=[NH2+],False,C11H20N3O2+,226.155,16
C=C1OC(=O)CC1CCC(C)CNC(N)=[NH2+],False,C11H20N3O2+,226.155,16
C=C1C[C@@H]2CCC(C)CNC(=[NH2+])N=C2O1,False,C11H18N3O+,208.1444,15
C=C1C[C@@H]2CCC(C)CNC(N)=[N+]=C2O1,False,C11H18N3O+,208.1444,15
C=C1C[C@H](CCC(C)CN(C)C(N)=[NH2+])C(=O)O1,False,C12H22N3O2+,240.1707,17
C=C1C[C@H](CCC(C)CNC(=[NH2+])NC)C(=O)O1,False,C12H22N3O2+,240.1707,17
C=C1C[C@H](CCC(C)(C)CNC(N)=[NH2+])C(=O)O1,False,C12H22N3O2+,240.1707,17
C=C1C[C@H](CCC(C)C(C)NC(N)=[NH2+])C(=O)O1,False,C12H22N3O2+,240.1707,17
C=C1C[C@H](CCC(CC)CNC(N)=[NH2+])C(=O)O1,False,C12H22N3O2+,240.1707,17
C=C1C[C@H](CC(C)C(C)CNC(N)=[NH2+])C(=O)O1,False,C12H22N3O2+,240.1707,17
C=C1C[C@H](C(C)CC(C)CNC(N)=[NH2+])C(=O)O1,False,C12H22N3O2+,240.1707,17
C=C1C[C@H](CCC(C)CN(C(N)=[NH2+])C(C)=O)C(=O)O1,False,C13H22N3O3+,268.1656,19
C=C1C[C@H](CCC(C)CN(C(N)=[NH2+])C(N)=O)C(=O)O1,False,C12H21N4O3+,269.1608,19
C=C1C[C@H](CCC(C)(O)CNC(N)=[NH2+])C(=O)O1,False,C11H20N3O3+,242.1499,17
C=C1C[C@H](CCC(C)C(O)NC(N)=[NH2+])C(=O)O1,False,C11H20N3O3+,242.1499,17
C=C1C[C@H](CCC(CO)CNC(N)=[NH2+])C(=O)O1,False,C11H20N3O3+,242.1499,17
C=C1C[C@H](CC(O)C(C)CNC(N)=[NH2+])C(=O)O1,False,C11H20N3O3+,242.1499,17
C=C1C[C@H](C(O)CC(C)CNC(N)=[NH2+])C(=O)O1,False,C11H20N3O3+,242.1499,17
C=C(O)C[C@H](CCC(C)CNC(N)=[NH2+])C(=O)O,False,C11H22N3O3+,244.1656,17
C=C1C[C@H](CCC(C)(O)CNC(N)=[NH2+])C(O)O1,False,C11H22N3O3+,244.1656,17
C=C1C[C@H](CCC(C)C(O)NC(N)=[NH2+])C(O)O1,False,C11H22N3O3+,244.1656,17
C=C1C[C@H](CCC(CO)CNC(N)=[NH2+])C(O)O1,False,C11H22N3O3+,244.1656,17
C=C1C[C@H](CC(O)C(C)CNC(N)=[NH2+])C(O)O1,False,C11H22N3O3+,244.1656,17
C=C1C[C@H](C(O)CC(C)CNC(N)=[NH2+])C(O)O1,False,C11H22N3O3+,244.1656,17
C=C1C[C@H](CCC(C)CNC(N)=O)C(=O)O1,False,C11H18N2O3,226.1317,16
C=C1C[C@H](CCC(C)C=O)C(=O)O1,False,C10H14O3,182.0943,13
C=C1C[C@H](CCC(C)CN(C(N)=[NH2+])C(N)=[NH2+])C(=O)O1,False,C12H23N5O2+2,269.1841,19
C=C1C[C@H](CCC(C)CN)C(=O)O1,False,C10H17NO2,183.1259,13
C=C1C[C@H](CCCCNC(N)=[NH2+])C(=O)O1,False,C10H18N3O2+,212.1394,15
CC=C1C[C@H](CCC(C)CNC(N)=[NH2+])C(=O)O1,False,C12H22N3O2+,240.1707,17
