PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,442056850,156016859,C1=CC=C(C=C1)C[C@@H](/C=C/S(=O)(=O)C2=CC=CC=C2)NC(=O)C3=CC=CC4=C3N=CC=C4,Unspecified,,,,16,CC50,=,16000,nM
2,461523965,162649661,COC(=O)/C=C/CNC(=O)C1=CNC2=C1C=C(C=C2)Br,Unspecified,,,,12,CC50,=,12000,nM
3,461524563,71301451,CN1CCN(C(=NC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)NC3=CC=CC=C3)C1)C,Unspecified,,,,2.25,CC50,>,2250,nM
4,461527387,162652015,CC1=CC(NC2=C1C=CC=C2C(=O)N[C@@H](CC3=CC=CC=C3)/C=C/S(=O)(=O)C)(C)C,Unspecified,,,,38,CC50,>,38000,nM
5,461529963,162653852,CC1=CC(NC2=C1C=CC=C2C(=O)NC/C=C/S(=O)(=O)C)(C)C,Unspecified,,,,19.6,CC50,=,19600,nM
6,461535305,162657604,C[C@@H]1CC(NC2=C1C=CC=C2C(=O)NC/C=C/S(=O)(=O)C)(C)C,Unspecified,,,,25,CC50,>,25000,nM
7,461535401,162657674,C[C@@H]1CC(NC2=C1C=CC=C2C(=O)N[C@@H](C)/C=C/S(=O)(=O)C)(C)C,Unspecified,,,,25,CC50,>,25000,nM
8,461536678,162658581,CC1=CC(NC2=C1C=CC=C2C(=O)N[C@@H](C)/C=C/S(=O)(=O)C)(C)C,Unspecified,,,,25,CC50,>,25000,nM
9,461546049,162665155,CC1=CC(NC2=C1C=CC=C2C(=O)NC/C=C/C(=O)OC)(C)C,Unspecified,,,,18.1,CC50,=,18100,nM
10,461547031,162665831,C[C@@H]1CC(NC2=C1C=CC=C2C(=O)NC/C=C/C(=O)OC)(C)C,Unspecified,,,,11,CC50,=,11000,nM
11,461558759,162674077,C[C@@H]1CC(NC2=C1C=CC=C2C(=O)N[C@@H](CC3=CC=CC=C3)/C=C/S(=O)(=O)C)(C)C,Unspecified,,,,50,CC50,>,50000,nM
