PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103730467,46873935,C1=NC(=C(N1C2[C@@H]([C@@H]([C@H](O2)CO)O)O)S)C(=O)N,Unspecified,,,,2000,ED50,>,0.002,M
2,103730468,46873936,CCSC1=C(N=CN1C2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Unspecified,,,,2000,ED50,>,0.002,M
3,103730472,46873940,CCS(=O)(=O)C1=C(N=CN1C2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Unspecified,,,,2000,ED50,>,0.002,M
4,103730488,46873954,C1=CC=C(C=C1)CSC2=C(N=CN2C3[C@@H]([C@@H]([C@H](O3)CO)O)O)C(=O)N,Unspecified,,,,1000,ED50,=,0.001,M
5,103730489,46873955,CSC1=C(N=CN1C2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Unspecified,,,,1700,ED50,>,0.0017,M
6,103730514,46873977,CS(=O)(=O)C1=C(N=CN1C2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Unspecified,,,,650,ED50,=,0.00065,M
