PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103163904,2764,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,Unspecified,,,,0.5,MIC,<=,500,nM
2,103250959,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,Unspecified,,,,32,MIC,=,32000,nM
3,103750689,46700805,CCCCCCSSC(=S)N(CC)CC,Unspecified,,,,32,MIC,=,32000,nM
4,404679640,193582,CCN(CC)C(=S)SSC,Unspecified,,,,16,MIC,=,16000,nM
5,404679962,145968618,CCCCCCCSSC(=S)N(CC)CC,Unspecified,,,,32,MIC,=,32000,nM
6,404681174,145969447,CCCCCCCCSSC(=S)N(CC)CC,Unspecified,,,,32,MIC,=,32000,nM
7,404681309,19838565,CCN(CC)C(=S)SSCC1=CC=CC=C1,Unspecified,,,,16,MIC,=,16000,nM
8,404682617,145970412,CCCCCSSC(=S)N(CC)CC,Unspecified,,,,32,MIC,=,32000,nM
9,404710858,145989273,CCCSSC(=S)N(CC)CC,Unspecified,,,,16,MIC,=,16000,nM
