PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103348651,6197,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,Active,,,,0.1,CD50,=,0.1,uM
2,103563490,136036599,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)N)C3=CC=C(C=C3)O,Unspecified,,,,398,CD50,=,398,uM
3,103563537,44448786,C1[C@H](N(N=C1C2=CC=CC=C2)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,29,CD50,=,29,uM
4,103563540,44448789,C1[C@H](N(N=C1C2=CC=CC=C2)C(=S)NC3=CC=CC=C3)C4=CC=CC=C4O,Unspecified,,,,19,CD50,=,19,uM
5,103563543,136036600,C1[C@H](N(N=C1C2=CC=C(C=C2)O)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,248,CD50,=,248,uM
6,103563584,136036603,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC(=C(C=C4)O)OC,Unspecified,,,,31,CD50,=,31,uM
7,103563587,136036604,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC(=C(C=C4)O)OC,Unspecified,,,,26,CD50,=,26,uM
8,103563636,136036609,COC1=C(C=CC(=C1)[C@@H]2CC(=NN2C(=S)NC3=CC=CC=C3)C4=C(C=C(C=C4)O)O)O,Unspecified,,,,30,CD50,=,30,uM
9,103563687,136036610,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC=C(C=C4)O,Unspecified,,,,23,CD50,=,23,uM
10,103563688,136036611,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC=C(C=C4)O,Unspecified,,,,62,CD50,=,62,uM
11,103563689,136036612,CC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC(=C(C=C4)O)OC,Unspecified,,,,16,CD50,=,16,uM
12,103563690,136036613,C1[C@H](N(N=C1C2=C(C=C(C=C2)O)O)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,63,CD50,=,63,uM
13,103563744,136036614,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC(=C(C=C4)O)OC,Unspecified,,,,25,CD50,=,25,uM
14,103563745,136036615,CC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC(=C(C=C4)O)OC,Unspecified,,,,15,CD50,=,15,uM
15,103563747,136036616,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC(=C(C=C4)O)OC,Unspecified,,,,11,CD50,=,11,uM
16,103563788,136036617,COC1=C(C=CC(=C1)[C@@H]2CC(=NN2C(=S)NC3=CC=CC=C3)C4=CC=CC=C4O)O,Unspecified,,,,13,CD50,=,13,uM
17,103563791,136036618,CC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Unspecified,,,,21,CD50,=,21,uM
18,103563792,136036619,CC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Active,,,,3,CD50,=,3,uM
19,103563843,136036620,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Active,,,,4,CD50,=,4,uM
20,103563846,136036621,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Active,,,,1,CD50,=,1,uM
21,103563890,135869605,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,42,CD50,=,42,uM
22,103563891,136036622,CC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Unspecified,,,,17,CD50,=,17,uM
23,103563892,136036623,CC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Unspecified,,,,11,CD50,=,11,uM
24,103563894,136036624,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Active,,,,1,CD50,=,1,uM
25,103563939,136036625,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)NC3=CC=CC=C3)C4=CC=CC=C4O,Active,,,,3,CD50,=,3,uM
26,103563940,136036626,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Unspecified,,,,15,CD50,=,15,uM
27,103563984,136036627,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)NC3=CC=CC=C3)C4=CC=CO4,Active,,,,3,CD50,=,3,uM
28,103563986,136036628,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)NC3=CC=CC=C3)C4=CC=CS4,Active,,,,3,CD50,=,3,uM
29,103564034,136036629,COC1=CC=C(C=C1)[C@@H]2CC(=NN2C(=S)NC3=CC=CC=C3)C4=CC=CC=C4O,Active,,,,5,CD50,=,5,uM
30,103564036,136036630,COC1=CC=CC=C1[C@@H]2CC(=NN2C(=S)NC3=CC=CC=C3)C4=CC=CC=C4O,Active,,,,6,CD50,=,6,uM
31,103564071,136036631,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)Cl,Active,,,,5,CD50,=,5,uM
32,103564074,136036632,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)NC3=CC=CC=C3)C4=CC=CC=C4Cl,Active,,,,5,CD50,=,5,uM
33,103564119,136036633,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)NC3=CC=CC=C3)C4=CC=CC=C4,Active,,,,3,CD50,=,3,uM
34,136926966,135398735,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)/C,Unspecified,,,,190,CD50,=,190,uM
35,242084574,19649,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O,Unspecified,,,,500,CD50,>,500,uM
