PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103164817,5578,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,Active,,,,1.4,MIC,=,1400,nM
2,103189004,5959,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],Active,,,,9.7,MIC,=,9700,nM
3,103447888,6249,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,Active,,,,2,MIC,=,2000,nM
4,336894511,137243542,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=O)NC(=N4)NC(=O)C,Unspecified,,,,263,MIC,=,263000,nM
5,336894512,137243543,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=O)NC(=N4)NC(=O)C,Unspecified,,,,249,MIC,=,249000,nM
6,336894513,137243544,CC(=O)NC1=NC2=NC=C(N=C2C(=O)N1)CNC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CC=N4,Unspecified,,,,666,MIC,=,666000,nM
7,336894514,137243545,CC(=O)NC1=NC2=NC=C(N=C2C(=O)N1)CNC3=CC=C(C=C3)S(=O)(=O)NC4=CC=CC=N4,Unspecified,,,,669,MIC,=,669000,nM
8,336894903,137195723,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=O)NC(=N4)N,Unspecified,,,,412,MIC,>,412000,nM
9,336896006,137195725,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,Unspecified,,,,514,MIC,>,514000,nM
10,336896501,137243579,CC(=O)NC1=NC2=NC=C(N=C2C(=O)N1)CNC3=CC=C(C=C3)S(=O)(=O)NC4=C(C(=NC=N4)OC)OC,Unspecified,,,,644,MIC,>,644000,nM
11,336896502,137243580,CC(=O)NC1=NC2=NC=C(N=C2C(=O)N1)CNC3=CC=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)N,Unspecified,,,,934,MIC,>,934000,nM
12,336896503,137243581,CC(=O)NC1=NC2=NC=C(N=C2C(=O)N1)CNC3=CC=C(C=C3)S(=O)(=O)NC(=O)C,Unspecified,,,,934,MIC,>,934000,nM
13,336896504,137195719,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=O)NC(=N4)N,Unspecified,,,,467,MIC,=,467000,nM
14,336896508,135567184,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=O)NC(=N4)N,Unspecified,,,,412,MIC,>,412000,nM
15,336896509,137195720,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=O)NC(=N4)N,Unspecified,,,,470,MIC,>,470000,nM
16,336896510,137195721,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=O)NC(=N4)N,Unspecified,,,,471,MIC,>,471000,nM
17,336896750,137195722,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=O)NC(=N4)N)OC,Unspecified,,,,412,MIC,>,412000,nM
18,336896751,137195724,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=O)NC(=N4)N,Unspecified,,,,236,MIC,=,236000,nM
19,336896927,137243586,CC(=O)NC1=NC2=NC=C(N=C2C(=O)N1)CNC3=CC=C(C=C3)S(=O)(=O)NC4=CC(=NC(=N4)OC)OC,Unspecified,,,,537,MIC,=,537000,nM
