PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,164130629,71716710,C[C@H]([C@@H](C(=O)NS(=O)(=O)OC[C@H]1[C@@H]([C@@H]([C@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)N)O,Active,,,,0.0098,Ki,=,9.8,nM
2,164130630,71574572,C[C@H]([C@@H](C(=O)NS(=O)(=O)C1=CC2=C(C=CC(=C2)C3=C4C=CNC4=NC=N3)C=C1)N)O,Active,,,,0.0018,Ki,=,1.8,nM
3,164130631,71574665,C[C@H]([C@@H](C(=O)NS(=O)(=O)C1=CC=CC(=C1)C2=CC3=C(NN=C3C=C2)Cl)N)O,Active,,,,0.039,Ki,=,39,nM
4,164131262,71574281,C[C@H]([C@@H](C(=O)NNC1=CC=CC(=C1)C2=CC3=C(C=C2)C(=NC(=N3)Cl)N)N)O,Active,,,,0.07,Ki,=,70,nM
5,164131263,71574373,C[C@H]([C@@H](C(=O)N(C)S(=O)(=O)C1=CC=CC(=C1)C2=CC3=C(C=C2)C(=O)NC3)N)O,Unspecified,,,,50,Ki,>,50000,nM
6,164133444,71574570,C[C@H]([C@@H](C(=O)NS(=O)(=O)C1=CC2=C(C=CC(=C2)C3=CC(=NC=N3)N)C=C1)N)O,Active,,,,0.002,Ki,=,2,nM
7,164134085,71574666,CC1=C2C=C(C=CC2=NN1)C3=CC(=CC=C3)S(=O)(=O)NC(=O)[C@H]([C@@H](C)O)N,Active,,,,0.083,Ki,=,83,nM
8,164136218,71574569,C[C@H]([C@@H](C(=O)NS(=O)(=O)C1=CC=CC(=C1)C2=CC3=C(C=C2)C(=NC=C3)N)N)O,Active,,,,0.115,Ki,=,115,nM
9,164136219,71574574,C[C@H]([C@@H](C(=O)NS(=O)(=O)N1CCC2=C(C1)C=C(C=C2)C3=C4C=CNC4=NC=N3)N)O,Active,,,,0.0057,Ki,=,5.7,nM
10,164136220,71574664,C[C@H]([C@@H](C(=O)NS(=O)(=O)C1=CC=CC(=C1)C2=CC3=C(C=C2)C(=O)NC3)N)O,Active,,,,0.0039,Ki,=,3.9,nM
11,164136905,71574667,C[C@H]([C@@H](C(=O)NS(=O)(=O)C1=CC=CC(=C1)C2=CC3=C(C=C2)NN=C3)N)O,Active,,,,0.132,Ki,=,132,nM
12,164136906,71574280,C[C@H]([C@@H](C(=O)NCC1=CC(=CC=C1)C2=CC3=C(C=C2)C(=NC(=N3)Cl)N)N)O,Active,,,,0.436,Ki,=,436,nM
13,164139098,71574474,C[C@H]([C@@H](C(=O)NS(=O)(=O)C1=CC=CC(=C1)C2=CC3=C(C=C2)C(=NC=N3)N)N)O,Active,,,,0.0022,Ki,=,2.2,nM
14,164141860,71574378,C[C@H]([C@@H](C(=O)NS(=O)(=O)/C=C/C1=CC(=CC=C1)C2=CC(=NC=N2)N)N)N,Unspecified,,,,50,Ki,>,50000,nM
15,164141861,71574475,C[C@H]([C@@H](C(=O)NS(=O)(=O)C1=CC=CC(=C1)C2=CC3=C(C=C2)C(=NC(=N3)N)N)N)O,Active,,,,0.0082,Ki,=,8.2,nM
16,164141862,71574477,CC1=NC2=C(C=CC(=C2)C3=CC(=CC=C3)S(=O)(=O)NC(=O)[C@H]([C@@H](C)O)N)C(=N1)N,Active,,,,0.0093,Ki,=,9.3,nM
17,164142481,71574283,C[C@H]([C@@H](CNS(=O)(=O)C1=CC=CC(=C1)C2=CC3=C(C=C2)C(=NC(=N3)Cl)N)N)O,Unspecified,,,,50,Ki,>,50000,nM
18,164142482,71574375,CC[C@H]([C@@H](C(=O)NS(=O)(=O)/C=C/C1=CC(=CC=C1)C2=CC(=NC=N2)N)N)O,Active,,,,0.0027,Ki,=,2.7,nM
19,164142483,71574376,CC(C)[C@H]([C@@H](C(=O)NS(=O)(=O)/C=C/C1=CC(=CC=C1)C2=CC(=NC=N2)N)N)O,Active,,,,0.0225,Ki,=,22.5,nM
20,164142484,71574377,C[C@H]([C@@H](C(=O)NS(=O)(=O)/C=C/C1=CC(=CC=C1)C2=CC(=NC=N2)N)O)O,Unspecified,,,,50,Ki,>,50000,nM
21,164144651,71574476,C[C@H]([C@@H](C(=O)NS(=O)(=O)C1=CC=CC(=C1)C2=CC3=C(C=C2)C(=NC(=N3)Cl)N)N)O,Active,,,,0.0007,Ki,=,0.7,nM
22,164147440,71574568,C[C@H]([C@@H](C(=O)NS(=O)(=O)C1=CC=CC(=C1)C2=CC3=CC(=NC(=C3C=C2)N)Cl)N)O,Active,,,,0.025,Ki,=,25,nM
23,164147441,71574571,C[C@H]([C@@H](C(=O)NS(=O)(=O)/C=C/C1=CC(=CC=C1)C2=CC(=NC=N2)N)N)O,Active,,,,0.0018,Ki,=,1.8,nM
24,164148090,71574188,C[C@H]([C@@H](C(=O)NS(=O)(=O)C1=CC=C(C=C1)OC2=CC=CC=C2)N)O,Unspecified,,,,33.1,Ki,=,33100,nM
