PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103715559,13760501,CN1N=C2N=C(C=C([N+]2=N1)/C=C/C3=CC=C(C=C3)N(C)C)/C=C/C4=CC=C(C=C4)N(C)C.[O-]Cl(=O)(=O)=O,Active,,,,4.44,IC50,=,4440,nM
2,124964263,2259006,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=C(N=C(N3)C4=CC=C(C=C4)C(=O)O)C5=CC=C(C=C5)C6=CC=CC=C6,Active,,,,2.15,IC50,=,2150,nM
3,160676136,905973,CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=CS3)C,Active,,,,0.88,IC50,=,880,nM
4,164128252,5817253,COC1=CC(=CC(=C1OC)OC)/C=C/2\C(=O)OC(=N2)C3=CC(=C(C=C3)Cl)Cl,Active,,,,4.48,IC50,=,4480,nM
5,164131144,1119100,C1=CC=C2C(=C1)C(=O)OC(=N2)C3=CC4=C(C=C3)C(=O)N(C4=O)C5=CC=C(C=C5)C(=O)O,Active,,,,1.92,IC50,=,1920,nM
6,164133952,1571440,C1=CC(=CC(=C1)N2C(=C(SC2=S)C3=C4C=C(C=CC4=NC3=O)Br)O)C(F)(F)F,Active,,,,1.22,IC50,=,1220,nM
7,164136750,4075305,C1CN(CCN1C(=O)COC2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3[N+](=O)[O-],Active,,,,0.98,IC50,=,980,nM
8,164139583,2921986,C1CN(CC2=CC=CC=C21)C3=C(C=C(C=C3)C=C4C(=O)NC(=S)NC4=O)[N+](=O)[O-],Active,,,,4.73,IC50,=,4730,nM
9,164141672,460749,CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=C(C=C3)Cl)C,Active,,,,1.28,IC50,=,1280,nM
10,164142348,9636055,CC1=C(C=C(N1C2=CC=C(C=C2)F)C3=CC=C(C=C3)S(=O)(=O)C)/C(=N/OC(=O)C4=CC=C(C=C4)F)/C(F)(F)F,Active,,,,2.35,IC50,=,2350,nM
11,164142349,1788534,C1=CC(=CC=C1C2=C(C(=O)N(N2)C(=S)N)N=NC3=CC=C(C=C3)S(=O)(=O)O)[N+](=O)[O-],Active,,,,4.61,IC50,=,4610,nM
12,164142350,3476007,C1=CC(=CC=C1C2=NC(=C(O2)O)C=NC3=CC(=C(C=C3)O)C(=O)O)Cl,Active,,,,8.1,IC50,=,8100,nM
13,164142351,1485425,CN1C(=O)C(=CC2=CN(C3=CC=CC=C32)CC4=CN=C(S4)Cl)C(=O)N(C1=O)C,Active,,,,4.61,IC50,=,4610,nM
14,164144474,767530,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N=C3C(=O)C4=CC=CC=C4C3=O,Active,,,,4.01,IC50,=,4010,nM
15,164145165,135479401,C1=CC(=CC=C1NC2=NC3=NON=C3N=C2N/N=C/C4=CC=C(O4)C5=CC(=C(C=C5)O)C(=O)O)F,Active,,,,0.38,IC50,=,380,nM
16,164147953,2173958,CCCCN1C2=CC=CC=C2/C(=C/3\C(=O)N=C(S3)N4CCC(CC4)C(=O)N)/C1=O,Active,,,,1.68,IC50,=,1680,nM
17,164147954,2236165,C1=CC(=CC=C1COC2=C(C=C(C=C2)C=C3C(=O)NC(=O)NC3=O)Br)[N+](=O)[O-],Active,,,,1.89,IC50,=,1890,nM
18,164147955,1249977,CN1C(=O)C(=CC2=CC=C(C=C2)OCC3=C(C=CC=C3Cl)F)C(=O)N(C1=O)C,Active,,,,9.89,IC50,=,9890,nM
