PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103563490,136036599,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)N)C3=CC=C(C=C3)O,Unspecified,,,,38,IC50,>,38000,nM
2,103563490,136036599,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)N)C3=CC=C(C=C3)O,Unspecified,,,,38,MIC90,>,38000,nM
3,103563537,44448786,C1[C@H](N(N=C1C2=CC=CC=C2)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,38,IC50,>,38000,nM
4,103563537,44448786,C1[C@H](N(N=C1C2=CC=CC=C2)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,38,MIC90,>,38000,nM
5,103563540,44448789,C1[C@H](N(N=C1C2=CC=CC=C2)C(=S)NC3=CC=CC=C3)C4=CC=CC=C4O,Unspecified,,,,19,IC50,>,19000,nM
6,103563540,44448789,C1[C@H](N(N=C1C2=CC=CC=C2)C(=S)NC3=CC=CC=C3)C4=CC=CC=C4O,Unspecified,,,,19,MIC90,>,19000,nM
7,103563543,136036600,C1[C@H](N(N=C1C2=CC=C(C=C2)O)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,75,IC50,>,75000,nM
8,103563543,136036600,C1[C@H](N(N=C1C2=CC=C(C=C2)O)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,75,MIC90,>,75000,nM
9,103563584,136036603,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC(=C(C=C4)O)OC,Active,,,,0.2,IC50,=,200,nM
10,103563584,136036603,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC(=C(C=C4)O)OC,Active,,,,1,MIC90,=,1000,nM
11,103563587,136036604,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC(=C(C=C4)O)OC,Unspecified,,,,17,IC50,=,17000,nM
12,103563587,136036604,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC(=C(C=C4)O)OC,Unspecified,,,,38,MIC90,>,38000,nM
13,103563636,136036609,COC1=C(C=CC(=C1)[C@@H]2CC(=NN2C(=S)NC3=CC=CC=C3)C4=C(C=C(C=C4)O)O)O,Active,,,,0.6,IC50,=,600,nM
14,103563636,136036609,COC1=C(C=CC(=C1)[C@@H]2CC(=NN2C(=S)NC3=CC=CC=C3)C4=C(C=C(C=C4)O)O)O,Active,,,,2,MIC90,=,2000,nM
15,103563687,136036610,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC=C(C=C4)O,Active,,,,0.7,IC50,=,700,nM
16,103563687,136036610,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC=C(C=C4)O,Active,,,,3,MIC90,=,3000,nM
17,103563688,136036611,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC=C(C=C4)O,Active,,,,0.4,IC50,=,400,nM
18,103563688,136036611,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC=C(C=C4)O,Active,,,,5,MIC90,=,5000,nM
19,103563689,136036612,CC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC(=C(C=C4)O)OC,Active,,,,1,IC50,=,1000,nM
20,103563689,136036612,CC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC(=C(C=C4)O)OC,Active,,,,2,MIC90,=,2000,nM
21,103563690,136036613,C1[C@H](N(N=C1C2=C(C=C(C=C2)O)O)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)O,Active,,,,1,IC50,=,1000,nM
22,103563690,136036613,C1[C@H](N(N=C1C2=C(C=C(C=C2)O)O)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)O,Active,,,,2,MIC90,=,2000,nM
23,103563744,136036614,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC(=C(C=C4)O)OC,Active,,,,0.6,IC50,=,600,nM
24,103563744,136036614,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC(=C(C=C4)O)OC,Active,,,,2,MIC90,=,2000,nM
25,103563745,136036615,CC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC(=C(C=C4)O)OC,Active,,,,3,IC50,=,3000,nM
26,103563745,136036615,CC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC(=C(C=C4)O)OC,Active,,,,9,MIC90,=,9000,nM
27,103563747,136036616,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC(=C(C=C4)O)OC,Active,,,,1,IC50,=,1000,nM
28,103563747,136036616,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC(=C(C=C4)O)OC,Active,,,,6,MIC90,=,6000,nM
29,103563788,136036617,COC1=C(C=CC(=C1)[C@@H]2CC(=NN2C(=S)NC3=CC=CC=C3)C4=CC=CC=C4O)O,Active,,,,2,IC50,=,2000,nM
30,103563788,136036617,COC1=C(C=CC(=C1)[C@@H]2CC(=NN2C(=S)NC3=CC=CC=C3)C4=CC=CC=C4O)O,Active,,,,5,MIC90,=,5000,nM
31,103563791,136036618,CC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Active,,,,3,IC50,=,3000,nM
32,103563791,136036618,CC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Active,,,,5,MIC90,=,5000,nM
33,103563792,136036619,CC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Active,,,,0.9,IC50,=,900,nM
34,103563792,136036619,CC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Active,,,,3,MIC90,=,3000,nM
35,103563843,136036620,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Active,,,,0.7,IC50,=,700,nM
36,103563843,136036620,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Active,,,,2,MIC90,=,2000,nM
37,103563846,136036621,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Active,,,,2,IC50,=,2000,nM
38,103563846,136036621,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Active,,,,6,MIC90,=,6000,nM
39,103563890,135869605,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,19,IC50,>,19000,nM
40,103563890,135869605,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,19,MIC90,>,19000,nM
41,103563891,136036622,CC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Active,,,,2,IC50,=,2000,nM
42,103563891,136036622,CC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Active,,,,5,MIC90,=,5000,nM
43,103563892,136036623,CC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Active,,,,0.8,IC50,=,800,nM
44,103563892,136036623,CC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Active,,,,2,MIC90,=,2000,nM
45,103563894,136036624,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Active,,,,1,IC50,=,1000,nM
46,103563894,136036624,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Active,,,,3,MIC90,=,3000,nM
47,103563939,136036625,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)NC3=CC=CC=C3)C4=CC=CC=C4O,Active,,,,0.7,IC50,=,700,nM
48,103563939,136036625,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)NC3=CC=CC=C3)C4=CC=CC=C4O,Active,,,,2,MIC90,=,2000,nM
