PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
6,103293252,44320599,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)OC(C(=O)O)(C(=O)O)F)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35,Active,,,,2.9,IC50,=,2900,nM,
7,103293253,44320600,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC(=C(C=C1)CC(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24,Unspecified,,,,800,IC50,>>,800000,nM,Outside typical range
8,103293334,44320648,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC(=C(C=C1)OCC(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35,Unspecified,,,,10.5,IC50,=,10500,nM,
9,103293352,44320663,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC(=C(C=C1)OCC(=O)O)OCC(=O)O)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35,Unspecified,,,,19.4,IC50,=,19400,nM,
10,103293384,44320672,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC(=C(C=C1)CC(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35,Unspecified,,,,142,IC50,=,142000,nM,Outside typical range
11,103293385,44320673,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)C(C(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24,Unspecified,,,,800,IC50,>>,800000,nM,Outside typical range
12,103293809,10327524,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)OCC(=O)O)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCCC3=CC=CC=C3,Active,,,,8,IC50,=,8000,nM,
13,103293819,44320854,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)C(C(=O)O)(F)F)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24,Unspecified,,,,800,IC50,>>,800000,nM,Outside typical range
14,103293820,44320855,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC(=C(C=C1)CC(=O)O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24,Unspecified,,,,800,IC50,>>,800000,nM,Outside typical range
15,103293851,44320874,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)C(F)(F)P(=O)(O)O)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35,Active,,,,5.2,IC50,=,5200,nM,
16,103293874,44320886,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)OCC(=O)O)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,119,IC50,=,119000,nM,Outside typical range
17,103293875,9810983,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)OCC(=O)O)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35,Active,,,,2.8,IC50,=,2800,nM,
