PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,104251262,84951,C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)OP(=O)(O)O,Unspecified,,,,55,Ki,=,55000,nM
2,104252365,46943420,C(CCO)CN(C(=O)COP(=O)(O)O)O,Active,,,,0.195,Km,=,195,nM
3,104252366,46943421,C(CCOP(=O)(O)O)CN(C(=O)COP(=O)(O)O)O,Active,,,,0.018,Km,=,18,nM
4,104252366,46943421,C(CCOP(=O)(O)O)CN(C(=O)COP(=O)(O)O)O,Active,,,,0.036,IC50,=,36,nM
5,123095901,49836534,CCCCCC(=O)OCCCCN(C(=O)COP(=O)(O)O)O,Active,,,,0.195,Km,=,195,nM
6,123095933,49836536,CCCCCCCCCCCC(=O)OCCCCN(C(=O)COP(=O)(O)O)O,Active,,,,0.234,Km,=,234,nM
