PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,123083636,46938545,CCCCCCC1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)COC4=CC=C(C=C4)C(=O)C(=O)O)COC5=CC=C(C=C5)C(=O)C(=O)O,Active,,,,0.09,IC50,=,90,nM
2,123083637,46938436,C1=CC=C(C=C1)COC2=CC=CC(=C2)NC(=O)C3=C(C=CC(=C3)COC4=CC=C(C=C4)C(=O)C(=O)O)COC5=CC=C(C=C5)C(=O)C(=O)O,Active,,,,0.1,IC50,=,100,nM
3,123088202,46938747,CC(C)C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)COC4=CC=C(C=C4)C(=O)C(=O)O)COC5=CC=C(C=C5)C(=O)C(=O)O,Active,,,,0.8,IC50,=,800,nM
4,123088203,46938748,C1=CC(=CC=C1C(=O)C(=O)O)OCC2=CC(=C(C=C2)COC3=CC=C(C=C3)C(=O)C(=O)O)C(=O)NC4=CC=C(C=C4)OC5=C(C=C(C=C5)F)F,Active,,,,0.91,IC50,=,910,nM
5,123088204,46938842,COC1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)COC4=CC=C(C=C4)C(=O)C(=O)O)COC5=CC=C(C=C5)C(=O)C(=O)O,Active,,,,1.1,IC50,=,1100,nM
6,123090527,46938650,C1=CC(=CC=C1C(=O)C(=O)O)OCC2=CC(=C(C=C2)COC3=CC=C(C=C3)C(=O)C(=O)O)C(=O)NC4=CC=C(C=C4)OC5=CC(=C(C=C5)Cl)Cl,Active,,,,0.21,IC50,=,210,nM
7,123090528,46938745,C1=CC(=CC(=C1)F)OC2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)COC4=CC=C(C=C4)C(=O)C(=O)O)COC5=CC=C(C=C5)C(=O)C(=O)O,Active,,,,0.22,IC50,=,220,nM
8,123090529,46938843,C1=CC(=CC=C1C#N)OC2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)COC4=CC=C(C=C4)C(=O)C(=O)O)COC5=CC=C(C=C5)C(=O)C(=O)O,Active,,,,1.3,IC50,=,1300,nM
9,123092272,52945264,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)COC4=CC=C(C=C4)C(=O)C(=O)O)COC5=CC=C(C=C5)C(=O)C(=O)O,Active,,,,0.24,IC50,=,240,nM
10,123092839,46938544,CCC1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)COC4=CC=C(C=C4)C(=O)C(=O)O)COC5=CC=C(C=C5)C(=O)C(=O)O,Active,,,,0.07,IC50,=,70,nM
11,123094554,46938546,CSC1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)COC4=CC=C(C=C4)C(=O)C(=O)O)COC5=CC=C(C=C5)C(=O)C(=O)O,Active,,,,0.11,IC50,=,110,nM
12,123095117,46938438,C1=CC=C(C=C1)C2=CC=C(C=C2)OC3=CC=C(C=C3)NC(=O)C4=C(C=CC(=C4)COC5=CC=C(C=C5)C(=O)C(=O)O)COC6=CC=C(C=C6)C(=O)C(=O)O,Active,,,,0.03,IC50,=,30,nM
13,123095141,46938543,C1=CC(=CC=C1C(=O)C(=O)O)OCC2=CC(=C(C=C2)COC3=CC=C(C=C3)C(=O)C(=O)O)C(=O)NC4=CC=C(C=C4)OC5=CC=C(C=C5)SC(F)(F)F,Active,,,,0.05,IC50,=,50,nM
14,123095142,46938648,CC1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)COC4=CC=C(C=C4)C(=O)C(=O)O)COC5=CC=C(C=C5)C(=O)C(=O)O,Active,,,,0.19,IC50,=,190,nM
15,123095143,46938649,CCCCC1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)COC4=CC=C(C=C4)C(=O)C(=O)O)COC5=CC=C(C=C5)C(=O)C(=O)O,Active,,,,0.2,IC50,=,200,nM
16,123095144,46938746,CC1=CC=CC=C1OC2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)COC4=CC=C(C=C4)C(=O)C(=O)O)COC5=CC=C(C=C5)C(=O)C(=O)O,Active,,,,0.23,IC50,=,230,nM
17,123099746,46938647,C1=CC(=CC=C1C(=O)C(=O)O)OCC2=CC(=C(C=C2)COC3=CC=C(C=C3)C(=O)C(=O)O)C(=O)NC4=CC=C(C=C4)OC5=CC=C(C=C5)F,Active,,,,0.11,IC50,=,110,nM
