PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103447888,6249,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,Active,,,,0.8,MIC,=,800,nM
2,103510607,54671203,C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,Active,,,,0.56,MIC,=,560,nM
3,123083956,52940926,CC(=O)NCCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)N4C[C@H](C5C4CCCC5)C(=O)NCCC(=O)N[C@@H](CCCCN)C(=O)N6CC7=CC=CC=C7C[C@H]6C(=O)N8C[C@H](C9C8CCCC9)C(=O)NCCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)NCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N,Unspecified,,,,200,MIC,=,200000,nM
4,123083957,52940927,CC(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)N4C[C@H](C5C4CCCC5)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N6CC7=CC=CC=C7C[C@H]6C(=O)N8C[C@H](C9C8CCCC9)C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)NCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N,Unspecified,,,,199,MIC,=,199000,nM
5,123088541,52943324,CC(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)N4C[C@H](C5C4CCCC5)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N6CC7=CC=CC=C7C[C@H]6C(=O)N8C[C@H](C9C8CCCC9)C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N,Unspecified,,,,192,MIC,=,192000,nM
6,123090853,52944517,CC(=O)NCCCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)N4C[C@H](C5C4CCCC5)C(=O)NCCCC(=O)N[C@@H](CCCCN)C(=O)N6CC7=CC=CC=C7C[C@H]6C(=O)N8C[C@H](C9C8CCCC9)C(=O)NCCCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)NCCCC(=O)N[C@@H](CCCCN)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N,Unspecified,,,,46.6,MIC,=,46600,nM
7,123093165,52945770,CC(C)C[C@@H](C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N3C[C@H](C4C3CCCC4)C(=O)N[C@@H](CCCCN)C(=O)N5CC6=CC=CC=C6C[C@H]5C(=O)N7C[C@H](C8C7CCCC8)C(=O)N[C@@H](CC9=CC=CC=C9)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)N[C@@H](CCCCN)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)N[C@@H](CCCCN)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)NC(=O)[C@H](CCCCN)N,Unspecified,,,,162,MIC,=,162000,nM
8,123093168,52945773,CC(C)C[C@@H](C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N3C[C@H](C4C3CCCC4)C(=O)N[C@@H](CCCN)C(=O)N5CC6=CC=CC=C6C[C@H]5C(=O)N7C[C@H](C8C7CCCC8)C(=O)N[C@@H](CC9=CC=CC=C9)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)N[C@@H](CCCN)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)N[C@@H](CCCN)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](CCCN)C(=O)N)NC(=O)[C@H](CCCN)N,Unspecified,,,,156,MIC,=,156000,nM
9,123095466,52946988,CC(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)N4C[C@H](C5C4CCCC5)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N6CC7=CC=CC=C7C[C@H]6C(=O)N8C[C@H](C9C8CCCC9)C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N[C@@H](CCCN)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](CCCN)C(=O)N,Unspecified,,,,26.2,MIC,=,26200,nM
10,123095467,52946989,CC(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)N4C[C@H](C5C4CCCC5)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N6CC7=CC=CC=C7C[C@H]6C(=O)N8C[C@H](C9C8CCCC9)C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)NCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N,Unspecified,,,,48.9,MIC,=,48900,nM
11,123095468,52946990,CC(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)N4C[C@H](C5C4CCCC5)C(=O)NCC(=O)N[C@@H](CCN)C(=O)N6CC7=CC=CC=C7C[C@H]6C(=O)N8C[C@H](C9C8CCCC9)C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N1C[C@H](C2C1CCCC2)C(=O)NCC(=O)N[C@@H](CCN)C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)N[C@@H](CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H](CCN)C(=O)N,Unspecified,,,,220,MIC,=,220000,nM
