PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,469798592,134179632,CC(C)OC1=CC=C(C=C1)C2=NC3=C(C=C2)N=CN3C4=CC=C(C=C4)OC(C)C,Active,,,,0.00082,EC50,=,0.82,nM
2,469799817,134179269,CC(C)OC1=CC=C(C=C1)C2=CN3C(=NC=C3C4=CN=C(C=C4)OC(C)C)C=C2,Active,,,,0.00361,EC50,=,3.61,nM
3,469799985,134179283,CC1=CC2=NC=C(N2C=C1C3=CC=C(C=C3)OC(C)C)C4=CC=C(C=C4)OC(C)C,Active,,,,0.00042,EC50,=,0.42,nM
4,469800161,164610020,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=CC=C(C=C4)OC(C)(C)O,Active,,,,0.00111,EC50,=,1.11,nM
5,469801177,134179628,CC(C)OC1=CC=C(C=C1)C2=CC3=C(C=C2)N=NN3C4=CC=C(C=C4)OC(C)C,Active,,,,0.00282,EC50,=,2.82,nM
6,469801890,134179845,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=CC=C(C=C4)C(=O)OC(C)C,Active,,,,0.00498,EC50,=,4.98,nM
7,469802263,134179585,CC(C)OC1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN3C4=CC=C(C=C4)OC(C)C,Active,,,,0.00082,EC50,=,0.82,nM
8,469802553,134179300,CC(C)NC1=CC=C(C=C1)C2=CN3C(=NC=C3C4=CC=C(C=C4)OC(C)C)C=C2,Active,,,,0.00056,EC50,=,0.56,nM
9,469802629,134179259,CC1=CC2=C(C=C1C3=CC=C(C=C3)OC(C)C)N(N=N2)C4=CC=C(C=C4)OC(C)C,Active,,,,0.00105,EC50,=,1.05,nM
10,469802745,134179285,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=CC=C(C=C4)OCCN5CCOCC5,Unspecified,,,,0.025,EC50,>,25,nM
11,469804511,134179276,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C(=C3)OC)C4=CC=C(C=C4)OC(C)C,Active,,,,0.01372,EC50,=,13.72,nM
12,469806389,134179296,CC1=C(C=CC2=NC=C(N12)C3=CC=C(C=C3)OC(C)C)C4=CC=C(C=C4)OC(C)C,Active,,,,0.00032,EC50,=,0.32,nM
13,469806628,134179301,CC(C)OC1=CC=C(C=C1)C2=CN3C(=NC=C3C4=CC=C(C=C4)OC(C)(C)C)C=C2,Active,,,,0.0004,EC50,=,0.4,nM
14,469806998,134179663,CC(C)OC1=CC=C(C=C1)C2=NC=C3C(=N2)N(C=N3)C4=CC=C(C=C4)OC(C)C,Active,,,,0.01071,EC50,=,10.71,nM
15,469807258,134179613,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=CC=C(C=C4)OC(F)F,Active,,,,0.00435,EC50,=,4.35,nM
16,469808081,164615725,CC(C)OC1=CC=C(C=C1)C2=CN3C(=NC=C3C4=CC=C(C=C4)OC(C)(C)O)C=C2,Active,,,,0.00085,EC50,=,0.85,nM
17,469808517,134179382,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=CC=C(C=C4)OC5CC5,Active,,,,0.00725,EC50,=,7.25,nM
18,469809374,134179641,CC(C)OC1=CC=C(C=C1)C2=CC3=C(N=CN3C=C2)C4=CC=C(C=C4)OC(C)C,Active,,,,0.02092,EC50,=,20.92,nM
19,469809618,134179851,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=CC=C(C=C4)OC(C)(C)C,Active,,,,0.00067,EC50,=,0.67,nM
20,469809841,134179819,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=CC=C(C=C4)O,Active,,,,0.00269,EC50,=,2.69,nM
21,469810329,134179255,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=CC=C(C=C4)C(=O)C,Active,,,,0.00029,EC50,=,0.29,nM
22,469811073,134179384,CC(C)OC1=CC=C(C=C1)C2=NN3C(=NC=C3C4=CC=C(C=C4)OC(C)C)C=C2,Active,,,,0.0015,EC50,=,1.5,nM
23,469811463,134179842,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=CC5=C(C=C4)NC=C5,Active,,,,0.00203,EC50,=,2.03,nM
24,469811672,134179289,CC(C)OC1=CC=C(C=C1)C2=CN3C(=NC=C3C4=CC5=C(C=C4)NC=C5)C=C2,Active,,,,0.00841,EC50,=,8.41,nM
25,469812090,146659124,CC1=CC2=NC=C(N2C=C1C3=CC=C(C=C3)OC(C)C)C4=CC=C(C=C4)OC(C)(C)C,Active,,,,0.00068,EC50,=,0.68,nM
26,469813450,134179602,CC(C)OC1=CC=C(C=C1)C2=NC=C3C(=C2)N(C=N3)C4=CC=C(C=C4)OC(C)C,Active,,,,0.01775,EC50,=,17.75,nM
27,469814893,134179286,CC(C)OC1=CC=C(C=C1)C2=CN3C(=NC=C3C4=CC=C(C=C4)OC5CC5)C=C2,Active,,,,0.00135,EC50,=,1.35,nM
28,469814951,134179631,CC1=CC2=C(C=C1C3=CC=C(C=C3)OC(C)C)N(C=N2)C4=CC=C(C=C4)OC(C)C,Active,,,,0.00065,EC50,=,0.65,nM
29,469815087,134179385,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=N3)C4=CC=C(C=C4)OC(C)C,Active,,,,0.00124,EC50,=,1.24,nM
30,469815168,134179843,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=CC=C(C=C4)C5(CC5)N,Active,,,,0.00797,EC50,=,7.97,nM
31,469815226,134179304,CC1=CC(=CN2C1=NC=C2C3=CC=C(C=C3)OC(C)C)C4=CC=C(C=C4)OC(C)C,Active,,,,0.01548,EC50,=,15.48,nM
32,469815511,134179643,CC(C)OC1=CC=C(C=C1)C2=CC3=C(C=C2)NN=C3C4=CC=C(C=C4)OC(C)C,Active,,,,0.0105,EC50,=,10.5,nM
33,469816063,134179640,CC(C)OC1=CC=C(C=C1)C2=CN3C(=CN=C3C4=CC=C(C=C4)OC(C)C)C=C2,Unspecified,,,,0.025,EC50,>,25,nM
34,469816343,134179849,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=CN(N=C4)C5CC5,Active,,,,0.01336,EC50,=,13.36,nM
35,469816563,134179844,CC1=C(C=CC(=C1)OC(C)C)C2=CN3C(=NC=C3C4=CC=C(C=C4)OC(C)C)C=C2,Active,,,,0.01813,EC50,=,18.13,nM
36,469816902,134179257,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=CN=C(C=C4)OC(C)C,Active,,,,0.00607,EC50,=,6.07,nM
37,469818293,134179606,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(N=C3)C4=CC=C(C=C4)OC(C)C,Active,,,,0.00295,EC50,=,2.95,nM
38,469818792,134179850,CC1=C(C=CC(=C1)C2=CN3C(=NC=C3C4=CC=C(C=C4)OC(C)C)C=C2)OC(C)C,Active,,,,0.00235,EC50,=,2.35,nM
39,469818957,134179818,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=CC=C(C=C4)F,Unspecified,,,,0.025,EC50,>,25,nM
40,469820223,134179263,CC(C)OC1=CC=C(C=C1)C2=CN3C(=NN=C3C4=CC=C(C=C4)OC(C)C)C=C2,Active,,,,0.0096,EC50,=,9.6,nM
41,469820239,134179277,CC(C)OC1=CC=C(C=C1)C2=CC3=C(C=C2)C=NN3C4=CC=C(C=C4)OC(C)C,Unspecified,,,,0.025,EC50,>,25,nM
42,469820890,134179582,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=CC=C(C=C4)C(=O)N,Unspecified,,,,0.025,EC50,>,25,nM
43,469820959,134179288,CC(C)OC1=CC=C(C=C1)C2=CN3C(=NC=C3C4=CC(=CC=C4)OC(C)C)C=C2,Active,,,,0.01446,EC50,=,14.46,nM
44,469821175,134179274,CC(C)OC1=CC=C(C=C1)C2=CN3C(=NC=C3C4=CC=C(C=C4)C(=O)C)C=C2,Active,,,,0.00067,EC50,=,0.67,nM
45,469822081,134179604,CC(C)OC1=CC=C(C=C1)C2=CN3C(=NC=C3C4=CC=C(C=C4)OC(C)C)C=C2,Active,,,,0.00103,EC50,=,1.03,nM
46,469824212,134179847,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C=C3)C4=C(C=C(C=C4)OC(C)C)F,Unspecified,,,,0.025,EC50,>,25,nM
47,469826386,146659129,CC(C)OC1=CC=C(C=C1)C2=CN=C3N2C=C(C(=C3)C#N)C4=CC=C(C=C4)OC(C)C,Active,,,,0.0014,EC50,=,1.4,nM
48,469827463,164628450,CC1=CC2=C(C=C1C3=CC=C(C=C3)OC(C)(C)O)N(C=N2)C4=CC=C(C=C4)OC(C)(C)C,Active,,,,0.004,EC50,=,4,nM
