PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,440109291,155510372,CN(C)C(=O)C1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC4=C(N3)C=CC(=C4)OC)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
2,440109821,122600617,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CC6CCCCC6C5,Active,,,,0.00605,EC50,=,6.05,nM
3,440110029,145164370,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CN5C6CCCC5CCC6,Active,,,,0.01035,EC50,=,10.35,nM
4,440110161,122600590,CS(=O)(=O)C1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
5,440111403,122600448,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCOCC5,Unspecified,,,,0.025,EC50,>,25,nM
6,440111755,122600547,CC(C)OC1=CC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC=CC=C3)CC4=CC=CC=C4,Active,,,,0.01905,EC50,=,19.05,nM
7,440111975,122600829,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=NC=C(C=C3)C(F)(F)F)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
8,440112473,122600835,CC1=NC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC(=CC=C3)OC)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
9,440112735,122600578,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=C5C=CNC5=CC=C4)CC6=CC=CC=C6,Active,,,,0.00366,EC50,=,3.66,nM
10,440113293,122600449,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCN(CC5)C6=CC=CC=N6,Active,,,,0.0151,EC50,=,15.1,nM
11,440114501,122600591,CC1(COC1)C2=CC=C(C=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Active,,,,0.0194,EC50,=,19.4,nM
12,440114914,122600595,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4CCCCC4)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
13,440115684,122600834,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
14,440116052,122600553,CC(C)C1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
15,440116450,122600451,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCN(CC5)CC6=CC=CC=N6,Unspecified,,,,0.025,EC50,>,25,nM
16,440116540,122600629,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CN5CCC(CC5)C#N,Active,,,,0.02324,EC50,=,23.24,nM
17,440117432,155515591,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5C(=O)C6=CC=CC=C6C5=O,Unspecified,,,,0.025,EC50,>,25,nM
18,440117437,122600581,CC1=CC(=CC=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC4=C(N3)C=CC(=C4)OC)CC5=CC=CC=C5,Active,,,,0.00208,EC50,=,2.08,nM
19,440118159,122600527,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Active,,,,0.01952,EC50,=,19.52,nM
20,440118254,122600567,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC)CC5=CNC6=CC=CC=C65,Active,,,,0.00448,EC50,=,4.48,nM
21,440118611,122600718,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OCCOC)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
22,440118856,122600586,CN(C)C1=NC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC=CC=C3)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
23,440119187,155516777,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)C5=CC=CC=N5,Active,,,,0.00401,EC50,=,4.01,nM
24,440119481,122600570,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=N5,Unspecified,,,,0.025,EC50,>,25,nM
25,440120522,122600618,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CN5CC6CCC5C6,Active,,,,0.00857,EC50,=,8.57,nM
26,440120840,122600816,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=C(C=C4)N5C=CC=N5)CC6=CC=CC=C6,Unspecified,,,,0.025,EC50,>,25,nM
27,440120952,122600845,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CN=C(C=C3)C(F)(F)F)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
28,440121199,122600542,C1[C@@H](N(C(=O)CN1C(=O)C2=CC3=C(N2)C=CN=C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
29,440122047,122600719,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC5CC5)CC6=CC=CC=C6,Active,,,,0.00438,EC50,=,4.38,nM
30,440122392,122601000,CC(=O)C1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
31,440122581,122600639,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CC6CC6C5,Active,,,,0.02065,EC50,=,20.65,nM
32,440122843,122600840,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC=C(C=C3)OC(F)F)CC4=CC=CC=C4,Active,,,,0.0189,EC50,=,18.9,nM
33,440122952,122600913,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC5=C(C=C4)C=CN5C6CC6)CC7=CC=CC=C7,Active,,,,0.00203,EC50,=,2.03,nM
34,440123025,122600975,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)C5(COC5)F)CC6=CC=CC=C6,Active,,,,0.00232,EC50,=,2.32,nM
35,440123350,122600630,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)NS(=O)(=O)C)CC5=CC=CC=C5,Active,,,,0.00571,EC50,=,5.71,nM
36,440123905,122589516,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC(=C4)CN)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
37,440124826,122600800,C1[C@@H](N(C(=O)CN1C(=O)C2=CC3=C(C=C2)NC=C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Active,,,,0.01039,EC50,=,10.39,nM
38,440125316,122600621,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)COC5=CC=C(C=C5)F,Active,,,,0.0054,EC50,=,5.4,nM
39,440126083,122600452,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCC(CC5)C(F)(F)F,Active,,,,0.008925,EC50,=,8.925,nM
40,440126172,122600810,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)O)CC5=CC=CC=C5,Active,,,,0.01463,EC50,=,14.63,nM
