PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,440109813,122600752,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=NC(=CC=C4)OC)CC5=CC=CC=C5,Unspecified,,,,30,CC50,>,30000,nM
2,440109821,122600617,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CC6CCCCC6C5,Active,,,,8.2,CC50,=,8200,nM
3,440111403,122600448,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCOCC5,Unspecified,,,,38.1,CC50,=,38100,nM
4,440111755,122600547,CC(C)OC1=CC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC=CC=C3)CC4=CC=CC=C4,Unspecified,,,,23.8,CC50,=,23800,nM
5,440112735,122600578,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=C5C=CNC5=CC=C4)CC6=CC=CC=C6,Unspecified,,,,30,CC50,>,30000,nM
6,440113293,122600449,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCN(CC5)C6=CC=CC=N6,Unspecified,,,,30,CC50,>,30000,nM
7,440116052,122600553,CC(C)C1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Active,,,,3.1,CC50,=,3100,nM
8,440117432,155515591,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5C(=O)C6=CC=CC=C6C5=O,Unspecified,,,,41,CC50,=,41000,nM
9,440117437,122600581,CC1=CC(=CC=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC4=C(N3)C=CC(=C4)OC)CC5=CC=CC=C5,Unspecified,,,,10,CC50,>,10000,nM
10,440118159,122600527,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Unspecified,,,,25,CC50,>,25000,nM
11,440118254,122600567,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC)CC5=CNC6=CC=CC=C65,Unspecified,,,,10,CC50,>,10000,nM
12,440118856,122600586,CN(C)C1=NC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC=CC=C3)CC4=CC=CC=C4,Unspecified,,,,30,CC50,>,30000,nM
13,440119187,155516777,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)C5=CC=CC=N5,Unspecified,,,,78.2,CC50,=,78200,nM
14,440119481,122600570,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=N5,Unspecified,,,,30,CC50,>,30000,nM
15,440120522,122600618,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CN5CC6CCC5C6,Unspecified,,,,26.9,CC50,=,26900,nM
16,440122047,122600719,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC5CC5)CC6=CC=CC=C6,Unspecified,,,,86.02,CC50,=,86020,nM
17,440122392,122601000,CC(=O)C1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,10,CC50,>,10000,nM
18,440122581,122600639,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CC6CC6C5,Unspecified,,,,13.8,CC50,=,13800,nM
19,440122843,122600840,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC=C(C=C3)OC(F)F)CC4=CC=CC=C4,Unspecified,,,,30,CC50,>,30000,nM
20,440122952,122600913,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC5=C(C=C4)C=CN5C6CC6)CC7=CC=CC=C7,Unspecified,,,,25,CC50,>,25000,nM
21,440123025,122600975,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)C5(COC5)F)CC6=CC=CC=C6,Unspecified,,,,30,CC50,>,30000,nM
22,440124826,122600800,C1[C@@H](N(C(=O)CN1C(=O)C2=CC3=C(C=C2)NC=C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Unspecified,,,,22.4,CC50,=,22400,nM
23,440125316,122600621,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)COC5=CC=C(C=C5)F,Unspecified,,,,33.2,CC50,=,33200,nM
24,440126083,122600452,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCC(CC5)C(F)(F)F,Unspecified,,,,17.3,CC50,=,17300,nM
25,440126172,122600810,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)O)CC5=CC=CC=C5,Active,,,,3.96,CC50,=,3960,nM
26,440127952,122600842,COC1=CC2=C(C=C1)N=C(C=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC)CC5=CC=CC=C5,Unspecified,,,,26.7,CC50,=,26700,nM
27,440128303,122600749,COCCOC1=CC=C(C=C1)C[C@H]2CN(CC(=O)N2CC3=CC(=CC=C3)OC)C(=O)C4=CC5=C(N4)C=CC(=C5)OC,Unspecified,,,,100,CC50,>,100000,nM
28,440128933,122600626,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=COC=C4)CC5=CC=CC=C5,Unspecified,,,,10,CC50,>,10000,nM
29,440128948,122600584,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)N5C=CC=N5)CC6=CC=CC=C6,Unspecified,,,,30,CC50,>,30000,nM
30,440129258,122600795,C1[C@@H](N(C(=O)CN1C(=O)C2=CC3=C(N2)C=CC(=C3)C#N)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,16,CC50,=,16000,nM
31,440132012,122600635,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CC6(C5)CCC6,Unspecified,,,,52.7,CC50,=,52700,nM
32,440132322,122600794,COC1=CC=CC2=C1OC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,30,CC50,>,30000,nM
33,440133017,122600846,CC1=C2C=C(NC2=CC=C1)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC)CC5=CC=CC=C5,Active,,,,7.6,CC50,=,7600,nM
34,440133630,155526122,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3CC(=O)N(CC3CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,100,CC50,>,100000,nM
35,440134495,122600998,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,10,CC50,>,10000,nM
36,440134672,122600597,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC)CC5=CC=CC=C5,Active,,,,3.3,CC50,=,3300,nM
37,440134682,122600600,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OCC5CC5)CC6=CC=CC=C6,Unspecified,,,,30,CC50,>,30000,nM
38,440135381,122600548,C1CC1COC2=CC=C(C=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,24.5,CC50,=,24500,nM
39,440137218,122600543,C1CC1C2=CC=C(C=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,15.8,CC50,=,15800,nM
40,440137826,122600837,CC(C)C1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC)CC5=CC=CC=C5,Active,,,,4.2,CC50,=,4200,nM
41,440137960,122600455,CC1CCN(CC1)C[C@H]2CN(CC(=O)N2CC3=CC=CC=C3)C(=O)C4=CC5=C(N4)C=CC(=C5)OC,Unspecified,,,,30,CC50,>,30000,nM
