PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,440109813,122600752,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=NC(=CC=C4)OC)CC5=CC=CC=C5,Unspecified,,,,47.5,Solubility,=,47500,nM
2,440109821,122600617,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CC6CCCCC6C5,Unspecified,,,,23.8,Solubility,=,23800,nM
3,440110029,145164370,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CN5C6CCCC5CCC6,Unspecified,,,,16.8,Solubility,=,16800,nM
4,440110161,122600590,CS(=O)(=O)C1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,67.7,Solubility,=,67700,nM
5,440111403,122600448,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCOCC5,Unspecified,,,,100,Solubility,>,100000,nM
6,440111755,122600547,CC(C)OC1=CC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC=CC=C3)CC4=CC=CC=C4,Unspecified,,,,63,Solubility,=,63000,nM
7,440111975,122600829,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=NC=C(C=C3)C(F)(F)F)CC4=CC=CC=C4,Unspecified,,,,25,Solubility,>,25000,nM
8,440112473,122600835,CC1=NC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC(=CC=C3)OC)CC4=CC=CC=C4,Unspecified,,,,25,Solubility,>,25000,nM
9,440112735,122600578,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=C5C=CNC5=CC=C4)CC6=CC=CC=C6,Active,,,,8.4,Solubility,=,8400,nM
10,440113293,122600449,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCN(CC5)C6=CC=CC=N6,Unspecified,,,,30.2,Solubility,=,30200,nM
11,440114501,122600591,CC1(COC1)C2=CC=C(C=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,25,Solubility,>,25000,nM
12,440115684,122600834,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C)CC4=CC=CC=C4,Unspecified,,,,25,Solubility,>,25000,nM
13,440116450,122600451,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCN(CC5)CC6=CC=CC=N6,Unspecified,,,,100,Solubility,>,100000,nM
14,440116540,122600629,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CN5CCC(CC5)C#N,Unspecified,,,,27.9,Solubility,=,27900,nM
15,440117432,155515591,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5C(=O)C6=CC=CC=C6C5=O,Unspecified,,,,100,Solubility,>,100000,nM
16,440117437,122600581,CC1=CC(=CC=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC4=C(N3)C=CC(=C4)OC)CC5=CC=CC=C5,Active,,,,5.8,Solubility,=,5800,nM
17,440118159,122600527,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Active,,,,5.3,Solubility,=,5300,nM
18,440118254,122600567,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC)CC5=CNC6=CC=CC=C65,Active,,,,5.7,Solubility,=,5700,nM
19,440118611,122600718,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OCCOC)CC5=CC=CC=C5,Unspecified,,,,12.3,Solubility,=,12300,nM
20,440118856,122600586,CN(C)C1=NC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC=CC=C3)CC4=CC=CC=C4,Unspecified,,,,25,Solubility,>,25000,nM
21,440119187,155516777,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)C5=CC=CC=N5,Unspecified,,,,65.5,Solubility,=,65500,nM
22,440119481,122600570,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=N5,Unspecified,,,,100,Solubility,>,100000,nM
23,440120522,122600618,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CN5CC6CCC5C6,Unspecified,,,,62,Solubility,=,62000,nM
24,440120952,122600845,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CN=C(C=C3)C(F)(F)F)CC4=CC=CC=C4,Unspecified,,,,25,Solubility,>,25000,nM
25,440121199,122600542,C1[C@@H](N(C(=O)CN1C(=O)C2=CC3=C(N2)C=CN=C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,25,Solubility,>,25000,nM
26,440122047,122600719,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC5CC5)CC6=CC=CC=C6,Active,,,,6.1,Solubility,=,6100,nM
27,440122392,122601000,CC(=O)C1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,15.5,Solubility,=,15500,nM
28,440122581,122600639,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CC6CC6C5,Unspecified,,,,17.5,Solubility,=,17500,nM
29,440122843,122600840,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC=C(C=C3)OC(F)F)CC4=CC=CC=C4,Unspecified,,,,50,Solubility,=,50000,nM
30,440122952,122600913,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC5=C(C=C4)C=CN5C6CC6)CC7=CC=CC=C7,Active,,,,7.5,Solubility,=,7500,nM
31,440123025,122600975,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)C5(COC5)F)CC6=CC=CC=C6,Active,,,,6.7,Solubility,=,6700,nM
32,440123350,122600630,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)NS(=O)(=O)C)CC5=CC=CC=C5,Unspecified,,,,12,Solubility,=,12000,nM
33,440123905,122589516,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC(=C4)CN)CC5=CC=CC=C5,Unspecified,,,,25,Solubility,>,25000,nM
34,440124826,122600800,C1[C@@H](N(C(=O)CN1C(=O)C2=CC3=C(C=C2)NC=C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Unspecified,,,,16.7,Solubility,=,16700,nM
35,440125316,122600621,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)COC5=CC=C(C=C5)F,Unspecified,,,,17.5,Solubility,=,17500,nM
36,440126083,122600452,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCC(CC5)C(F)(F)F,Unspecified,,,,16.5,Solubility,=,16500,nM
37,440126172,122600810,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)O)CC5=CC=CC=C5,Unspecified,,,,15.4,Solubility,=,15400,nM
38,440127952,122600842,COC1=CC2=C(C=C1)N=C(C=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC)CC5=CC=CC=C5,Unspecified,,,,26.6,Solubility,=,26600,nM
39,440128303,122600749,COCCOC1=CC=C(C=C1)C[C@H]2CN(CC(=O)N2CC3=CC(=CC=C3)OC)C(=O)C4=CC5=C(N4)C=CC(=C5)OC,Unspecified,,,,16.1,Solubility,=,16100,nM
40,440128933,122600626,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=COC=C4)CC5=CC=CC=C5,Unspecified,,,,63.6,Solubility,=,63600,nM
