PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,440139925,122600565,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Active,,,,0.7103,EC50,=,710.3,nM
2,440151864,122600763,CC1=CC(=CC=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC4=C(N3)C=CC(=C4)C5CC5)CC6=CC=CC=C6,Active,,,,0.356,EC50,=,356,nM
3,440155840,122600441,C1CC1C2=CC3=C(C=C2)NC(=C3)C(=O)N4C[C@@H](N(C(=O)C4)CC5=CC6=C(C=C5)C=CN6)CC7=CC=CC=C7,Active,,,,0.1815,EC50,=,181.5,nM
4,440165210,122600756,C1CC1C2=CC3=C(C=C2)NC(=C3)C(=O)N4C[C@@H](N(C(=O)C4)CC5=CC(=CC=C5)OCCO)CC6=CC=CC=C6,Active,,,,0.2729,EC50,=,272.9,nM
5,440181363,122600622,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCC6(CC6)CC5,Active,,,,0.0562,EC50,=,56.2,nM
6,440214216,122600454,C1CC1C2=CC3=C(C=C2)NC(=C3)C(=O)N4C[C@@H](N(C(=O)C4)CC5=CC(=CC=C5)C6CC6)CC7=CC=CC=C7,Active,,,,0.1732,EC50,=,173.2,nM
7,440222743,122600720,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC5=C(C=C4)C=CN5)CC6=CC=CC=C6,Active,,,,0.0484,EC50,=,48.4,nM
