PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,174488702,9695282,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)Br,Active,,,,0.47,EC50,=,470,nM
2,174488703,5409608,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC(=CC=C3)[N+](=O)[O-],Active,,,,0.25,EC50,=,250,nM
3,174488704,5409662,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)OC,Active,,,,0.004,EC50,=,4,nM
4,174488705,73346356,CC1=C(C(=CC=C1)/C(=N/NC(=O)[C@@H]2C[C@H]2C3=CC=CC=C3)/C)C,Active,,,,0.8,EC50,=,800,nM
5,174488706,9694798,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)C4=CC=CC=C4,Active,,,,0.0013,EC50,=,1.3,nM
6,174493733,5341000,C/C(=N\NC(=O)C1CC1)/C2=CC(=CC=C2)OC,Unspecified,,,,50,EC50,>,50000,nM
7,174493747,7124308,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=CC=C3,Active,,,,0.047,EC50,=,47,nM
8,174493748,73347855,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)Cl,Active,,,,0.02,EC50,=,20,nM
9,174493749,73347856,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC(=CC=C3)OC,Active,,,,0.042,EC50,=,42,nM
10,174493750,25753469,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=C(C=C2)C(C)(C)C)/C3=CC=CC=C3,Active,,,,0.015,EC50,=,15,nM
11,174498872,73349385,C1[C@H]([C@@H]1C(=O)N/N=C/C2=CC=CC=C2)C3=CC=CC=C3,Active,,,,0.025,EC50,=,25,nM
12,174498883,73349387,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)[N+](=O)[O-],Active,,,,0.062,EC50,=,62,nM
13,174498884,73349388,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC(=CC=C3)O,Active,,,,0.094,EC50,=,94,nM
14,174498885,73349389,CC1=CC(=C(C=C1)/C(=N/NC(=O)[C@@H]2C[C@H]2C3=CC=CC=C3)/C)C,Active,,,,0.17,EC50,=,170,nM
15,174498886,73349390,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)C4CCCCC4,Active,,,,0.024,EC50,=,24,nM
16,174498887,25753477,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=C(C=C2)C(C)(C)C)/C3=CC=C(C=C3)Cl,Active,,,,0.0066,EC50,=,6.6,nM
17,174498888,9696050,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC(=CC=C3)NC(=O)C4=CC=CC=C4F,Active,,,,9.1,EC50,=,9100,nM
18,174504144,5509224,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)NC(=O)C4CC4,Active,,,,0.0021,EC50,=,2.1,nM
19,174509252,9694794,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)N,Unspecified,,,,19,EC50,=,19000,nM
20,174509253,9702097,C/C(=N\NC(=O)[C@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)NC(=O)C4=CC=CO4,Active,,,,0.0009,EC50,=,0.9,nM
21,174509266,9702096,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)NC(=O)C4=CC=CO4,Active,,,,0.00034,EC50,=,0.34,nM
22,174509267,9565072,CC1=CC=C(C=C1)/C(=N/NC(=O)[C@@H]2C[C@H]2C3=CC=CC=C3)/C,Active,,,,0.009,EC50,=,9,nM
23,174509268,73352433,CC1=C(C=C(C=C1)/C(=N/NC(=O)[C@@H]2C[C@H]2C3=CC=CC=C3)/C)C,Active,,,,0.0039,EC50,=,3.9,nM
24,174509269,9694171,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC(=C(C=C3)Cl)Cl,Active,,,,0.072,EC50,=,72,nM
25,174514412,5331174,C/C(=N\NC(=O)C1CC1(C2=CC=CC=C2)C3=CC=CC=C3)/C4=CC=C(C=C4)N,Unspecified,,,,50,EC50,>,50000,nM
26,174514429,73353905,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)N(C)C,Active,,,,0.39,EC50,=,390,nM
27,174514430,73353906,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC(=CC=C3)Br,Active,,,,0.056,EC50,=,56,nM
28,174514431,5410800,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)NC(=O)C,Active,,,,0.0026,EC50,=,2.6,nM
29,174514432,5454938,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)NC(=O)C4=CC=C(S4)Cl,Active,,,,0.00095,EC50,=,0.95,nM
30,174519432,9777606,CC(C)/C(=N\NC(=O)[C@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=CC=C3,Active,,,,0.85,EC50,=,850,nM
31,174519433,7329455,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=CC=C3Cl,Active,,,,0.32,EC50,=,320,nM
32,174519434,7124312,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC(=C(C=C3)OC)OC,Active,,,,0.45,EC50,=,450,nM
33,174519435,9702099,C/C(=N\NC(=O)[C@H]1C[C@@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)NC(=O)C4=CC=CO4,Active,,,,0.00034,EC50,=,0.34,nM
34,174519436,40738258,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=C(C=C2)C(C)(C)C)/C3=CC(=CC=C3)NC(=O)C4=CC=CC=C4F,Active,,,,0.77,EC50,=,770,nM
35,174524729,136254460,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=CC=C3O,Active,,,,0.57,EC50,=,570,nM
36,174524730,135907423,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)O,Active,,,,0.0023,EC50,=,2.3,nM
37,174524731,73356996,CC1=CC(=CC=C1)/C(=N/NC(=O)[C@@H]2C[C@H]2C3=CC=CC=C3)/C,Active,,,,0.058,EC50,=,58,nM
38,174524732,9695967,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC(=CC=C3)NC(=O)C4=CC=CS4,Active,,,,6.3,EC50,=,6300,nM
39,174524733,25753841,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=CC=C2)/C3=CC=C(C=C3)F,Active,,,,0.052,EC50,=,52,nM
40,174524734,7334337,C/C(=N\NC(=O)[C@@H]1C[C@H]1C2=CC=C(C=C2)C(C)(C)C)/C3=CC=C(C=C3)F,Active,,,,0.016,EC50,=,16,nM
