PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,440109291,155510372,CN(C)C(=O)C1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC4=C(N3)C=CC(=C4)OC)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
2,440109813,122600752,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=NC(=CC=C4)OC)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
3,440109821,122600617,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CC6CCCCC6C5,Active,,,,0.00435,EC50,=,4.35,nM
4,440110029,145164370,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CN5C6CCCC5CCC6,Active,,,,0.01035,EC50,=,10.35,nM
5,440110161,122600590,CS(=O)(=O)C1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
6,440111403,122600448,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCOCC5,Active,,,,0.0167,EC50,=,16.7,nM
7,440111755,122600547,CC(C)OC1=CC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC=CC=C3)CC4=CC=CC=C4,Active,,,,0.01476,EC50,=,14.76,nM
8,440111975,122600829,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=NC=C(C=C3)C(F)(F)F)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
9,440112473,122600835,CC1=NC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC(=CC=C3)OC)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
10,440112735,122600578,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=C5C=CNC5=CC=C4)CC6=CC=CC=C6,Active,,,,0.01841,EC50,=,18.41,nM
11,440113293,122600449,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCN(CC5)C6=CC=CC=N6,Active,,,,0.0204,EC50,=,20.4,nM
12,440114501,122600591,CC1(COC1)C2=CC=C(C=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
13,440114914,122600595,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4CCCCC4)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
14,440115684,122600834,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
15,440116052,122600553,CC(C)C1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
16,440116450,122600451,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCN(CC5)CC6=CC=CC=N6,Unspecified,,,,0.025,EC50,>,25,nM
17,440116540,122600629,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CN5CCC(CC5)C#N,Active,,,,0.02069,EC50,=,20.69,nM
18,440117432,155515591,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5C(=O)C6=CC=CC=C6C5=O,Unspecified,,,,0.025,EC50,>,25,nM
19,440117437,122600581,CC1=CC(=CC=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC4=C(N3)C=CC(=C4)OC)CC5=CC=CC=C5,Active,,,,0.00292,EC50,=,2.92,nM
20,440118159,122600527,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Active,,,,0.00234,EC50,=,2.34,nM
21,440118254,122600567,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC)CC5=CNC6=CC=CC=C65,Active,,,,0.00677,EC50,=,6.77,nM
22,440118611,122600718,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OCCOC)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
23,440118856,122600586,CN(C)C1=NC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC=CC=C3)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
24,440119187,155516777,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)C5=CC=CC=N5,Active,,,,0.006,EC50,=,6,nM
25,440119481,122600570,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=N5,Unspecified,,,,0.025,EC50,>,25,nM
26,440120522,122600618,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CN5CC6CCC5C6,Active,,,,0.01081,EC50,=,10.81,nM
27,440120840,122600816,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=C(C=C4)N5C=CC=N5)CC6=CC=CC=C6,Unspecified,,,,0.025,EC50,>,25,nM
28,440120952,122600845,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CN=C(C=C3)C(F)(F)F)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
29,440121199,122600542,C1[C@@H](N(C(=O)CN1C(=O)C2=CC3=C(N2)C=CN=C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
30,440122047,122600719,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC5CC5)CC6=CC=CC=C6,Active,,,,0.01564,EC50,=,15.64,nM
31,440122392,122601000,CC(=O)C1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Active,,,,0.0254,EC50,=,25.4,nM
32,440122581,122600639,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CC6CC6C5,Active,,,,0.00518,EC50,=,5.18,nM
33,440122843,122600840,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC=C(C=C3)OC(F)F)CC4=CC=CC=C4,Active,,,,0.00911,EC50,=,9.11,nM
34,440122952,122600913,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC5=C(C=C4)C=CN5C6CC6)CC7=CC=CC=C7,Active,,,,0.0027,EC50,=,2.7,nM
35,440123025,122600975,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)C5(COC5)F)CC6=CC=CC=C6,Active,,,,0.01282,EC50,=,12.82,nM
36,440123350,122600630,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)NS(=O)(=O)C)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
37,440123905,122589516,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC(=C4)CN)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
38,440124826,122600800,C1[C@@H](N(C(=O)CN1C(=O)C2=CC3=C(C=C2)NC=C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Active,,,,0.00187,EC50,=,1.87,nM
39,440125316,122600621,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)COC5=CC=C(C=C5)F,Active,,,,0.0102,EC50,=,10.2,nM
40,440126083,122600452,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCC(CC5)C(F)(F)F,Active,,,,0.00347,EC50,=,3.47,nM
