PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,440109813,122600752,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=NC(=CC=C4)OC)CC5=CC=CC=C5,Active,,,,0.0103,EC50,=,10.3,nM
2,440109821,122600617,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CC6CCCCC6C5,Active,,,,0.00677,EC50,=,6.77,nM
3,440110029,145164370,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CN5C6CCCC5CCC6,Active,,,,0.0143,EC50,=,14.3,nM
4,440110161,122600590,CS(=O)(=O)C1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
5,440111403,122600448,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCOCC5,Active,,,,0.0085,EC50,=,8.5,nM
6,440111755,122600547,CC(C)OC1=CC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC=CC=C3)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
7,440111975,122600829,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=NC=C(C=C3)C(F)(F)F)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
8,440112473,122600835,CC1=NC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC(=CC=C3)OC)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
9,440112735,122600578,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=C5C=CNC5=CC=C4)CC6=CC=CC=C6,Active,,,,0.00514,EC50,=,5.14,nM
10,440114501,122600591,CC1(COC1)C2=CC=C(C=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
11,440115684,122600834,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
12,440116052,122600553,CC(C)C1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
13,440116540,122600629,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CN5CCC(CC5)C#N,Unspecified,,,,0.025,EC50,>,25,nM
14,440117437,122600581,CC1=CC(=CC=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC4=C(N3)C=CC(=C4)OC)CC5=CC=CC=C5,Active,,,,0.00304,EC50,=,3.04,nM
15,440118159,122600527,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Active,,,,0.0038,EC50,=,3.8,nM
16,440118254,122600567,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC)CC5=CNC6=CC=CC=C65,Active,,,,0.0064,EC50,=,6.4,nM
17,440118611,122600718,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OCCOC)CC5=CC=CC=C5,Active,,,,0.01002,EC50,=,10.02,nM
18,440118856,122600586,CN(C)C1=NC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC=CC=C3)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
19,440119187,155516777,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)C5=CC=CC=N5,Active,,,,0.00469,EC50,=,4.69,nM
20,440119481,122600570,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=N5,Active,,,,0.0133,EC50,=,13.3,nM
21,440120522,122600618,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC(F)F)CN5CC6CCC5C6,Active,,,,0.0202,EC50,=,20.2,nM
22,440120952,122600845,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CN=C(C=C3)C(F)(F)F)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
23,440121199,122600542,C1[C@@H](N(C(=O)CN1C(=O)C2=CC3=C(N2)C=CN=C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
24,440122047,122600719,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC5CC5)CC6=CC=CC=C6,Active,,,,0.00347,EC50,=,3.47,nM
25,440122392,122601000,CC(=O)C1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
26,440122581,122600639,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CC6CC6C5,Active,,,,0.0051,EC50,=,5.1,nM
27,440122843,122600840,COC1=CC=CC(=C1)CN2[C@H](CN(CC2=O)C(=O)C3=CC=C(C=C3)OC(F)F)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
28,440122952,122600913,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC5=C(C=C4)C=CN5C6CC6)CC7=CC=CC=C7,Active,,,,0.0026,EC50,=,2.6,nM
29,440123350,122600630,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)NS(=O)(=O)C)CC5=CC=CC=C5,Active,,,,0.00327,EC50,=,3.27,nM
30,440124826,122600800,C1[C@@H](N(C(=O)CN1C(=O)C2=CC3=C(C=C2)NC=C3)CC4=CC(=CC=C4)OC(F)F)CC5=CC=CC=C5,Active,,,,0.00318,EC50,=,3.18,nM
31,440125316,122600621,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)COC5=CC=C(C=C5)F,Active,,,,0.0015,EC50,=,1.5,nM
32,440126083,122600452,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CCC(CC5)C(F)(F)F,Active,,,,0.00392,EC50,=,3.92,nM
33,440126172,122600810,CC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)O)CC5=CC=CC=C5,Active,,,,0.00549,EC50,=,5.49,nM
34,440127952,122600842,COC1=CC2=C(C=C1)N=C(C=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)OC)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
35,440128303,122600749,COCCOC1=CC=C(C=C1)C[C@H]2CN(CC(=O)N2CC3=CC(=CC=C3)OC)C(=O)C4=CC5=C(N4)C=CC(=C5)OC,Active,,,,0.00384,EC50,=,3.84,nM
36,440128377,122600557,CC1=CN2C=C(N=C2C=C1)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
37,440128933,122600626,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=COC=C4)CC5=CC=CC=C5,Active,,,,0.0197,EC50,=,19.7,nM
38,440128948,122600584,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC(=CC=C4)N5C=CC=N5)CC6=CC=CC=C6,Active,,,,0.00165,EC50,=,1.65,nM
39,440129258,122600795,C1[C@@H](N(C(=O)CN1C(=O)C2=CC3=C(N2)C=CC(=C3)C#N)CC4=CC=CC=C4)CC5=CC=CC=C5,Unspecified,,,,0.025,EC50,>,25,nM
40,440130417,122601035,CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)N2C[C@@H](N(C(=O)C2)CC3=CC(=CC=C3)OC)CC4=CC=CC=C4,Unspecified,,,,0.025,EC50,>,25,nM
41,440132012,122600635,COC1=CC2=C(C=C1)NC(=C2)C(=O)N3C[C@@H](N(C(=O)C3)CC4=CC=CC=C4)CN5CC6(C5)CCC6,Active,,,,0.0179,EC50,=,17.9,nM
