PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,482047432,168269479,CC(=CCC1=C(C=CC(=C1)/C=C\2/C(=C(C(=O)O2)C3=C(C=C4C(=C3)CC(C(O4)(C)C)O)O)O)O)C,Active,,,,4.2,IC50,=,4200,nM,
2,482052356,54703017,CC(=CCC1=CC(=C(C=C1O)O)C2=C(/C(=C/C3=CC(=C(C=C3)O)CC=C(C)C)/OC2=O)O)C,Active,,,,3,IC50,=,3000,nM,
3,482054441,168274382,CC(=CCC1=C(C=CC(=C1)/C=C\2/C(=C(C(=O)O2)C3=C(C=C(C=C3)O)O)O)O)C,Active,,,,2.4,IC50,=,2400,nM,
4,482055388,168275097,CC1(C(CC2=CC(=C(C=C2O1)O)C3=C(/C(=C/C4=CC(=C(C=C4)O)CC(C(C)(C)O)O)/OC3=O)O)O)C,Unspecified,,,Potential missing data,,IC50,,,,NA
5,482056774,168276128,CC(=CCC1=CC(=C(C=C1O)O)C2=C(/C(=C/C3=CC4=C(C=C3)OC(C(C4)O)(C)C)/OC2=O)O)C,Active,,,,2.8,IC50,=,2800,nM,
6,482060572,168278873,CC(=CCC1=CC(=C(C=C1O)O)C2=C(/C(=C/C3=CC4=C(C=C3)O[C@H](C4)C(C)(C)O)/OC2=O)O)C,Active,,,,4.9,IC50,=,4900,nM,
7,482060691,168278958,CC1(C(CC2=CC(=C(C=C2O1)O)C3=C(/C(=C/C4=CC5=C(C=C4)OC(C(C5)O)(C)C)/OC3=O)O)O)C,Unspecified,,,Potential missing data,,IC50,,,,NA
8,482061631,168279658,CC(=CCC1=CC(=C(C=C1O)O)C2=C(/C(=C/C3=CC(=C(C=C3)O)CC(C(C)(C)O)O)/OC2=O)O)C,Active,,,,7.4,IC50,=,7400,nM,
9,482063245,54678424,CC(=CCC1=C(C=CC(=C1)/C=C\2/C(=C(C(=O)O2)C3=C(C=C4C(=C3)CCC(O4)(C)C)O)O)O)C,Active,,,,0.8,IC50,=,800,nM,
10,482066326,54728273,CC1(C(CC2=CC(=C(C=C2O1)O)C3=C(/C(=C/C4=CC5=C(C=C4)OC(C5)C(C)(C)O)/OC3=O)O)O)C,Active,,,,0.7,IC50,=,700,nM,
11,482072044,168287222,CC(=CCC1=C(C=CC(=C1)/C=C\2/C(=C(C(=O)O2)C3=C(C=C(C(=C3)CCC(C)(C)O)O)O)O)O)C,Active,,,,3.3,IC50,=,3300,nM,
12,482078128,168291656,CC(=CCC1=CC(=C(C=C1O)O)C2=C(/C(=C/C3=CC(=C(C=C3)O)CCC(C)(C)O)/OC2=O)O)C,Active,,,,3.1,IC50,=,3100,nM,
