PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103619997,37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Active,,,,4,IC50,=,4000,nM,
2,123086722,45375808,C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,Active,,,,4.7,IC50,=,4700,nM,
3,469798571,164608889,C1=CC=C(C=C1)OCCNC2=NC3=C(C(=N2)NC4=CC(=CC=C4)F)NC=N3,Unspecified,,,,12,IC50,=,12000,nM,
4,469800317,164610127,CNC1=NC2=C(C(=N1)NC3=CC=CC(=C3)C(=O)OC)NC=N2,Unspecified,,,,18,IC50,=,18000,nM,
5,469801205,164610771,CNC1=NC2=C(C(=N1)NC3=CC=CC(=C3)C(=O)O)NC=N2,Inactive,,,Potential missing data,,IC50,,,,Not Active
6,469801577,164611040,C1=CC=C(C=C1)OCCNC2=NC3=C(C(=N2)NC4=CC=CC(=C4)C(F)(F)F)NC=N3,Active,,,,2.6,IC50,=,2600,nM,
7,469801731,164611157,C1=CC=C(C=C1)OCCNC2=NC(=NC3=C2NC=N3)NC4=CC=CC(=C4)C(F)(F)F,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
8,469802103,114783471,CNC1=NC2=C(C(=N1)NC3=CC(=CC=C3)F)NC=N2,Active,,,,9.3,IC50,=,9300,nM,
9,469802871,164611986,CNC1=NC2=C(C(=N1)NC3=CC=CC(=C3)C(F)(F)F)NC=N2,Active,,,,3.5,IC50,=,3500,nM,
10,469803925,164612761,C1=CC=C(C=C1)OCCNC2=NC3=C(C(=N2)N=NC4=CC=C(C=C4)C(F)(F)F)NC=N3,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
11,469805345,164613768,C1=CC(=CC(=C1)NC2=NC(=NC3=C2NC=N3)NCCO)C(F)(F)F,Active,,,,4.5,IC50,=,4500,nM,
12,469805378,164613793,C1=CC=C(C=C1)OCCNC2=NC3=C(C(=N2)NNC4=CC(=CC=C4)F)NC=N3,Active,,,,3.4,IC50,=,3400,nM,
13,469807187,164615083,C1=CC=C(C=C1)OCCNC2=NC3=C(C(=N2)NC4=CC(=C(C=C4)O)O)NC=N3,Inactive,,,Potential missing data,,IC50,,,,Not Active
14,469808129,164615762,C1=CC=C(C=C1)OCCNC2=NC3=C(C(=N2)NNC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)NC=N3,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
15,469808373,164615933,COC(=O)C1=CC(=CC=C1)NC2=NC(=NC3=C2NC=N3)NCCO,Unspecified,,,,17.5,IC50,=,17500,nM,
16,469812053,164618613,C1=CC=C(C=C1)OCCNC2=NC3=C(C(=N2)NNC4=CC(=CC(=C4)F)F)NC=N3,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
17,469814928,164620675,C1=CC=C(C=C1)OCCNC2=NC3=C(C(=N2)NC4=CC=CC(=C4)C(=O)O)NC=N3,Unspecified,,,,28.2,IC50,=,28200,nM,
18,469815537,164621141,C1=CC=C(C=C1)OCCNC2=NC3=C(C(=N2)N=NC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)NC=N3,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
19,469817294,164622407,COC(=O)C1=CC(=CC=C1)NC2=NC(=NC3=C2NC=N3)NCCOC4=CC=CC=C4,Inactive,,,Potential missing data,,IC50,,,,Not Active
20,469818107,164623003,C1=CC(=CC(=C1)F)NC2=NC(=NC3=C2NC=N3)NCCO,Unspecified,,,,29.8,IC50,=,29800,nM,
21,469818779,164623477,COC1=CC(=CC(=C1OC)OC)NC2=NC(=NC3=C2NC=N3)NCCOC4=CC=CC=C4,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
22,469818815,164623502,C1=CC=C(C=C1)OCCNC2=NC3=C(C(=N2)NNC4=CC=CC(=C4)C(F)(F)F)NC=N3,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
23,469818928,164623586,C1=CC=C(C=C1)OCCNC2=NC3=C(C(=N2)N=NC4=CC(=CC=C4)F)NC=N3,Active,,,,4,IC50,=,4000,nM,
24,469820371,164624623,C1=CC=C(C=C1)OCCNC2=NC(=NC3=C2NC=N3)NC4=CC(=CC=C4)F,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
25,469821031,164625098,C1=CC=C(C=C1)OCCNC2=NC3=C(C(=N2)N=NC4=CC(=CC(=C4)F)F)NC=N3,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
26,469828939,164629173,C1=CC=C(C=C1)OCCNC2=NC3=C(C(=N2)NNC4=CC=C(C=C4)C(F)(F)F)NC=N3,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
