PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,440172880,503982,COCCCCCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,Active,,,,0.068,IC50,=,68,nM,
2,482055021,156600264,C1[C@@H]([C@@H]([C@H]([C@@H]([C@]1(CO)O)O)O)O)NCCCCCCNC2=C(C=C(C=C2)N3N=CC=N3)[N+](=O)[O-],Active,,,,0.001,IC50,<,1,nM,
3,482060836,148822483,CCCCN[C@H]1C[C@@]([C@H]([C@@H]([C@H]1O)O)O)(CO)O,Unspecified,,,,38.69,IC50,=,38690,nM,
4,482088071,164917835,C1[C@@H]([C@@H]([C@H]([C@@H]([C@]1(CO)O)O)O)O)NCCNC(=O)OCCNC2=C(C=C(C=C2)N=[N+]=[N-])[N+](=O)[O-],Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
5,504794720,166625073,CC1=NC(=NO1)C2=CC(=C(C=C2)NCCCCCCN3C[C@@H]([C@H]([C@@H]([C@H]3CO)O)O)O)[N+](=O)[O-],Active,,,,0.003,IC50,=,3,nM,
6,504796358,166625075,C1CC(C1)C2=NC(=NO2)C3=CC(=C(C=C3)NCCCCCCN4C[C@@H]([C@H]([C@@H]([C@H]4CO)O)O)O)[N+](=O)[O-],Active,,,,0.001,IC50,<,1,nM,
7,504797462,172441570,C1CC2COCC1N2C3=CC(=C(C=C3)NCCCCCCN4C[C@@H]([C@H]([C@@H]([C@H]4CO)O)O)O)[N+](=O)[O-],Active,,,,0.03,IC50,=,30,nM,
8,504798435,162439333,C1CC1C2=CC(=CC(=C2)C3=NN=CC=C3)NCCCCCCN4C[C@@H]([C@H]([C@@H]([C@H]4CO)O)O)O,Active,,,,0.012,IC50,=,12,nM,
9,504798777,166625088,CC1=NC2=C(N1CCCCCCN3C[C@@H]([C@H]([C@@H]([C@H]3CO)O)O)O)C=CC(=C2)C4=NC=CC=N4,Active,,,,0.194,IC50,=,194,nM,
10,504801337,135334698,C1[C@@H]([C@H]([C@@H]([C@H](N1CCCCCCCCC2=CC=CO2)CO)O)O)O,Active,,,,0.035,IC50,=,35,nM,
11,504804519,166625079,C1COCCN1C2=CC=C(C=C2)NCC3=CC=C(C=C3)CN4C[C@@H]([C@H]([C@@H]([C@H]4CO)O)O)O,Active,,,,1.578,IC50,=,1578,nM,
12,504807939,166625074,C1COCCN1C2=NC=CC(=N2)C3=CC(=C(C=C3)NCCCCCCN4C[C@@H]([C@H]([C@@H]([C@H]4CO)O)O)O)[N+](=O)[O-],Active,,,,0.001,IC50,<,1,nM,
13,504809894,172450177,C1[C@@H]([C@H]([C@@H]([C@H](N1CCC2=CC=C(C=C2)CCNC3=CC(=CC(=C3)C4=NOC=N4)O)CO)O)O)O,Active,,,,0.295,IC50,=,295,nM,
14,504813076,166625084,C1COC(=CO1)C2=CC(=CC(=C2)C#N)NCC3=CC(=CC=C3)CN4C[C@@H]([C@H]([C@@H]([C@H]4CO)O)O)O,Active,,,,2.673,IC50,=,2673,nM,
15,504813887,172452947,C1[C@@H]([C@H]([C@@H]([C@H](N1CCC2=CC=C(C=C2)CCNC3=CC(=CC(=C3)C4=NN=CC=C4)O)CO)O)O)O,Active,,,,0.001,IC50,<,1,nM,
16,504816812,172454970,C1[C@@H]([C@H]([C@@H]([C@H](N1CCCCCCNC2=C(C=C(C=C2)C3=CC=CC=C3)[N+](=O)[O-])CO)O)O)O,Active,,,,0.001,IC50,<,1,nM,
17,504819178,166625080,CS(=O)(=O)C1=CC(=CC(=C1)NCC2=CC=C(C=C2)CN3C[C@@H]([C@H]([C@@H]([C@H]3CO)O)O)O)C4=NN=CC=C4,Active,,,,0.114,IC50,=,114,nM,
18,504820790,166625048,C[C@@H]1CN(C[C@@H](O1)C)C2=CC(=C(C=C2)NCC3=CC=C(C=C3)CN4C[C@@H]([C@H]([C@@H]([C@H]4CO)O)O)O)[N+](=O)[O-],Active,,,,0.004,IC50,=,4,nM,
19,504820877,172457795,C1[C@@H]([C@H]([C@@H]([C@H](N1CCCCCCNC2=CC(=CC(=C2)C3=CC=NC=C3)[N+](=O)[O-])CO)O)O)O,Active,,,,0.001,IC50,<,1,nM,
20,504822095,166625082,C1C[C@H]2COC[C@@H]1N2C3=CC(=C(C=C3)NCC4=CC=C(C=C4)CN5C[C@@H]([C@H]([C@@H]([C@H]5CO)O)O)O)[N+](=O)[O-],Active,,,,0.001,IC50,<,1,nM,
21,504822851,166625086,CS(=O)(=O)C1=CC(=CC(=C1)NCC2=CC(=CC=C2)CN3C[C@@H]([C@H]([C@@H]([C@H]3CO)O)O)O)Br,Active,,,,7.917,IC50,=,7917,nM,
22,504823227,164513425,CC1=CC(=CC(=C1)NCC2=CC(=CC=C2)CN3C[C@@H]([C@H]([C@@H]([C@H]3CO)O)O)O)C4=NC=CC=N4,Unspecified,,,,66.54,IC50,=,66540,nM,
23,504823879,166625081,CC1=CC(=CC(=C1)NCC2=CC=C(C=C2)CN3C[C@@H]([C@H]([C@@H]([C@H]3CO)O)O)O)C4=NN=CC=C4,Active,,,,0.179,IC50,=,179,nM,
24,504825008,166625087,CC1=CC(=CC(=C1)NCC2=NC(=CC=C2)CN3C[C@@H]([C@H]([C@@H]([C@H]3CO)O)O)O)C4=CC=CN4,Unspecified,,,,100,IC50,>,100000,nM,
25,504825625,23582363,C1[C@@H]([C@H]([C@@H]([C@H](N1CCCCCCNC2=C(C=C(C=C2)N=[N+]=[N-])[N+](=O)[O-])CO)O)O)O,Active,,,,0.01,IC50,=,10,nM,
