PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103233114,3194,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,Active,,,,0.33,IC50,=,330,nM
2,374286877,134137117,COC1=C(C=C(C=C1)Cl)N2C(=O)C3=CC=CC=C3[Se]2,Unspecified,,,,10,IC50,>,10000,nM
3,374287350,3067566,CC1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,Active,,,,2.29,IC50,=,2290,nM
4,374306991,3067568,COC1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,Active,,,,1.25,IC50,=,1250,nM
5,374336415,3067567,C1=CC=C2C(=C1)C(=O)N([Se]2)C3=CC=C(C=C3)F,Active,,,,2.78,IC50,=,2780,nM
6,461516444,12128673,COC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3[Se]2,Unspecified,,,,10,IC50,>,10000,nM
7,475979007,166625792,CSC1=CC=CC=C1N2C(=O)C3=CC=CC=C3[Se]2,Unspecified,,,,10,IC50,>,10000,nM
8,475979813,163260473,C1=CC=C2C(=C1)C(=O)N([Se]2)C3=C(C=CC=C3F)F,Active,,,,2.09,IC50,=,2090,nM
9,475980766,3067584,COC1=CC2=C(C=C1)C(=O)N([Se]2)C3=CC=CC=C3,Active,,,,6.4,IC50,=,6400,nM
10,475981114,166626841,C1=CC=C2C(=C1)C(=O)N([Se]2)C3=CC=CC(=C3)C#N,Active,,,,0.38,IC50,=,380,nM
11,475982987,163260451,C1=CC=C2C(=C1)C(=O)N([Se]2)CC3=CC=C(C=C3)F,Active,,,,1,IC50,=,1000,nM
12,475984866,3067590,C1=CC=C2C(=C1)C(=O)N([Se]2)C3=CC=C(C=C3)C(F)(F)F,Active,,,,0.9,IC50,=,900,nM
13,475988839,141556019,C1=CC=C2C(=C1)C(=O)N([Se]2)C3=CC(=CC(=C3)Cl)Cl,Active,,,,0.64,IC50,=,640,nM
14,475989894,139213625,CCC1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,Active,,,,6.18,IC50,=,6180,nM
15,475990004,13713081,CCCCCCCCN1C(=O)C2=CC=CC=C2[Se]1,Active,,,,2.69,IC50,=,2690,nM
16,475990014,166631306,COC1=C(C=C(C=C1)F)N2C(=O)C3=CC=CC=C3[Se]2,Active,,,,3.3,IC50,=,3300,nM
17,475990069,166631332,CCCCCCCN1C(=O)C2=CC=CC=C2[Se]1,Active,,,,5.56,IC50,=,5560,nM
18,475990415,88621277,C1=CC=C2C(=C1)C(=O)N([Se]2)C3=CC=CC(=C3)C(F)(F)F,Active,,,,2.77,IC50,=,2770,nM
19,475992757,16720400,C1=CC=C2C(=C1)C(=O)N([Se]2)C3=CC=C(C=C3)Br,Active,,,,2.77,IC50,=,2770,nM
20,475993784,87233023,CCCCCN1C(=O)C2=CC=CC=C2[Se]1,Unspecified,,,,10,IC50,>,10000,nM
21,475994028,13650134,C1=CC=C2C(=C1)C(=O)N([Se]2)C3=CC(=CC=C3)Cl,Active,,,,0.68,IC50,=,680,nM
22,475994636,166633563,COC1=C(C=CC(=C1)F)N2C(=O)C3=CC=CC=C3[Se]2,Active,,,,1.8,IC50,=,1800,nM
23,475995277,3067572,C1=CC=C2C(=C1)C(=O)N([Se]2)C3=CC=CC=C3F,Unspecified,,,,10,IC50,>,10000,nM
24,475996397,11392063,CC1=CC=CC=C1N2C(=O)C3=CC=CC=C3[Se]2,Active,,,,7.43,IC50,=,7430,nM
25,475996585,88621252,CC1=C(C=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2)C,Unspecified,,,,10,IC50,>,10000,nM
26,475997823,166635160,COC1=CC(=C(C=C1)CN2C(=O)C3=CC=CC=C3[Se]2)OC,Active,,,,0.61,IC50,=,610,nM
27,475998723,163260440,C1=CC=C2C(=C1)C(=O)N([Se]2)C3=C(C=C(C=C3)F)C(F)(F)F,Unspecified,,,,10,IC50,>,10000,nM
28,475998897,163260488,C1=CC=C2C(=C1)C(=O)N([Se]2)C3=C(C=C(C=C3)Cl)OC(F)(F)F,Unspecified,,,,10,IC50,>,10000,nM
29,476000580,163260472,C1=CC=C2C(=C1)C(=O)N([Se]2)CC3=CC=C(C=C3)C(F)(F)F,Unspecified,,,,10,IC50,>,10000,nM
30,476000741,3067575,COC1=CC=CC(=C1)N2C(=O)C3=CC=CC=C3[Se]2,Unspecified,,,,10,IC50,>,10000,nM
