PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103659500,5219869,CC1=CC=C(C=C1)C(=O)N2C3=CC4=C(C=C3N=C2SC)OCCO4,Active,,,,0.19,IC50,=,190,nM
2,103659500,5219869,CC1=CC=C(C=C1)C(=O)N2C3=CC4=C(C=C3N=C2SC)OCCO4,Active,,,,0.18621,IC50,=,186.21,nM
3,242576314,71481120,CC(C)C[C@@H](C(=O)N[C@@H](CC1CCNC1=O)C(O)S(=O)(=O)O)NC(=O)OCC2=CC=CC=C2,Active,,,,0.02,IC50,=,20,nM
4,242576314,71481120,CC(C)C[C@@H](C(=O)N[C@@H](CC1CCNC1=O)C(O)S(=O)(=O)O)NC(=O)OCC2=CC=CC=C2,Active,,,,0.02291,IC50,=,22.91,nM
5,520053764,177379356,CC1=CC=C(C=C1)C(=O)N2C3=CC=CC=C3N=C2SC,Active,,,,1.9,IC50,=,1900,nM
6,520053764,177379356,CC1=CC=C(C=C1)C(=O)N2C3=CC=CC=C3N=C2SC,Active,,,,1.90546,IC50,=,1905.46,nM
7,520055547,177379394,CC1=C(C=C(C=C1)C(=O)N2C(=NC3=CC=CC=C32)C)F,Active,,,,2.6,IC50,=,2600,nM
8,520055547,177379394,CC1=C(C=C(C=C1)C(=O)N2C(=NC3=CC=CC=C32)C)F,Active,,,,2.63027,IC50,=,2630.27,nM
9,520059555,177379390,CC1=C(C=C(C=C1)C(=O)N2C3=CC4=C(C=C3N=C2SC)OCO4)F,Active,,,,0.32,IC50,=,320,nM
10,520059555,177379390,CC1=C(C=C(C=C1)C(=O)N2C3=CC4=C(C=C3N=C2SC)OCO4)F,Active,,,,0.32359,IC50,=,323.59,nM
11,520060679,177379389,CC1=CC=C(C=C1)C(=O)N2C3=CC4=C(C=C3N=C2SC)OCO4,Active,,,,0.75,IC50,=,750,nM
12,520060679,177379389,CC1=CC=C(C=C1)C(=O)N2C3=CC4=C(C=C3N=C2SC)OCO4,Active,,,,0.74131,IC50,=,741.31,nM
13,520063189,177379378,CC1=C(C=C(C=C1)C(=O)N2C3=CC=CC=C3N=C2SC)F,Active,,,,0.35,IC50,=,350,nM
14,520063189,177379378,CC1=C(C=C(C=C1)C(=O)N2C3=CC=CC=C3N=C2SC)F,Active,,,,0.35481,IC50,=,354.81,nM
