PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,312394094,118737647,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2=CC=CC=C2.[Na+],Active,,,,0.99,IC50,=,990,nM
2,461514649,11561899,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,Active,,,,0.146,IC50,=,146,nM
3,482056164,164946686,C1CN([C@@H](CN1C(=O)C2=CN=CC=C2)C(=O)NCC3=CC=CS3)C4=CC(=C(C=C4)Cl)Cl,Unspecified,,,,50,IC50,=,50000,nM
4,482063663,168281126,C1CN([C@@H](CN1C(=O)C2=CN=CC3=CC=CC=C32)C(=O)NCC4=CC=CS4)C5=CC(=C(C=C5)Cl)Cl,Unspecified,,,,50,IC50,=,50000,nM
5,482085112,168296130,C1CN(CC(N1)C(=O)NCC2=CC=CO2)C(=O)C3=CC(=O)NC(=O)N3.C(=O)(C(F)(F)F)O,Active,,,,0.21,IC50,=,210,nM
