PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,482048632,168270299,CC1=C(C=C(C=C1)N(C)C)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,Active,,,,4,IC50,=,4000,nM
2,482052054,168272651,C[C@H](C1=CC=CC2=CC=CC=C21)N3CC4=C(C3)C=C(C=C4)O,Active,,,,4.5,IC50,=,4500,nM
3,482057009,29455345,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=CC=CC=C3Cl,Active,,,,6.5,IC50,=,6500,nM
4,482059017,168277733,CC1=C(C=CC(=C1)N)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,Active,,,,1.2,IC50,=,1200,nM
5,482059677,168278224,CC1=C(C=CC(=C1)NS(=O)(=O)C)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,Active,,,,4.8,IC50,=,4800,nM
6,482072955,168287888,CC1=C(C=C(C=C1)S(=O)(=O)NC)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,Active,,,,4,IC50,=,4000,nM
7,482075235,168289545,C[C@H](C1=CC=CC2=CC=CC=C21)N3CC4=C(C3)C=C(C=C4)N,Active,,,,4.9,IC50,=,4900,nM
8,482076383,40209741,CC1=C(SC=C1)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,Unspecified,,,,14,IC50,=,14000,nM
9,482076559,168290493,C[C@H](C1=CC=CC2=CC=CC=C21)N3CC4=CC=CC=C4C3,Active,,,,2.9,IC50,=,2900,nM
