PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,469809550,11844348,C[C@H]([C@@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OCC3=CC=CC=C3)OC(C)(C)C,Active,,,,0.03,EC50,=,30,nM,
2,482048839,162685241,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CS1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OCC3=CC=CC=C3,Unspecified,,,Potential missing data,,EC50,,,,Nd(Insoluble)
3,482048860,154699455,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,2,EC50,>,2000,nM,
4,482049451,162685304,CC(C)[C@@](C)(C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,2,EC50,>,2000,nM,
5,482049993,162685281,C[C@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2=CC=CC=C2)OC(C)(C)C,Active,,,,0.12,EC50,=,120,nM,
6,482050619,162685355,C[C@H]([C@@H](C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OCC3=CC=CC=C3)OC(C)(C)C,Active,,,,0.097,EC50,=,97,nM,
7,482052523,162685403,C[C@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2=CC(=CC=C2)Cl)OC(C)(C)C,Active,,,,0.23,EC50,=,230,nM,
8,482054753,162685308,CC(C)[C@@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OCC3=CC(=CC=C3)Cl,Active,,,,0.63,EC50,=,630,nM,
9,482058053,162685276,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OCC3=CC=CC=C3,Active,,,,1.5,EC50,=,1500,nM,
10,482058083,162685317,CC(C)[C@@H](C(=O)N[C@@H](CC(=C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,2,EC50,>,2000,nM,
11,482060573,162685385,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)[C@H](C2CC2)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,2,EC50,>,2000,nM,
12,482063378,155489962,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,2,EC50,>,2000,nM,
13,482064922,162685316,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CO1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,2,EC50,>,2000,nM,
14,482067631,162685253,C[C@H]([C@@H](C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2=CC=CC=C2)OC(C)(C)C,Active,,,,0.056,EC50,=,56,nM,
15,482070636,162685370,C[C@H]([C@@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OCC3=CC(=CC=C3)Cl)OC(C)(C)C,Active,,,,0.14,EC50,=,140,nM,
16,482076273,168290284,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@H]3CCNC3=O)C#N)C,Active,,,,3.4,EC50,=,3400,nM,
17,482078093,155489963,CC(C)[C@@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OCC3=CC=CC=C3,Active,,,,0.66,EC50,=,660,nM,
18,482078156,162685375,C1CCC(CC1)C[C@@H](C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)C3(CC3)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,10,EC50,>,10000,nM,
19,482080647,162685303,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)[C@H](C(C)(C)C)NC(=O)OCC2=CC=CC=C2,Active,,,,0.86,EC50,=,860,nM,
20,482080680,162685391,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OCC3=CC=CC=C3)OC(C)(C)C,Active,,,,0.19,EC50,=,190,nM,
21,482080754,146672918,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)C2=CC3=CC=CC=C3N2,Unspecified,,,,10,EC50,>,10000,nM,
22,482081021,162685262,CC(C)[C@@H](C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,2,EC50,>,2000,nM,
23,482081088,162685349,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)C(C)(C)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,10,EC50,>,10000,nM,
